Sort,Soil quality,Crop,Year,Province,n.site,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
2682,low,single rice,2008,SRYZB04,1,24.0 ,29.4 ,20.5 ,2811.1 ,1641.1 ,351.4 ,482.2 ,1592.4 ,medium_maturity,Paddy soils,sandy loam,21.0 ,56.8 ,73.0 ,5.6 ,150 ,105 ,150 ,6000 ,8292 
2683,low,single rice,2008,SRYZB04,1,24.0 ,29.4 ,20.5 ,2811.1 ,1641.1 ,351.4 ,482.2 ,1592.4 ,medium_maturity,Paddy soils,sandy loam,29.0 ,39.5 ,58.0 ,5.2 ,120 ,90 ,120 ,5663 ,7121 
2684,high,single rice,2008,SRYZB04,1,25.3 ,31.1 ,22.0 ,2684.3 ,1624.3 ,741.3 ,450.3 ,1487.6 ,medium_maturity,Paddy soils,sandy clay,35.5 ,23.0 ,123.0 ,5.5 ,180 ,90 ,180 ,5584 ,6275 
2685,high,single rice,2008,SRYZB04,1,26.4 ,32.1 ,23.2 ,2819.8 ,1749.8 ,692.5 ,408.7 ,1407.1 ,medium_maturity,Paddy soils,loam,43.7 ,18.9 ,154.0 ,5.0 ,180 ,120 ,180 ,4949 ,6410 
2686,low,single rice,2008,SRYZB04,1,26.3 ,32.2 ,23.0 ,2863.7 ,1773.7 ,692.5 ,427.8 ,1456.8 ,medium_maturity,Paddy soils,sandy loam,18.3 ,22.3 ,36.0 ,4.7 ,150 ,90 ,150 ,4355 ,7844 
2687,low,single rice,2008,SRYZB04,1,24.0 ,28.8 ,20.8 ,2851.3 ,1661.3 ,641.5 ,496.3 ,1644.9 ,medium_maturity,Paddy soils,sandy loam,29.5 ,15.3 ,25.0 ,5.4 ,150 ,105 ,150 ,5720 ,9679 
2689,low,single rice,2009,SRYZB04,1,23.2 ,28.4 ,19.9 ,2574.8 ,1464.8 ,429.1 ,513.4 ,1619.3 ,medium_maturity,Paddy soils,silt loam,40.4 ,13.5 ,82.0 ,5.9 ,180 ,120 ,180 ,5730 ,8825 
2690,low,single rice,2007,SRYZB04,1,23.7 ,28.3 ,20.6 ,3062.3 ,1772.3 ,771.5 ,425.3 ,1573.8 ,medium_maturity,Paddy soils,sandy loam,38.8 ,9.6 ,56.0 ,7.4 ,150 ,105 ,150 ,4923 ,6894 
2691,high,single rice,2007,SRYZB04,1,24.0 ,28.5 ,20.9 ,2976.8 ,1736.8 ,758.8 ,405.2 ,1537.3 ,medium_maturity,Paddy soils,silty clay loam,23.9 ,2.2 ,95.0 ,6.6 ,150 ,105 ,150 ,5445 ,8153 
2692,high,single rice,2007,SRYZB04,1,24.3 ,28.7 ,21.3 ,2716.3 ,1596.3 ,744.2 ,356.1 ,1370.5 ,medium_maturity,Paddy soils,loam,44.1 ,27.0 ,222.0 ,6.5 ,180 ,120 ,180 ,7305 ,7328 
2693,high,single rice,2007,SRYZB04,1,23.9 ,28.4 ,20.9 ,3015.5 ,1755.5 ,770.9 ,405.2 ,1545.1 ,medium_maturity,Paddy soils,loam,26.8 ,80.4 ,238.0 ,6.3 ,120 ,90 ,120 ,5543 ,6780 
2694,high,single rice,2008,SRYZB04,1,23.6 ,28.7 ,20.2 ,2781.1 ,1601.1 ,487.0 ,555.4 ,1728.0 ,medium_maturity,Paddy soils,loam,39.1 ,28.0 ,118.0 ,6.2 ,120 ,90 ,120 ,4871 ,8117 
2695,high,single rice,2008,SRYZB04,1,23.6 ,28.7 ,20.2 ,2998.4 ,1728.4 ,497.2 ,609.3 ,1856.4 ,medium_maturity,Paddy soils,clay,33.9 ,28.8 ,140.0 ,7.6 ,150 ,105 ,150 ,3771 ,7493 
2696,high,single rice,2008,SRYZB04,1,23.3 ,28.4 ,20.0 ,3195.1 ,1825.1 ,560.7 ,643.7 ,1964.6 ,medium_maturity,Paddy soils,loam,40.4 ,29.7 ,174.0 ,6.6 ,225 ,150 ,240 ,5800 ,7625 
2697,low,single rice,2007,SRYZB04,1,23.9 ,29.1 ,20.7 ,3228.9 ,1878.9 ,685.8 ,469.2 ,1687.1 ,medium_maturity,Paddy soils,sandy loam,39.9 ,9.8 ,42.0 ,7.5 ,150 ,105 ,150 ,4850 ,8250 
2698,low,single rice,2008,SRYZB04,1,24.0 ,29.6 ,20.4 ,3071.4 ,1791.4 ,717.1 ,504.8 ,1687.5 ,medium_maturity,Paddy soils,clay loam,40.4 ,25.3 ,61.0 ,6.3 ,180 ,120 ,180 ,5475 ,9225 
2699,low,single rice,2007,SRYZB04,1,25.5 ,30.2 ,22.4 ,3211.0 ,1951.0 ,654.4 ,463.8 ,1640.1 ,medium_maturity,Paddy soils,sandy loam,32.3 ,20.7 ,82.0 ,6.6 ,150 ,105 ,150 ,5084 ,6471 
2700,high,single rice,2008,SRYZB04,1,24.7 ,30.0 ,21.3 ,3014.6 ,1794.6 ,588.2 ,446.3 ,1588.5 ,medium_maturity,Paddy soils,loam,34.8 ,26.4 ,164.0 ,5.7 ,150 ,120 ,150 ,6830 ,10562 
2701,high,single rice,2008,SRYZB04,1,24.7 ,30.0 ,21.3 ,3436.9 ,2046.9 ,626.7 ,511.4 ,1787.5 ,medium_maturity,Paddy soils,loam,41.4 ,11.9 ,110.0 ,6.3 ,150 ,120 ,150 ,4940 ,8696 
2702,high,single rice,2008,SRYZB10,1,25.0 ,30.3 ,21.3 ,2621.5 ,1571.5 ,566.4 ,377.2 ,1356.5 ,medium_maturity,Paddy soils,loam,39.6 ,30.9 ,98.0 ,5.4 ,135 ,53 ,90 ,6815 ,9161 
2703,low,single rice,2007,SRYZB10,1,24.6 ,30.3 ,20.9 ,2707.9 ,1607.9 ,546.6 ,409.9 ,1450.9 ,medium_maturity,Paddy soils,clay loam,35.4 ,22.2 ,69.0 ,5.7 ,113 ,75 ,75 ,5765 ,7341 
2704,low,single rice,2008,SRYZB10,1,24.2 ,29.9 ,20.2 ,2633.6 ,1543.6 ,621.6 ,391.5 ,1393.5 ,medium_maturity,Paddy soils,clay loam,36.8 ,21.4 ,75.0 ,5.1 ,60 ,90 ,75 ,7387 ,8742 
2705,low,single rice,2008,SRYZB10,1,24.2 ,29.4 ,20.6 ,2900.6 ,1700.6 ,459.1 ,472.5 ,1610.1 ,medium_maturity,Paddy soils,clay loam,25.0 ,25.8 ,53.0 ,5.8 ,180 ,90 ,195 ,7050 ,9900 
2706,low,single rice,2008,SRYZB10,1,24.1 ,29.5 ,20.5 ,2897.4 ,1697.4 ,455.1 ,470.4 ,1610.6 ,medium_maturity,Paddy soils,clay loam,32.0 ,30.7 ,59.0 ,5.9 ,180 ,90 ,195 ,6564 ,8940 
2707,high,single rice,2008,SRYZB10,1,24.4 ,29.3 ,20.9 ,2884.9 ,1704.9 ,394.6 ,488.9 ,1618.8 ,medium_maturity,Paddy soils,clay,30.2 ,20.5 ,161.0 ,6.2 ,120 ,44 ,72 ,6180 ,8466 
2708,low,single rice,2007,SRYZB10,1,25.1 ,29.5 ,21.7 ,2634.2 ,1584.2 ,479.0 ,456.0 ,1483.9 ,medium_maturity,Paddy soils,clay loam,40.1 ,21.3 ,88.0 ,5.4 ,135 ,68 ,120 ,5367 ,7838 
2709,high,single rice,2007,SRYZB10,1,25.0 ,29.5 ,21.5 ,2849.1 ,1709.1 ,482.4 ,512.0 ,1637.8 ,medium_maturity,Paddy soils,loam,27.1 ,49.8 ,120.0 ,6.0 ,120 ,60 ,120 ,7479 ,8970 
2710,high,single rice,2007,SRYZB10,1,24.8 ,29.2 ,21.3 ,2971.0 ,1771.0 ,515.4 ,514.0 ,1669.7 ,medium_maturity,Paddy soils,silty clay loam,51.8 ,25.1 ,144.0 ,6.1 ,128 ,60 ,105 ,5808 ,8325 
2711,high,single rice,2007,SRYZB10,1,25.5 ,30.7 ,21.8 ,3036.5 ,1846.5 ,493.0 ,499.4 ,1666.0 ,medium_maturity,Paddy soils,clay,33.3 ,15.0 ,99.0 ,7.6 ,135 ,75 ,75 ,6645 ,8505 
2712,low,single rice,2007,SRYZB10,1,26.0 ,31.0 ,22.6 ,2813.1 ,1733.1 ,409.3 ,434.7 ,1481.3 ,medium_maturity,Paddy soils,sandy loam,41.8 ,21.6 ,70.0 ,6.2 ,135 ,75 ,75 ,7569 ,7886 
2713,high,single rice,2007,SRYZB10,1,25.4 ,30.5 ,21.5 ,2817.9 ,1707.9 ,643.3 ,414.9 ,1467.3 ,medium_maturity,Paddy soils,loam,43.5 ,14.2 ,104.0 ,7.0 ,135 ,60 ,75 ,8696 ,10025 
2714,low,single rice,2006,SRYZB10,1,25.2 ,29.7 ,21.7 ,2842.2 ,1712.2 ,619.1 ,482.8 ,1587.0 ,medium_maturity,Paddy soils,sandy loam,39.8 ,10.4 ,88.0 ,6.3 ,180 ,80 ,90 ,8289 ,10275 
2715,high,single rice,2006,SRYZB10,1,25.1 ,29.7 ,21.7 ,2812.7 ,1692.7 ,619.1 ,477.6 ,1572.6 ,medium_maturity,Paddy soils,clay,35.1 ,9.6 ,90.0 ,5.9 ,180 ,80 ,90 ,7998 ,10886 
2716,low,single rice,2009,SRYZB10,1,23.9 ,29.0 ,20.6 ,3299.3 ,1919.3 ,1196.5 ,502.2 ,1763.5 ,medium_maturity,Paddy soils,clay loam,28.5 ,11.9 ,87.0 ,4.9 ,150 ,75 ,60 ,4050 ,9570 
2717,high,single rice,2009,SRYZB10,1,24.0 ,29.5 ,20.8 ,2521.6 ,1471.6 ,1119.0 ,379.4 ,1316.4 ,medium_maturity,Paddy soils,loam,31.8 ,11.9 ,106.0 ,8.1 ,175 ,85 ,120 ,5115 ,8505 
2718,low,single rice,2008,SRYZB10,1,25.5 ,31.0 ,21.5 ,2932.6 ,1782.6 ,752.6 ,580.3 ,1767.2 ,medium_maturity,Paddy soils,sandy loam,23.5 ,12.3 ,68.0 ,5.9 ,150 ,90 ,90 ,5105 ,9230 
2719,low,single rice,2008,SRYZB10,1,25.7 ,31.0 ,21.9 ,3161.3 ,1931.3 ,763.7 ,601.4 ,1839.1 ,medium_maturity,Paddy soils,clay loam,24.2 ,14.0 ,77.0 ,5.6 ,150 ,90 ,90 ,5105 ,8114 
2720,high,single rice,2006,SRYZB10,1,27.2 ,32.6 ,22.9 ,2856.0 ,1806.0 ,450.2 ,694.9 ,1884.5 ,medium_maturity,Paddy soils,clay,29.9 ,2.3 ,97.0 ,5.0 ,120 ,68 ,68 ,6696 ,6746 
2721,low,single rice,2006,SRYZB10,1,26.6 ,32.1 ,22.1 ,2762.4 ,1722.4 ,403.1 ,689.8 ,1870.3 ,medium_maturity,Paddy soils,clay loam,18.9 ,3.4 ,53.0 ,5.3 ,135 ,68 ,68 ,4353 ,5850 
2722,low,single rice,2008,SRYZB10,1,25.6 ,30.9 ,22.1 ,2508.4 ,1528.4 ,578.8 ,591.3 ,1649.2 ,medium_maturity,Paddy soils,sandy loam,10.6 ,7.4 ,44.0 ,5.5 ,105 ,45 ,45 ,6989 ,8145 
2723,high,single rice,2008,SRYZB10,1,25.2 ,30.5 ,21.4 ,2665.9 ,1605.9 ,483.3 ,623.1 ,1769.7 ,medium_maturity,Paddy soils,clay,32.0 ,15.2 ,107.0 ,6.9 ,105 ,45 ,53 ,6333 ,9687 
2724,high,single rice,2008,SRYZB10,1,25.2 ,30.5 ,21.4 ,2665.9 ,1605.9 ,483.3 ,623.1 ,1769.7 ,medium_maturity,Paddy soils,clay,32.0 ,15.2 ,107.0 ,6.9 ,105 ,45 ,53 ,6696 ,9341 
2725,low,single rice,2006,SRYZB10,1,26.6 ,32.1 ,22.4 ,2868.6 ,1788.6 ,385.1 ,596.0 ,1740.2 ,medium_maturity,Paddy soils,clay loam,19.0 ,5.2 ,67.0 ,7.1 ,150 ,45 ,60 ,5970 ,8154 
2726,high,single rice,2006,SRYZB10,1,25.9 ,31.8 ,21.7 ,3393.5 ,2083.5 ,700.5 ,846.2 ,2274.1 ,medium_maturity,Paddy soils,silty clay loam,8.6 ,2.9 ,102.0 ,8.1 ,165 ,75 ,60 ,6017 ,8242 
2727,high,single rice,2008,SRYZB10,1,25.2 ,30.6 ,21.3 ,2926.4 ,1766.4 ,576.6 ,616.7 ,1830.4 ,medium_maturity,Paddy soils,clay,29.4 ,10.0 ,106.0 ,6.6 ,143 ,75 ,60 ,4875 ,7407 
2728,low,single rice,2008,SRYZB10,1,25.2 ,30.6 ,21.3 ,2926.4 ,1766.4 ,576.6 ,616.7 ,1830.4 ,medium_maturity,Paddy soils,sandy loam,22.6 ,11.8 ,72.0 ,7.6 ,143 ,75 ,60 ,4848 ,7341 
2729,low,single rice,2009,SRYZB10,1,24.2 ,29.2 ,21.0 ,3703.5 ,2173.5 ,942.8 ,562.3 ,1965.5 ,medium_maturity,Paddy soils,sandy loam,14.5 ,15.6 ,89.0 ,8.4 ,143 ,75 ,60 ,6180 ,8190 
2730,high,single rice,2009,SRYZB10,1,25.7 ,30.2 ,22.7 ,2780.9 ,1700.9 ,434.0 ,421.9 ,1457.8 ,medium_maturity,Paddy soils,loam,19.9 ,14.9 ,91.0 ,7.9 ,150 ,60 ,45 ,4704 ,7770 
2731,high,single rice,2008,SRYZB10,1,25.8 ,30.7 ,22.1 ,2936.0 ,1796.0 ,680.0 ,640.8 ,1857.4 ,medium_maturity,Paddy soils,clay,31.3 ,12.4 ,103.0 ,8.0 ,180 ,90 ,90 ,5276 ,9300 
2732,high,single rice,2009,SRYZB10,1,25.5 ,29.9 ,22.5 ,2779.4 ,1689.4 ,458.9 ,396.6 ,1427.0 ,medium_maturity,Paddy soils,clay,18.1 ,6.5 ,91.0 ,7.7 ,150 ,60 ,45 ,4967 ,8468 
2733,high,single rice,2007,SRYZB10,1,25.0 ,29.9 ,21.7 ,3405.4 ,2045.4 ,812.0 ,575.2 ,1886.8 ,medium_maturity,Paddy soils,loam,34.9 ,32.9 ,91.0 ,7.9 ,188 ,120 ,150 ,5685 ,7010 
2734,high,single rice,2007,SRYZB10,1,25.1 ,30.1 ,21.5 ,2709.5 ,1629.5 ,538.8 ,471.7 ,1547.2 ,medium_maturity,Paddy soils,loam,34.6 ,28.5 ,118.0 ,7.8 ,188 ,120 ,150 ,5813 ,8337 
2735,high,single rice,2007,SRYZB10,1,25.4 ,30.4 ,21.9 ,2766.3 ,1676.3 ,547.1 ,484.4 ,1572.3 ,medium_maturity,Paddy soils,silty clay loam,25.5 ,16.0 ,90.0 ,8.3 ,192 ,120 ,150 ,5526 ,8481 
2736,low,single rice,2007,SRYZB10,1,26.6 ,31.1 ,23.3 ,2953.6 ,1843.6 ,486.1 ,537.1 ,1672.4 ,medium_maturity,Paddy soils,clay loam,26.6 ,19.3 ,68.0 ,6.4 ,104 ,63 ,54 ,4719 ,7481 
2737,low,single rice,2007,SRYZB10,1,26.5 ,31.1 ,23.2 ,2973.3 ,1853.3 ,486.1 ,546.7 ,1695.6 ,medium_maturity,Paddy soils,clay loam,23.0 ,13.0 ,77.0 ,7.0 ,104 ,63 ,72 ,4476 ,7434 
2738,low,single rice,2007,SRYZB10,1,26.5 ,30.8 ,23.4 ,3368.4 ,2098.4 ,627.2 ,574.4 ,1829.9 ,medium_maturity,Paddy soils,clay loam,12.1 ,3.8 ,79.0 ,7.6 ,104 ,72 ,81 ,4508 ,7208 
2739,high,single rice,2008,SRYZB10,1,25.7 ,30.8 ,22.0 ,2672.5 ,1632.5 ,442.1 ,471.5 ,1521.4 ,medium_maturity,Paddy soils,silty clay loam,20.3 ,4.6 ,93.0 ,4.8 ,135 ,75 ,60 ,8130 ,9769 
2740,high,single rice,2008,SRYZB10,1,25.8 ,30.7 ,22.2 ,3116.7 ,1906.7 ,526.0 ,525.9 ,1725.1 ,early_maturity,Paddy soils,silty clay loam,25.1 ,7.2 ,130.0 ,7.6 ,135 ,75 ,60 ,8143 ,9665 
2741,high,single rice,2008,SRYZB10,1,25.7 ,30.8 ,22.0 ,2672.5 ,1632.5 ,442.1 ,471.5 ,1521.4 ,medium_maturity,Paddy soils,silty clay loam,28.5 ,8.5 ,105.0 ,7.6 ,135 ,75 ,60 ,6230 ,8553 
2742,high,single rice,2009,SRYZB10,1,24.8 ,29.3 ,21.7 ,2479.6 ,1479.6 ,519.1 ,283.1 ,1185.7 ,medium_maturity,Paddy soils,silty clay loam,51.1 ,10.0 ,115.0 ,4.5 ,171 ,59 ,72 ,6387 ,9095 
2743,low,single rice,2007,SRYZB10,1,26.0 ,31.4 ,22.5 ,3118.0 ,1918.0 ,506.5 ,570.2 ,1791.8 ,medium_maturity,Paddy soils,sandy loam,17.3 ,16.8 ,78.0 ,5.0 ,150 ,75 ,90 ,4470 ,8202 
2745,high,single rice,2008,SRYZB10,1,25.7 ,31.4 ,21.8 ,2849.1 ,1739.1 ,477.9 ,575.9 ,1740.4 ,medium_maturity,Paddy soils,clay,11.1 ,26.4 ,129.0 ,6.7 ,180 ,75 ,90 ,4860 ,8237 
2746,high,single rice,2007,SRYZB10,1,25.5 ,30.9 ,21.9 ,2654.6 ,1614.6 ,617.4 ,503.2 ,1567.1 ,medium_maturity,Paddy soils,loam,23.5 ,8.7 ,131.0 ,6.4 ,161 ,72 ,78 ,5460 ,7680 
2747,low,single rice,2007,SRYZB10,1,25.7 ,31.1 ,22.0 ,2673.7 ,1633.7 ,608.0 ,521.9 ,1595.0 ,medium_maturity,Paddy soils,clay loam,22.5 ,28.6 ,70.0 ,7.0 ,161 ,72 ,78 ,4350 ,6360 
2748,low,single rice,2007,SRYZB10,1,26.2 ,31.7 ,22.6 ,2854.7 ,1764.7 ,439.4 ,491.9 ,1589.1 ,medium_maturity,Paddy soils,clay loam,20.3 ,22.5 ,84.0 ,6.9 ,120 ,45 ,45 ,3302 ,6383 
2749,low,single rice,2008,SRYZB10,1,25.6 ,31.5 ,21.7 ,2846.4 ,1736.4 ,440.3 ,539.7 ,1681.3 ,medium_maturity,Paddy soils,sandy loam,32.4 ,50.8 ,78.0 ,6.7 ,150 ,60 ,60 ,5976 ,7559 
2750,high,single rice,2009,SRYZB10,1,25.2 ,30.1 ,22.0 ,2969.7 ,1789.7 ,440.1 ,340.0 ,1402.5 ,medium_maturity,Paddy soils,loam,32.2 ,9.4 ,97.0 ,7.1 ,150 ,60 ,60 ,5784 ,7290 
2751,low,single rice,2008,SRYZB10,1,25.0 ,30.7 ,21.2 ,3151.8 ,1891.8 ,467.9 ,567.5 ,1827.1 ,medium_maturity,Paddy soils,sandy loam,22.0 ,48.9 ,62.0 ,6.6 ,150 ,60 ,60 ,4992 ,7361 
2752,low,single rice,2009,SRYZB10,1,25.7 ,30.7 ,22.5 ,2595.9 ,1585.9 ,370.8 ,296.2 ,1213.2 ,medium_maturity,Paddy soils,clay loam,22.0 ,45.8 ,85.0 ,7.0 ,120 ,45 ,45 ,5869 ,7453 
2753,low,single rice,2009,SRYZB10,1,25.1 ,30.0 ,22.0 ,3089.2 ,1859.2 ,449.7 ,349.4 ,1451.5 ,medium_maturity,Paddy soils,sandy loam,22.1 ,42.5 ,38.0 ,6.8 ,150 ,60 ,60 ,5798 ,7332 
2754,high,south maize,2009,MSWC03,1,23.5 ,27.9 ,20.2 ,3309.9 ,1901.5 ,743.0 ,732.8 ,2197.0 ,medium_maturity,Red earths,,35.8 ,64.3 ,205.0 ,5.3 ,180 ,75 ,90 ,5063 ,7758 
2755,low,south maize,2006,MSWC06,1,23.3 ,28.1 ,19.8 ,3102.7 ,1774.3 ,417.8 ,706.8 ,2073.1 ,late_maturity,Paddy soils,,24.2 ,8.5 ,105.0 ,5.2 ,210 ,90 ,90 ,4981 ,10478 
2756,low,south maize,2007,MSWC06,1,22.1 ,26.5 ,19.0 ,3425.6 ,1880.6 ,728.3 ,589.8 ,2015.8 ,medium_maturity,Purplish soils,,18.1 ,16.4 ,72.0 ,5.0 ,210 ,90 ,90 ,3137 ,6890 
2757,high,south maize,2008,MSWC06,1,24.2 ,29.0 ,20.6 ,2994.9 ,1754.9 ,456.3 ,632.2 ,1912.5 ,medium_maturity,Yellow earths,,16.6 ,33.7 ,145.0 ,5.4 ,210 ,150 ,150 ,4290 ,9896 
2758,low,south maize,2007,MSWC06,1,24.1 ,28.6 ,20.8 ,2984.3 ,1744.3 ,665.0 ,529.6 ,1745.6 ,medium_maturity,Paddy soils,,12.2 ,3.6 ,85.0 ,5.3 ,210 ,90 ,90 ,2880 ,8841 
2759,low,south maize,2007,MSWC06,1,23.5 ,28.8 ,19.8 ,2863.1 ,1643.1 ,684.3 ,462.0 ,1606.4 ,medium_maturity,Purplish soils,,22.3 ,3.1 ,103.0 ,5.4 ,210 ,90 ,90 ,2648 ,5780 
2760,low,south maize,2008,MSWC06,1,23.3 ,28.9 ,19.4 ,3213.6 ,1833.6 ,423.4 ,663.2 ,2017.8 ,medium_maturity,Paddy soils,,17.0 ,12.0 ,58.0 ,4.6 ,210 ,90 ,90 ,4124 ,7074 
2761,low,south maize,2006,MSWC06,1,26.8 ,32.4 ,22.5 ,4659.3 ,2919.3 ,548.5 ,1065.4 ,2875.4 ,medium_maturity,Limestone soils,,21.3 ,19.0 ,47.0 ,5.8 ,210 ,90 ,90 ,3400 ,7310 
2762,high,south maize,2007,MSWC06,1,25.0 ,30.3 ,21.3 ,4529.9 ,2719.9 ,841.2 ,959.3 ,2709.1 ,late_maturity,Yellow earths,,21.6 ,19.6 ,153.0 ,7.5 ,210 ,90 ,90 ,5468 ,8772 
2763,low,south maize,2007,MSWC06,1,24.3 ,29.7 ,20.5 ,4003.8 ,2353.8 ,827.3 ,832.3 ,2456.0 ,medium_maturity,Limestone soils,,26.4 ,18.6 ,87.0 ,6.7 ,210 ,90 ,90 ,4879 ,7282 
2764,high,south maize,2007,MSWC06,1,24.9 ,30.3 ,21.2 ,4209.4 ,2519.4 ,840.1 ,872.3 ,2527.3 ,late_maturity,Yellow earths,,25.8 ,22.6 ,116.0 ,7.8 ,210 ,90 ,90 ,5959 ,10098 
2765,low,south maize,2008,MSWC06,1,24.2 ,29.6 ,20.2 ,3623.0 ,2123.0 ,692.9 ,822.2 ,2375.3 ,medium_maturity,Purplish soils,,17.0 ,29.0 ,63.0 ,6.0 ,210 ,90 ,90 ,3345 ,5795 
2766,high,south maize,2008,MSWC06,1,25.4 ,30.8 ,21.6 ,4170.0 ,2530.0 ,832.8 ,927.2 ,2616.8 ,late_maturity,Yellow earths,,26.0 ,21.0 ,164.0 ,7.6 ,210 ,90 ,90 ,6132 ,9365 
2767,high,south maize,2008,MSWC06,1,25.5 ,30.9 ,21.6 ,4077.0 ,2477.0 ,829.4 ,905.7 ,2559.8 ,late_maturity,Yellow earths,,26.0 ,21.0 ,160.0 ,7.6 ,210 ,90 ,90 ,5289 ,8504 
2768,low,south maize,2007,MSWC06,1,24.0 ,29.1 ,20.4 ,2994.7 ,1744.7 ,857.3 ,515.1 ,1728.6 ,medium_maturity,Limestone soils,,14.4 ,12.0 ,93.0 ,6.1 ,210 ,90 ,90 ,3956 ,6608 
2769,low,south maize,2008,MSWC06,1,21.3 ,26.8 ,17.3 ,3190.8 ,1692.0 ,684.2 ,747.2 ,2215.8 ,medium_maturity,Purplish soils,,10.7 ,11.7 ,42.0 ,6.1 ,150 ,45 ,45 ,3097 ,8750 
2770,low,south maize,2008,MSWC06,1,21.7 ,27.2 ,17.7 ,3296.1 ,1777.3 ,780.5 ,762.7 ,2263.3 ,medium_maturity,Purplish soils,,12.8 ,11.6 ,63.0 ,7.9 ,150 ,45 ,45 ,4448 ,9507 
2771,low,south maize,2006,MSWC06,1,20.9 ,26.6 ,16.9 ,2492.1 ,1308.9 ,389.4 ,620.5 ,1817.4 ,medium_maturity,Purplish soils,,18.0 ,5.7 ,53.0 ,5.2 ,210 ,90 ,90 ,1380 ,4950 
2772,low,south maize,2008,MSWC06,1,22.8 ,27.9 ,19.1 ,3210.8 ,1800.8 ,479.5 ,800.0 ,2259.3 ,medium_maturity,Purplish soils,,15.4 ,6.8 ,105.0 ,5.2 ,210 ,90 ,90 ,4589 ,7988 
2773,low,south maize,2007,MSWC06,1,21.9 ,26.8 ,18.4 ,2739.1 ,1489.2 ,495.5 ,493.0 ,1649.7 ,medium_maturity,Purplish soils,,23.4 ,6.9 ,72.0 ,5.8 ,210 ,90 ,90 ,4728 ,7850 
2775,low,south maize,2008,MSWC06,1,23.1 ,28.3 ,19.5 ,3471.6 ,1971.6 ,575.9 ,863.6 ,2425.9 ,medium_maturity,Purplish soils,,12.0 ,8.0 ,100.0 ,7.7 ,210 ,90 ,90 ,2505 ,7517 
2776,high,south maize,2006,MSWC06,1,26.7 ,32.3 ,22.6 ,4084.6 ,2554.9 ,428.2 ,857.1 ,2461.0 ,medium_maturity,Yellow earths,,17.2 ,44.0 ,135.0 ,5.3 ,210 ,90 ,90 ,8588 ,12206 
2777,high,south maize,2008,MSWC06,1,23.8 ,28.9 ,20.3 ,4241.5 ,2461.5 ,689.3 ,994.0 ,2826.4 ,late_maturity,Yellow earths,,23.2 ,40.2 ,128.0 ,6.1 ,210 ,90 ,90 ,4776 ,8376 
2778,low,south maize,2006,MSWC06,1,23.7 ,28.7 ,20.1 ,2791.0 ,1612.9 ,356.3 ,668.9 ,1915.2 ,medium_maturity,Purplish soils,,11.5 ,6.2 ,70.0 ,7.7 ,210 ,90 ,90 ,2349 ,4182 
2779,low,south maize,2007,MSWC06,1,22.6 ,27.2 ,19.5 ,2783.2 ,1553.4 ,749.4 ,493.5 ,1666.1 ,medium_maturity,Purplish soils,,13.9 ,13.0 ,67.0 ,7.8 ,210 ,90 ,90 ,3120 ,5861 
2780,low,south maize,2008,MSWC06,1,22.7 ,27.5 ,19.2 ,2901.2 ,1621.2 ,692.8 ,665.8 ,1972.2 ,medium_maturity,Purplish soils,,9.0 ,3.5 ,60.0 ,8.5 ,210 ,90 ,90 ,3846 ,5412 
2781,low,south maize,2007,MSWC06,1,22.5 ,27.1 ,19.4 ,2703.8 ,1504.0 ,720.8 ,475.0 ,1614.7 ,medium_maturity,Purplish soils,,16.6 ,33.8 ,72.0 ,5.8 ,210 ,90 ,90 ,3474 ,5868 
2782,high,south maize,2006,MSWC06,1,24.7 ,31.4 ,20.2 ,3539.2 ,2109.2 ,453.9 ,831.4 ,2362.2 ,medium_maturity,Yellow earths,,20.2 ,10.0 ,151.0 ,5.3 ,210 ,90 ,90 ,4695 ,7080 
2783,high,south maize,2006,MSWC06,1,23.7 ,30.3 ,19.3 ,3864.4 ,2234.4 ,482.3 ,888.8 ,2572.8 ,medium_maturity,Yellow earths,,20.3 ,8.3 ,121.0 ,5.5 ,210 ,90 ,90 ,5040 ,7690 
2784,high,south maize,2007,MSWC06,1,25.2 ,31.1 ,21.7 ,3373.0 ,2033.0 ,918.4 ,551.6 ,1842.9 ,early_maturity,Yellow earths,,24.4 ,7.9 ,174.0 ,6.2 ,240 ,90 ,90 ,6165 ,10545 
2785,low,south maize,2008,MSWC06,1,25.2 ,31.4 ,21.4 ,3375.7 ,2035.7 ,706.3 ,646.7 ,1990.5 ,medium_maturity,Purplish soils,,38.5 ,17.6 ,94.0 ,6.3 ,210 ,90 ,90 ,4099 ,6539 
2786,high,south maize,2008,MSWC06,1,25.1 ,31.3 ,21.2 ,3457.5 ,2077.5 ,714.7 ,666.1 ,2052.2 ,medium_maturity,Yellow earths,,26.1 ,18.9 ,165.0 ,6.5 ,210 ,90 ,90 ,3935 ,7160 
2787,low,south maize,2008,MSWC06,1,24.0 ,29.4 ,20.5 ,3095.5 ,1805.5 ,555.4 ,564.7 ,1834.9 ,medium_maturity,Limestone soils,,23.7 ,9.8 ,91.0 ,5.6 ,210 ,90 ,90 ,2629 ,6152 
