Sort,Soil quality,Crop,Year,Province,n.site,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
988,high,north maize,2008,MNCP01,1,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,medium_maturity,Fluvo-aquic soils,loam,20.5 ,49.0 ,160.0 ,8.2 ,180 ,60 ,120 ,5805 ,6915 
989,high,north maize,2008,MNCP01,1,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,medium_maturity,Fluvo-aquic soils,loam,17.8 ,23.0 ,77.0 ,8.3 ,135 ,60 ,90 ,6975 ,7830 
990,high,north maize,2008,MNCP01,1,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,medium_maturity,Fluvo-aquic soils,loam,19.4 ,33.0 ,110.0 ,8.2 ,180 ,60 ,120 ,6615 ,7110 
991,high,north maize,2008,MNCP01,1,24.7 ,30.0 ,20.7 ,2771.4 ,1651.4 ,274.5 ,625.4 ,1675.1 ,medium_maturity,Fluvo-aquic soils,loam,18.6 ,30.8 ,256.0 ,8.1 ,225 ,60 ,150 ,6615 ,8055 
992,low,north maize,2008,MNCP01,1,24.7 ,30.0 ,20.7 ,2771.4 ,1651.4 ,274.5 ,625.4 ,1675.1 ,medium_maturity,Fluvo-aquic soils,loamy sand,11.6 ,17.0 ,65.0 ,8.2 ,135 ,60 ,90 ,5625 ,5715 
993,low,north maize,2008,MNCP01,1,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,medium_maturity,Fluvo-aquic soils,loam,13.8 ,13.0 ,65.0 ,8.0 ,180 ,60 ,120 ,6090 ,6825 
994,high,north maize,2010,MNCP01,1,25.5 ,30.3 ,21.3 ,2809.2 ,1709.2 ,405.2 ,624.8 ,1671.4 ,medium_maturity,Fluvo-aquic soils,loam,18.9 ,23.0 ,190.0 ,8.0 ,180 ,60 ,150 ,6000 ,7275 
995,high,north maize,2010,MNCP01,1,25.6 ,30.3 ,21.4 ,2789.2 ,1699.2 ,405.2 ,614.9 ,1653.9 ,medium_maturity,Fluvo-aquic soils,loam,19.6 ,37.2 ,180.0 ,8.1 ,180 ,60 ,120 ,5700 ,7230 
996,high,north maize,2010,MNCP01,1,25.6 ,30.3 ,21.4 ,2789.2 ,1699.2 ,405.2 ,614.9 ,1653.9 ,medium_maturity,Fluvo-aquic soils,sandy loam,17.8 ,23.5 ,140.0 ,8.0 ,180 ,60 ,150 ,5955 ,7245 
997,high,north maize,2010,MNCP01,1,24.7 ,29.6 ,20.3 ,3036.2 ,1806.2 ,405.2 ,730.4 ,1860.7 ,medium_maturity,Fluvo-aquic soils,loam,16.7 ,20.4 ,130.0 ,8.1 ,180 ,60 ,120 ,4275 ,6090 
998,low,north maize,2010,MNCP01,1,25.0 ,29.9 ,20.7 ,3000.4 ,1800.4 ,405.2 ,705.3 ,1824.2 ,medium_maturity,Fluvo-aquic soils,loam,11.8 ,18.9 ,110.0 ,8.2 ,135 ,60 ,90 ,3984 ,4863 
999,low,north maize,2010,MNCP01,1,25.0 ,29.9 ,20.7 ,3000.4 ,1800.4 ,405.2 ,705.3 ,1824.2 ,medium_maturity,Fluvo-aquic soils,loamy sand,13.4 ,13.1 ,90.0 ,8.1 ,135 ,60 ,90 ,5636 ,5723 
1000,low,north maize,2008,MNCP01,1,24.1 ,28.9 ,19.7 ,2790.4 ,1630.4 ,252.4 ,683.6 ,1791.8 ,medium_maturity,Cinnamon soils,sandy loam,13.5 ,12.7 ,102.0 ,7.5 ,180 ,45 ,120 ,3375 ,7320 
1001,high,north maize,2008,MNCP01,1,24.4 ,29.1 ,20.0 ,2727.3 ,1607.3 ,239.9 ,664.5 ,1753.8 ,medium_maturity,Cinnamon soils,loam,22.8 ,33.0 ,152.0 ,7.5 ,180 ,45 ,120 ,4545 ,7620 
1002,high,north maize,2008,MNCP01,1,24.3 ,29.2 ,19.9 ,2820.4 ,1660.4 ,239.9 ,685.2 ,1805.3 ,medium_maturity,Cinnamon soils,sandy clay loam,22.3 ,25.0 ,103.0 ,7.3 ,135 ,45 ,90 ,4875 ,5820 
1003,low,north maize,2008,MNCP01,1,24.4 ,29.4 ,19.6 ,3126.2 ,1846.2 ,327.8 ,848.3 ,2226.8 ,medium_maturity,Cinnamon soils,sandy loam,13.6 ,13.3 ,111.0 ,7.3 ,135 ,45 ,90 ,3390 ,5951 
1004,high,north maize,2008,MNCP01,1,24.5 ,29.5 ,20.3 ,2600.6 ,1540.6 ,398.7 ,719.0 ,1780.0 ,medium_maturity,Fluvo-aquic soils,loam,17.3 ,40.4 ,170.0 ,7.5 ,225 ,60 ,150 ,4581 ,8144 
1005,low,north maize,2008,MNCP01,1,24.7 ,29.8 ,20.5 ,2573.5 ,1533.5 ,398.7 ,719.0 ,1770.1 ,medium_maturity,Fluvo-aquic soils,loam,13.3 ,19.3 ,110.0 ,7.7 ,180 ,60 ,120 ,3077 ,7535 
1006,low,north maize,2008,MNCP01,1,24.6 ,29.7 ,20.4 ,2587.6 ,1537.6 ,398.7 ,719.0 ,1775.1 ,medium_maturity,Fluvo-aquic soils,loam,13.2 ,14.0 ,130.0 ,7.4 ,180 ,60 ,120 ,3398 ,7542 
1007,low,north maize,2008,MNCP01,1,24.7 ,29.8 ,20.5 ,2573.5 ,1533.5 ,398.7 ,719.0 ,1770.1 ,medium_maturity,Fluvo-aquic soils,loam,8.2 ,9.3 ,120.0 ,7.9 ,135 ,60 ,90 ,3008 ,7227 
1008,low,north maize,2008,MNCP01,1,24.4 ,29.4 ,20.2 ,2615.1 ,1545.1 ,398.7 ,726.7 ,1794.7 ,medium_maturity,Fluvo-aquic soils,loam,9.8 ,7.3 ,120.0 ,7.9 ,135 ,60 ,90 ,3429 ,7017 
1009,high,north maize,2009,MNCP01,1,24.8 ,30.3 ,19.9 ,2626.8 ,1566.8 ,456.4 ,841.3 ,1971.0 ,medium_maturity,Fluvo-aquic soils,loam,17.3 ,40.4 ,170.0 ,7.5 ,225 ,60 ,150 ,4581 ,8144 
1010,low,north maize,2009,MNCP01,1,24.9 ,30.4 ,20.0 ,2585.7 ,1545.7 ,456.4 ,832.2 ,1949.2 ,medium_maturity,Fluvo-aquic soils,loam,13.3 ,19.3 ,110.0 ,7.7 ,180 ,60 ,120 ,3077 ,7535 
1011,low,north maize,2009,MNCP01,1,24.8 ,30.3 ,20.0 ,2606.6 ,1556.6 ,456.4 ,833.8 ,1956.3 ,medium_maturity,Fluvo-aquic soils,loam,13.2 ,14.0 ,130.0 ,7.4 ,180 ,60 ,120 ,3398 ,7542 
1012,low,north maize,2009,MNCP01,1,24.9 ,30.4 ,19.9 ,2638.0 ,1578.0 ,456.4 ,857.5 ,2004.0 ,medium_maturity,Fluvo-aquic soils,loamy sand,12.0 ,10.0 ,100.0 ,7.8 ,135 ,60 ,90 ,3141 ,7113 
1013,low,north maize,2009,MNCP01,1,24.9 ,30.4 ,20.0 ,2585.7 ,1545.7 ,456.4 ,832.2 ,1949.2 ,medium_maturity,Fluvo-aquic soils,loam,8.2 ,9.3 ,120.0 ,7.9 ,135 ,60 ,90 ,3008 ,7227 
1014,high,north maize,2010,MNCP01,1,25.3 ,30.4 ,21.0 ,2679.9 ,1619.9 ,367.6 ,748.8 ,1831.1 ,medium_maturity,Fluvo-aquic soils,loam,17.3 ,40.4 ,170.0 ,7.5 ,225 ,60 ,150 ,4311 ,8144 
1015,low,north maize,2010,MNCP01,1,25.5 ,30.6 ,21.2 ,2648.9 ,1608.9 ,367.6 ,730.6 ,1797.5 ,medium_maturity,Fluvo-aquic soils,loam,13.3 ,19.3 ,110.0 ,7.7 ,180 ,60 ,120 ,3227 ,7535 
1016,low,north maize,2010,MNCP01,1,25.4 ,30.5 ,21.2 ,2665.4 ,1615.4 ,367.6 ,738.3 ,1812.5 ,medium_maturity,Fluvo-aquic soils,loam,13.2 ,14.0 ,130.0 ,7.4 ,180 ,60 ,120 ,3398 ,7542 
1017,low,north maize,2010,MNCP01,1,25.5 ,30.6 ,21.2 ,2648.9 ,1608.9 ,367.6 ,730.6 ,1797.5 ,medium_maturity,Fluvo-aquic soils,loam,8.2 ,9.3 ,120.0 ,7.9 ,135 ,60 ,90 ,2852 ,7227 
1018,low,north maize,2010,MNCP01,1,25.2 ,30.4 ,20.9 ,2694.5 ,1624.5 ,367.6 ,756.2 ,1845.5 ,medium_maturity,Fluvo-aquic soils,loam,9.8 ,7.3 ,120.0 ,7.9 ,135 ,60 ,90 ,3129 ,7017 
1019,high,north maize,2008,MNCP01,1,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,medium_maturity,Fluvo-aquic soils,loam,15.1 ,21.0 ,124.0 ,7.9 ,225 ,150 ,150 ,4935 ,8336 
1020,low,north maize,2008,MNCP01,1,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,medium_maturity,Fluvo-aquic soils,loam,13.9 ,16.9 ,110.0 ,7.8 ,180 ,150 ,120 ,4689 ,6573 
1021,low,north maize,2008,MNCP01,1,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,medium_maturity,Fluvo-aquic soils,loam,13.3 ,12.1 ,99.0 ,8.0 ,225 ,150 ,150 ,5051 ,8682 
1022,high,north maize,2008,MNCP01,1,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,medium_maturity,Fluvo-aquic soils,loamy sand,15.7 ,24.8 ,130.0 ,7.9 ,225 ,150 ,150 ,5220 ,8835 
1023,high,north maize,2008,MNCP01,1,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,medium_maturity,Fluvo-aquic soils,loam,15.4 ,23.2 ,127.0 ,8.1 ,180 ,150 ,120 ,4985 ,8003 
1024,low,north maize,2008,MNCP01,1,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,medium_maturity,Fluvo-aquic soils,loam,13.5 ,13.2 ,101.0 ,7.6 ,180 ,150 ,120 ,4920 ,8183 
1025,high,north maize,2008,MNCP01,1,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,medium_maturity,Fluvo-aquic soils,loam,16.9 ,32.0 ,141.0 ,8.0 ,180 ,150 ,120 ,5066 ,8298 
1026,high,north maize,2008,MNCP01,1,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,medium_maturity,Fluvo-aquic soils,loam,16.3 ,27.6 ,135.0 ,8.1 ,180 ,150 ,120 ,4884 ,6884 
1027,low,north maize,2009,MNCP01,1,25.4 ,30.5 ,20.8 ,2688.3 ,1628.3 ,363.7 ,870.5 ,2035.4 ,medium_maturity,Fluvo-aquic soils,loam,11.9 ,8.0 ,83.0 ,8.0 ,180 ,60 ,120 ,6417 ,9324 
1028,low,north maize,2009,MNCP01,1,24.0 ,29.2 ,19.5 ,2927.2 ,1707.2 ,330.7 ,953.4 ,2155.0 ,medium_maturity,Fluvo-aquic soils,loam,13.7 ,15.5 ,71.0 ,8.1 ,180 ,60 ,120 ,6585 ,8148 
1029,low,north maize,2009,MNCP01,1,25.2 ,30.3 ,20.9 ,2548.8 ,1538.8 ,329.7 ,809.2 ,1888.4 ,medium_maturity,Fluvo-aquic soils,loam,11.8 ,17.5 ,120.0 ,7.9 ,180 ,60 ,120 ,6672 ,7260 
1030,high,north maize,2009,MNCP01,1,24.8 ,30.0 ,20.4 ,2827.8 ,1687.8 ,363.0 ,901.6 ,2082.0 ,medium_maturity,Fluvo-aquic soils,loam,16.5 ,26.0 ,85.0 ,8.1 ,225 ,60 ,150 ,8154 ,9866 
1031,low,north maize,2008,MNCP01,1,23.5 ,28.8 ,19.5 ,2558.1 ,1468.1 ,367.4 ,601.1 ,1587.4 ,medium_maturity,Cinnamon soils,loam,13.7 ,14.1 ,104.0 ,6.6 ,180 ,60 ,120 ,3426 ,6420 
1032,high,north maize,2008,MNCP01,1,23.2 ,28.5 ,19.3 ,2454.6 ,1394.6 ,368.3 ,580.2 ,1516.6 ,medium_maturity,Cinnamon soils,loam,21.6 ,83.6 ,148.0 ,7.1 ,180 ,60 ,120 ,6195 ,7454 
1033,high,north maize,2009,MNCP01,1,23.7 ,29.2 ,19.4 ,2507.4 ,1447.4 ,423.3 ,683.2 ,1704.5 ,medium_maturity,Cinnamon soils,loam,15.1 ,37.3 ,91.0 ,7.7 ,180 ,60 ,120 ,6299 ,7230 
1034,low,north maize,2008,MNCP01,1,23.5 ,28.9 ,19.5 ,2489.7 ,1429.7 ,356.5 ,589.4 ,1541.7 ,medium_maturity,Cinnamon soils,loam,13.0 ,10.8 ,141.0 ,6.8 ,180 ,60 ,120 ,7818 ,8949 
1035,low,north maize,2009,MNCP01,1,23.7 ,29.3 ,19.3 ,2461.9 ,1421.9 ,417.6 ,679.4 ,1683.6 ,medium_maturity,Cinnamon soils,loam,10.7 ,3.8 ,91.0 ,7.5 ,180 ,60 ,120 ,5136 ,9141 
1036,high,north maize,2008,MNCP01,1,24.5 ,29.4 ,20.5 ,2817.2 ,1667.2 ,586.1 ,644.1 ,1698.5 ,medium_maturity,Fluvo-aquic soils,loam,16.4 ,33.5 ,104.0 ,8.2 ,180 ,60 ,120 ,3297 ,8078 
1037,high,north maize,2008,MNCP01,1,25.0 ,29.7 ,21.0 ,2623.1 ,1573.1 ,582.8 ,607.1 ,1589.9 ,medium_maturity,Fluvo-aquic soils,loam,15.8 ,25.5 ,200.0 ,8.3 ,225 ,60 ,150 ,5018 ,8573 
1038,low,north maize,2008,MNCP01,1,25.0 ,29.7 ,21.0 ,2569.9 ,1539.9 ,581.9 ,597.9 ,1556.8 ,medium_maturity,Fluvo-aquic soils,loam,13.4 ,17.6 ,145.0 ,8.4 ,225 ,60 ,150 ,9008 ,10785 
1039,low,north maize,2007,MNCP01,1,25.1 ,30.1 ,20.6 ,2686.0 ,1616.0 ,368.4 ,798.9 ,1892.3 ,medium_maturity,Fluvo-aquic soils,loam,7.5 ,3.4 ,75.0 ,8.0 ,180 ,60 ,120 ,5355 ,7785 
1040,high,north maize,2007,MNCP01,1,25.1 ,30.1 ,20.6 ,2686.0 ,1616.0 ,368.4 ,798.9 ,1892.3 ,medium_maturity,Fluvo-aquic soils,loam,16.1 ,20.4 ,111.0 ,8.3 ,225 ,60 ,150 ,4710 ,8370 
1041,low,north maize,2007,MNCP01,1,25.2 ,30.2 ,20.7 ,2671.6 ,1611.6 ,342.6 ,798.9 ,1887.5 ,medium_maturity,Fluvo-aquic soils,loam,12.1 ,8.7 ,88.0 ,8.4 ,225 ,60 ,150 ,5025 ,8055 
1042,low,north maize,2007,MNCP01,1,23.8 ,29.3 ,19.6 ,2547.3 ,1477.3 ,388.7 ,906.2 ,2026.9 ,medium_maturity,Cinnamon soils,loamy sand,15.0 ,16.4 ,148.0 ,7.8 ,225 ,60 ,150 ,4437 ,7331 
1043,low,north maize,2007,MNCP01,1,23.9 ,29.5 ,19.7 ,2532.1 ,1472.1 ,368.3 ,906.2 ,2022.3 ,medium_maturity,Cinnamon soils,loamy sand,6.3 ,16.7 ,84.0 ,8.0 ,225 ,60 ,150 ,6039 ,8711 
1044,low,north maize,2006,MNCP01,1,25.3 ,30.4 ,21.3 ,2759.3 ,1669.3 ,294.6 ,670.2 ,1715.2 ,medium_maturity,Cinnamon soils,loam,8.3 ,11.3 ,101.0 ,8.3 ,135 ,60 ,90 ,3315 ,6009 
1045,low,north maize,2006,MNCP01,1,25.2 ,30.2 ,21.2 ,2669.0 ,1609.0 ,289.9 ,635.7 ,1629.1 ,medium_maturity,Cinnamon soils,loamy sand,7.8 ,10.2 ,79.0 ,8.2 ,135 ,60 ,90 ,3240 ,5846 
1046,low,north maize,2006,MNCP01,1,25.3 ,30.4 ,21.2 ,2780.1 ,1680.1 ,294.6 ,674.3 ,1725.2 ,medium_maturity,Cinnamon soils,loamy sand,13.4 ,16.6 ,72.0 ,8.7 ,180 ,60 ,120 ,4679 ,7058 
1047,low,north maize,2006,MNCP01,1,25.2 ,30.3 ,21.3 ,2698.4 ,1628.4 ,289.9 ,647.9 ,1655.7 ,medium_maturity,Cinnamon soils,sandy loam,14.6 ,15.7 ,88.0 ,8.6 ,225 ,60 ,150 ,4151 ,6912 
1048,low,north maize,2006,MNCP01,1,25.2 ,30.3 ,21.3 ,2698.4 ,1628.4 ,289.9 ,647.9 ,1655.7 ,medium_maturity,Cinnamon soils,loam,13.4 ,16.6 ,98.0 ,8.7 ,225 ,60 ,150 ,4361 ,7112 
1049,low,north maize,2006,MNCP01,1,25.3 ,30.3 ,21.3 ,2676.9 ,1616.9 ,289.9 ,638.3 ,1638.8 ,medium_maturity,Cinnamon soils,loamy sand,12.3 ,15.4 ,92.0 ,8.6 ,180 ,60 ,120 ,4349 ,6791 
1050,high,north maize,2006,MNCP01,1,25.2 ,30.3 ,21.1 ,2742.1 ,1652.1 ,289.9 ,666.2 ,1688.0 ,medium_maturity,Cinnamon soils,loamy sand,18.3 ,26.5 ,148.0 ,8.2 ,225 ,60 ,150 ,4767 ,7964 
1051,high,north maize,2006,MNCP01,1,25.2 ,30.3 ,21.3 ,2698.4 ,1628.4 ,289.9 ,647.9 ,1655.7 ,medium_maturity,Cinnamon soils,loamy sand,18.5 ,27.3 ,123.0 ,8.7 ,225 ,60 ,150 ,4688 ,8271 
1052,high,north maize,2007,MNCP01,1,25.2 ,30.0 ,21.2 ,2717.9 ,1637.9 ,460.2 ,588.8 ,1578.0 ,medium_maturity,Cinnamon soils,loamy sand,19.1 ,28.4 ,117.0 ,8.4 ,180 ,60 ,120 ,5543 ,7545 
1053,high,north maize,2007,MNCP01,1,25.2 ,30.0 ,21.2 ,2717.9 ,1637.9 ,460.2 ,588.8 ,1578.0 ,medium_maturity,Cinnamon soils,loamy sand,18.5 ,27.4 ,123.0 ,8.6 ,135 ,60 ,90 ,6174 ,9860 
1054,low,north maize,2007,MNCP01,1,25.2 ,30.0 ,21.2 ,2717.9 ,1637.9 ,460.2 ,588.8 ,1578.0 ,medium_maturity,Cinnamon soils,loamy sand,15.0 ,17.7 ,108.0 ,8.4 ,135 ,60 ,90 ,6489 ,8733 
1055,high,north maize,2008,MNCP01,1,24.7 ,29.7 ,20.7 ,2644.1 ,1574.1 ,434.3 ,795.6 ,1887.6 ,medium_maturity,Cinnamon soils,loam,16.3 ,21.4 ,93.0 ,8.4 ,225 ,60 ,150 ,4959 ,9533 
1056,low,north maize,2008,MNCP01,1,24.7 ,29.7 ,20.7 ,2644.1 ,1574.1 ,434.3 ,795.6 ,1887.6 ,medium_maturity,Cinnamon soils,loamy sand,12.5 ,18.4 ,92.0 ,8.3 ,180 ,60 ,120 ,6753 ,9171 
1057,low,north maize,2008,MNCP01,1,24.7 ,29.7 ,20.7 ,2644.1 ,1574.1 ,434.3 ,795.6 ,1887.6 ,medium_maturity,Fluvo-aquic soils,clay,13.5 ,17.6 ,80.0 ,7.9 ,180 ,60 ,120 ,6020 ,9036 
1058,low,north maize,2008,MNCP01,1,24.7 ,29.7 ,20.7 ,2644.1 ,1574.1 ,434.3 ,795.6 ,1887.6 ,medium_maturity,Cinnamon soils,loam,13.3 ,16.9 ,88.0 ,8.2 ,135 ,60 ,90 ,6428 ,8208 
1059,low,north maize,2008,MNCP01,1,24.7 ,29.7 ,20.7 ,2644.1 ,1574.1 ,434.3 ,795.6 ,1887.6 ,medium_maturity,Cinnamon soils,sandy loam,9.1 ,19.2 ,89.0 ,8.4 ,180 ,60 ,120 ,6519 ,8168 
1060,high,north maize,2009,MNCP01,1,24.9 ,30.6 ,20.1 ,2461.4 ,1471.4 ,304.6 ,683.7 ,1698.7 ,medium_maturity,Fluvo-aquic soils,sand,18.3 ,35.0 ,127.0 ,8.1 ,225 ,60 ,150 ,6219 ,8448 
1061,low,north maize,2009,MNCP01,1,24.7 ,30.4 ,20.0 ,2268.8 ,1348.8 ,298.8 ,632.1 ,1560.8 ,medium_maturity,Cinnamon soils,loamy sand,11.5 ,16.3 ,76.0 ,8.0 ,225 ,60 ,150 ,9129 ,10496 
1062,high,north maize,2009,MNCP01,1,24.7 ,30.4 ,20.0 ,2268.8 ,1348.8 ,298.8 ,632.1 ,1560.8 ,medium_maturity,Cinnamon soils,loamy sand,19.7 ,30.6 ,89.0 ,8.1 ,225 ,60 ,150 ,7494 ,8451 
1063,low,north maize,2009,MNCP01,1,24.4 ,30.1 ,19.8 ,2389.6 ,1409.6 ,298.9 ,660.0 ,1627.1 ,medium_maturity,Cinnamon soils,loam,12.0 ,15.9 ,79.0 ,8.1 ,225 ,60 ,150 ,6027 ,8622 
1064,low,north maize,2009,MNCP01,1,23.7 ,29.5 ,19.1 ,2396.2 ,1386.2 ,292.0 ,685.4 ,1650.0 ,medium_maturity,Cinnamon soils,loamy sand,13.5 ,18.0 ,73.0 ,8.1 ,225 ,60 ,150 ,6399 ,9300 
1065,high,north maize,2008,MNCP01,1,24.5 ,29.4 ,20.5 ,2766.4 ,1636.4 ,437.7 ,608.3 ,1652.9 ,medium_maturity,Cinnamon soils,loamy sand,16.4 ,42.3 ,82.0 ,8.1 ,225 ,60 ,150 ,6513 ,8232 
1066,low,north maize,2008,MNCP01,1,24.5 ,29.4 ,20.5 ,2766.4 ,1636.4 ,437.7 ,608.3 ,1652.9 ,medium_maturity,Cinnamon soils,loamy sand,12.4 ,14.1 ,60.0 ,7.9 ,225 ,60 ,150 ,3591 ,6993 
1067,high,north maize,2008,MNCP01,1,24.5 ,29.4 ,20.5 ,2766.4 ,1636.4 ,437.7 ,608.3 ,1652.9 ,medium_maturity,Cinnamon soils,loamy sand,21.4 ,49.1 ,115.0 ,7.9 ,225 ,60 ,150 ,6078 ,7683 
1068,high,north maize,2008,MNCP01,1,24.5 ,29.4 ,20.5 ,2766.4 ,1636.4 ,437.7 ,608.3 ,1652.9 ,medium_maturity,Cinnamon soils,loamy sand,23.8 ,21.1 ,156.0 ,7.9 ,225 ,60 ,150 ,6017 ,7605 
1069,low,north maize,2007,MNCP01,1,24.4 ,30.1 ,19.5 ,2535.6 ,1495.6 ,334.7 ,584.1 ,1569.4 ,medium_maturity,Cinnamon soils,loam,9.2 ,16.3 ,93.0 ,8.3 ,180 ,120 ,120 ,5826 ,7566 
1070,low,north maize,2007,MNCP01,1,24.3 ,30.0 ,19.4 ,2525.1 ,1485.1 ,335.1 ,577.0 ,1551.7 ,medium_maturity,Cinnamon soils,loam,7.2 ,4.7 ,78.0 ,8.6 ,180 ,150 ,120 ,4926 ,7841 
1071,high,north maize,2007,MNCP01,1,24.3 ,30.1 ,19.5 ,2555.8 ,1505.8 ,334.7 ,590.0 ,1582.1 ,medium_maturity,Cinnamon soils,loam,24.1 ,21.3 ,150.0 ,8.2 ,150 ,90 ,120 ,5726 ,8588 
1072,low,north maize,2009,MNCP01,1,24.1 ,30.1 ,18.5 ,2549.9 ,1489.9 ,328.2 ,645.4 ,1676.2 ,medium_maturity,Cinnamon soils,loam,9.2 ,16.3 ,93.0 ,8.3 ,180 ,120 ,120 ,6333 ,8390 
1073,high,north maize,2009,MNCP01,1,24.0 ,30.0 ,18.5 ,2424.0 ,1414.0 ,318.6 ,619.7 ,1594.6 ,medium_maturity,Fluvo-aquic soils,clay,17.5 ,35.2 ,85.0 ,8.0 ,120 ,75 ,60 ,8750 ,9078 
1074,low,north maize,2006,MNCP01,1,24.1 ,29.8 ,19.5 ,2530.8 ,1480.8 ,224.1 ,580.3 ,1530.5 ,medium_maturity,Cinnamon soils,sand,9.0 ,10.6 ,65.0 ,8.1 ,165 ,83 ,60 ,8534 ,10091 
1075,high,north maize,2006,MNCP01,1,23.8 ,29.5 ,19.3 ,2401.7 ,1391.7 ,223.9 ,562.7 ,1461.6 ,early_maturity,Cinnamon soils,loam,20.8 ,20.7 ,69.0 ,8.1 ,225 ,105 ,105 ,7061 ,8820 
1076,high,north maize,2007,MNCP01,1,24.0 ,29.5 ,19.5 ,2567.8 ,1497.8 ,469.7 ,696.0 ,1727.0 ,medium_maturity,Cinnamon soils,clay,21.2 ,19.7 ,44.0 ,7.9 ,135 ,138 ,108 ,6519 ,8540 
1077,high,north maize,2007,MNCP01,1,24.3 ,29.8 ,19.8 ,2452.4 ,1442.4 ,457.5 ,678.7 ,1668.6 ,medium_maturity,Cinnamon soils,loam,23.7 ,32.2 ,49.0 ,8.1 ,225 ,138 ,180 ,6155 ,9516 
1078,low,north maize,2007,MNCP01,1,23.9 ,29.4 ,19.4 ,2552.6 ,1482.6 ,469.8 ,705.6 ,1730.6 ,medium_maturity,Cinnamon soils,silt loam,12.8 ,18.3 ,78.0 ,8.2 ,135 ,138 ,108 ,7082 ,7851 
1079,low,north maize,2008,MNCP01,1,23.2 ,28.3 ,19.1 ,2505.0 ,1425.0 ,406.9 ,498.4 ,1403.6 ,medium_maturity,Cinnamon soils,loam,10.3 ,5.5 ,62.0 ,7.5 ,180 ,60 ,120 ,5013 ,9266 
1080,high,north maize,2008,MNCP01,1,23.2 ,28.3 ,19.1 ,2505.0 ,1425.0 ,406.9 ,498.4 ,1403.6 ,medium_maturity,Cinnamon soils,loam,18.1 ,50.3 ,124.0 ,7.8 ,135 ,60 ,90 ,5001 ,7523 
1081,low,north maize,2008,MNCP01,1,23.2 ,28.3 ,19.1 ,2505.0 ,1425.0 ,406.9 ,498.4 ,1403.6 ,medium_maturity,Cinnamon soils,sandy loam,8.4 ,14.0 ,66.0 ,7.8 ,180 ,60 ,120 ,6045 ,9338 
1082,low,north maize,2009,MNCP01,1,24.0 ,29.4 ,19.5 ,2544.0 ,1484.0 ,313.9 ,712.1 ,1750.5 ,medium_maturity,Cinnamon soils,sandy loam,8.5 ,19.0 ,68.0 ,7.8 ,180 ,60 ,120 ,6305 ,9158 
1083,high,north maize,2009,MNCP01,1,24.1 ,29.5 ,19.5 ,2484.2 ,1454.2 ,313.8 ,704.0 ,1726.1 ,medium_maturity,Cinnamon soils,loam,18.5 ,48.9 ,128.0 ,7.8 ,135 ,60 ,90 ,4718 ,7823 
1084,low,north maize,2009,MNCP01,1,23.9 ,29.4 ,19.4 ,2561.9 ,1491.9 ,313.9 ,722.4 ,1768.0 ,medium_maturity,Cinnamon soils,loam,14.8 ,8.2 ,76.0 ,7.9 ,135 ,60 ,90 ,4922 ,7419 
1085,low,north maize,2009,MNCP01,1,24.0 ,29.4 ,19.5 ,2522.3 ,1472.3 ,313.8 ,704.0 ,1735.7 ,medium_maturity,Cinnamon soils,loam,9.4 ,10.1 ,67.0 ,8.0 ,180 ,60 ,120 ,5976 ,9158 
1086,low,north maize,2009,MNCP01,1,24.0 ,29.4 ,19.5 ,2544.0 ,1484.0 ,313.9 ,712.1 ,1750.5 ,medium_maturity,Cinnamon soils,loam,11.8 ,15.8 ,79.0 ,7.9 ,135 ,60 ,90 ,5055 ,7565 
1087,low,north maize,2009,MNCP01,1,24.2 ,29.6 ,19.6 ,2445.1 ,1435.1 ,313.8 ,692.2 ,1701.4 ,medium_maturity,Cinnamon soils,loam,11.2 ,5.7 ,64.0 ,7.5 ,180 ,60 ,120 ,6308 ,8991 
1088,low,north maize,2009,MNCP01,1,24.0 ,29.4 ,19.5 ,2544.0 ,1484.0 ,313.9 ,712.1 ,1750.5 ,medium_maturity,Cinnamon soils,loam,10.3 ,14.1 ,91.0 ,7.9 ,225 ,60 ,90 ,6981 ,9530 
