Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk,,
97,LR-SC,LRSC0097,2007,LRSC02,late_maturity,24.2 ,29.6 ,20.7 ,2423.7 ,1423.7 ,421.6 ,408.7 ,1232.8 ,Paddy soil,silty clay loam,29.7 ,16.7 ,59.0 ,4.4 ,173 ,63 ,162 ,4794 ,6879 ,,
98,LR-SC,LRSC0098,2007,LRSC02,late_maturity,23.9 ,29.2 ,20.3 ,2556.0 ,1486.0 ,422.1 ,456.2 ,1332.5 ,Paddy soil,silty clay loam,41.2 ,7.8 ,66.0 ,4.9 ,173 ,63 ,162 ,5126 ,8250 ,,
99,LR-SC,LRSC0099,2007,LRSC02,late_maturity,24.4 ,29.8 ,20.8 ,2908.3 ,1718.3 ,457.4 ,534.2 ,1547.0 ,Paddy soil,silty clay loam,27.0 ,15.9 ,46.0 ,5.2 ,173 ,63 ,162 ,5417 ,7167 ,,
100,LR-SC,LRSC0100,2007,LRSC02,late_maturity,24.3 ,29.7 ,20.6 ,2842.8 ,1672.8 ,422.3 ,535.4 ,1529.0 ,Paddy soil,silty clay loam,47.1 ,12.5 ,135.0 ,5.1 ,173 ,63 ,162 ,5466 ,7385 ,,
101,LR-SC,LRSC0101,2007,LRSC02,late_maturity,24.4 ,29.7 ,20.8 ,2805.2 ,1655.2 ,422.3 ,518.3 ,1497.6 ,Paddy soil,silty clay loam,55.0 ,6.6 ,201.0 ,5.0 ,173 ,63 ,162 ,5799 ,6933 ,,116.9702
102,LR-SC,LRSC0102,2007,LRSC02,late_maturity,24.6 ,30.0 ,21.0 ,2807.0 ,1667.0 ,457.4 ,499.8 ,1474.3 ,Paddy soil,silty clay loam,52.8 ,25.0 ,150.0 ,5.3 ,173 ,63 ,162 ,4827 ,7334 ,,
103,LR-SC,LRSC0103,2008,LRSC02,late_maturity,26.3 ,32.2 ,22.3 ,2684.6 ,1664.6 ,482.5 ,625.2 ,1646.0 ,Paddy soil,sandy loam,26.8 ,43.2 ,89.0 ,4.4 ,180 ,83 ,108 ,6777 ,7139 ,,
104,LR-SC,LRSC0104,2008,LRSC02,late_maturity,26.2 ,32.1 ,22.1 ,2572.2 ,1592.2 ,437.7 ,602.9 ,1575.9 ,Paddy soil,sandy loam,26.4 ,37.8 ,102.0 ,4.5 ,180 ,83 ,108 ,4731 ,7314 ,,
105,LR-SC,LRSC0105,2008,LRSC02,late_maturity,26.3 ,32.2 ,22.1 ,2705.1 ,1675.1 ,442.5 ,642.9 ,1669.2 ,Paddy soil,sandy loam,28.9 ,38.3 ,142.0 ,4.4 ,180 ,83 ,108 ,6077 ,8219 ,,
106,LR-SC,LRSC0106,2008,LRSC02,late_maturity,26.1 ,31.9 ,22.0 ,2556.6 ,1576.6 ,438.6 ,594.2 ,1550.6 ,Paddy soil,sandy loam,22.9 ,52.2 ,148.0 ,4.4 ,180 ,83 ,108 ,5955 ,8025 ,,
107,LR-SC,LRSC0107,2008,LRSC02,late_maturity,26.0 ,31.8 ,21.9 ,2576.2 ,1586.2 ,438.6 ,594.3 ,1555.7 ,Paddy soil,sandy loam,26.7 ,43.5 ,267.0 ,4.5 ,180 ,83 ,108 ,5588 ,7559 ,,
108,LR-SC,LRSC0108,2008,LRSC02,late_maturity,26.0 ,31.8 ,21.9 ,2596.9 ,1596.9 ,438.6 ,597.4 ,1564.9 ,Paddy soil,sandy loam,17.9 ,52.4 ,186.0 ,4.6 ,180 ,83 ,108 ,6486 ,8430 ,,
109,LR-SC,LRSC0109,2009,LRSC02,late_maturity,27.0 ,32.8 ,22.7 ,2540.3 ,1600.3 ,216.7 ,684.3 ,1695.3 ,Paddy soil,loam,27.3 ,60.9 ,68.0 ,4.2 ,180 ,83 ,108 ,6149 ,6554 ,,
110,LR-SC,LRSC0110,2007,LRSC03,medium_maturity,25.8 ,31.5 ,21.9 ,2447.9 ,1497.9 ,379.4 ,541.8 ,1421.0 ,Paddy soil,sandy loam,31.5 ,11.6 ,99.0 ,5.4 ,167 ,36 ,135 ,5075 ,7575 ,,
111,LR-SC,LRSC0111,2007,LRSC03,medium_maturity,25.4 ,30.9 ,21.7 ,2183.7 ,1323.7 ,379.3 ,444.8 ,1208.6 ,Paddy soil,sandy loam,20.8 ,74.2 ,62.0 ,6.2 ,167 ,36 ,135 ,5948 ,6603 ,,
112,LR-SC,LRSC0112,2007,LRSC03,early_maturity,25.9 ,31.2 ,22.2 ,2590.3 ,1590.3 ,317.0 ,632.6 ,1601.0 ,Paddy soil,loam,35.2 ,37.2 ,223.9 ,5.0 ,150 ,45 ,120 ,6000 ,7500 ,,
113,LR-SC,LRSC0113,2006,LRSC03,medium_maturity,25.5 ,31.5 ,21.2 ,2316.1 ,1406.1 ,213.6 ,589.0 ,1417.9 ,Paddy soil,loam,36.5 ,6.6 ,46.0 ,6.2 ,158 ,30 ,75 ,6578 ,8318 ,,
114,LR-SC,LRSC0114,2007,LRSC03,medium_maturity,25.1 ,30.4 ,21.6 ,2187.0 ,1317.0 ,305.3 ,439.8 ,1173.6 ,Paddy soil,sandy loam,21.7 ,20.8 ,59.0 ,8.2 ,158 ,30 ,75 ,6855 ,9320 ,,
115,LR-SC,LRSC0115,2008,LRSC03,late_maturity,24.9 ,29.2 ,21.9 ,2344.6 ,1404.6 ,196.2 ,620.4 ,1413.1 ,Paddy soil,loam,12.2 ,43.2 ,85.0 ,5.3 ,165 ,39 ,117 ,4680 ,5750 ,,
116,LR-SC,LRSC0116,2006,LRSC03,late_maturity,26.6 ,31.4 ,23.1 ,2263.1 ,1413.1 ,248.4 ,532.2 ,1298.4 ,Paddy soil,sandy loam,23.0 ,15.4 ,151.0 ,6.7 ,168 ,36 ,83 ,4215 ,8025 ,,
117,LR-SC,LRSC0117,2008,LRSC03,medium_maturity,26.9 ,31.0 ,23.8 ,2637.0 ,1657.0 ,185.9 ,735.2 ,1709.2 ,Paddy soil,sandy loam,30.1 ,12.1 ,34.0 ,5.7 ,207 ,36 ,135 ,3173 ,7710 ,,
118,LR-SC,LRSC0118,2006,LRSC03,late_maturity,26.2 ,31.1 ,22.5 ,2280.8 ,1410.8 ,324.2 ,519.8 ,1295.7 ,Paddy soil,sandy loam,9.8 ,12.0 ,50.0 ,6.2 ,202 ,54 ,203 ,4362 ,6681 ,,
119,LR-SC,LRSC0119,2006,LRSC03,late_maturity,26.2 ,31.1 ,22.5 ,2280.8 ,1410.8 ,324.2 ,519.8 ,1295.7 ,Paddy soil,loam,19.2 ,24.8 ,113.0 ,6.7 ,128 ,27 ,90 ,4200 ,8565 ,,
120,LR-SC,LRSC0120,2007,LRSC03,medium_maturity,24.8 ,30.3 ,21.3 ,2484.5 ,1484.5 ,465.1 ,522.0 ,1398.7 ,Paddy soil,loam,22.1 ,5.2 ,42.0 ,5.3 ,155 ,45 ,95 ,3780 ,5700 ,,
121,LR-SC,LRSC0121,2007,LRSC03,late_maturity,25.2 ,30.7 ,21.6 ,2643.5 ,1593.5 ,465.1 ,572.2 ,1522.0 ,Paddy soil,loam,18.2 ,35.3 ,68.0 ,5.5 ,155 ,45 ,95 ,3600 ,5513 ,,
122,LR-SC,LRSC0122,2008,LRSC03,late_maturity,25.7 ,31.3 ,22.2 ,2648.9 ,1618.9 ,338.7 ,527.5 ,1432.0 ,Paddy soil,loam,32.1 ,59.3 ,65.0 ,4.9 ,121 ,36 ,86 ,4975 ,7595 ,,
123,LR-SC,LRSC0123,2008,LRSC03,late_maturity,26.3 ,32.0 ,22.7 ,2368.5 ,1468.5 ,283.1 ,487.4 ,1316.0 ,Paddy soil,loam,19.3 ,26.0 ,59.0 ,5.3 ,121 ,36 ,86 ,4590 ,7185 ,,
124,LR-SC,LRSC0124,2006,LRSC03,medium_maturity,25.8 ,31.4 ,22.1 ,2660.4 ,1630.4 ,290.5 ,690.5 ,1692.5 ,Paddy soil,silty clay loam,26.4 ,13.0 ,29.0 ,5.4 ,156 ,36 ,113 ,5820 ,8010 ,,
125,LR-SC,LRSC0125,2007,LRSC03,medium_maturity,26.6 ,31.8 ,23.3 ,2604.4 ,1624.4 ,592.8 ,570.1 ,1512.0 ,Paddy soil,clay loam,36.0 ,69.2 ,56.0 ,6.5 ,156 ,36 ,113 ,5703 ,7704 ,,
126,LR-SC,LRSC0126,2008,LRSC03,medium_maturity,26.3 ,29.8 ,23.7 ,2362.5 ,1462.5 ,555.1 ,638.8 ,1514.4 ,Paddy soil,clay loam,31.8 ,22.6 ,244.0 ,4.8 ,152 ,60 ,174 ,4115 ,6815 ,,
127,LR-SC,LRSC0127,2007,LRSC03,medium_maturity,26.0 ,30.5 ,22.9 ,2446.1 ,1506.1 ,768.4 ,524.1 ,1384.3 ,Paddy soil,clay loam,34.4 ,55.4 ,53.0 ,5.1 ,165 ,60 ,135 ,4475 ,5223 ,,
128,LR-SC,LRSC0128,2007,LRSC03,medium_maturity,26.0 ,30.5 ,22.9 ,2446.1 ,1506.1 ,768.4 ,524.1 ,1384.3 ,Paddy soil,silty clay loam,38.2 ,31.2 ,61.0 ,5.4 ,165 ,60 ,135 ,4323 ,6752 ,,
129,LR-SC,LRSC0129,2008,LRSC03,medium_maturity,27.4 ,31.1 ,24.8 ,2575.1 ,1635.1 ,544.8 ,613.6 ,1524.5 ,Paddy soil,sandy loam,8.3 ,36.8 ,163.0 ,4.8 ,182 ,68 ,144 ,3210 ,4734 ,,
130,LR-SC,LRSC0130,2008,LRSC03,medium_maturity,27.2 ,31.0 ,24.4 ,2579.7 ,1629.7 ,520.3 ,649.9 ,1571.4 ,Paddy soil,sandy loam,11.6 ,12.9 ,146.0 ,4.2 ,182 ,68 ,144 ,4095 ,6390 ,,
131,LR-SC,LRSC0131,2007,LRSC03,late_maturity,26.0 ,31.3 ,22.7 ,2656.8 ,1636.8 ,422.5 ,576.8 ,1526.3 ,Paddy soil,loamy sand,20.9 ,30.4 ,88.0 ,5.4 ,194 ,27 ,108 ,5175 ,7995 ,,
132,LR-SC,LRSC0132,2008,LRSC03,medium_maturity,26.7 ,31.9 ,23.4 ,2348.1 ,1468.1 ,570.6 ,451.8 ,1234.3 ,Paddy soil,loam,26.9 ,17.7 ,44.0 ,5.6 ,194 ,36 ,108 ,5400 ,5790 ,,
133,LR-SC,LRSC0133,2007,LRSC03,late_maturity,26.4 ,31.6 ,23.1 ,2718.0 ,1688.0 ,283.1 ,649.1 ,1614.7 ,Paddy soil,loam,29.7 ,29.2 ,60.0 ,5.8 ,150 ,38 ,135 ,5625 ,7799 ,,
134,LR-SC,LRSC0134,2006,LRSC03,late_maturity,27.2 ,31.1 ,24.3 ,3077.1 ,1947.1 ,444.9 ,630.4 ,1684.6 ,Paddy soil,silty clay loam,14.8 ,28.0 ,54.0 ,5.5 ,158 ,42 ,113 ,4764 ,7820 ,,
135,LR-SC,LRSC0135,2006,LRSC03,medium_maturity,27.4 ,31.1 ,24.6 ,2877.5 ,1827.5 ,444.3 ,554.8 ,1527.0 ,Paddy soil,silty clay loam,22.1 ,47.2 ,53.0 ,5.9 ,158 ,42 ,113 ,5006 ,7701 ,,
136,LR-SC,LRSC0136,2007,LRSC03,late_maturity,24.7 ,30.4 ,21.0 ,2590.2 ,1540.2 ,324.0 ,633.8 ,1558.7 ,Paddy soil,loamy sand,46.4 ,55.4 ,120.0 ,4.2 ,158 ,45 ,135 ,4500 ,6158 ,,
137,LR-SC,LRSC0137,2007,LRSC03,medium_maturity,24.9 ,30.6 ,21.2 ,2613.2 ,1563.2 ,361.1 ,628.2 ,1560.5 ,Paddy soil,sandy loam,36.4 ,13.4 ,134.0 ,3.8 ,158 ,45 ,135 ,4035 ,6698 ,,
138,LR-SC,LRSC0138,2008,LRSC03,medium_maturity,25.2 ,30.6 ,21.7 ,2926.1 ,1766.1 ,479.1 ,708.5 ,1743.3 ,Paddy soil,sandy loam,36.4 ,13.4 ,135.0 ,3.8 ,158 ,45 ,135 ,5731 ,6288 ,,
139,LR-SC,LRSC0139,2007,LRSC03,medium_maturity,24.6 ,30.4 ,20.9 ,2678.8 ,1588.8 ,361.1 ,662.0 ,1622.1 ,Paddy soil,clay,31.5 ,22.5 ,165.0 ,4.1 ,158 ,45 ,135 ,4200 ,6255 ,,
140,LR-SC,LRSC0140,2007,LRSC03,medium_maturity,24.4 ,30.2 ,20.7 ,2640.4 ,1560.4 ,324.0 ,653.2 ,1597.1 ,Paddy soil,clay,38.6 ,5.3 ,139.0 ,3.7 ,158 ,45 ,135 ,4575 ,6270 ,,
141,LR-SC,LRSC0141,2008,LRSC03,medium_maturity,25.1 ,30.5 ,21.5 ,2907.9 ,1747.9 ,479.1 ,710.8 ,1741.0 ,Paddy soil,clay,38.6 ,5.3 ,139.0 ,3.7 ,158 ,45 ,135 ,5389 ,8109 ,,
142,LR-SC,LRSC0142,2007,LRSC03,late_maturity,24.4 ,30.2 ,20.6 ,2612.0 ,1542.0 ,315.4 ,650.1 ,1585.0 ,Paddy soil,loamy sand,30.3 ,4.5 ,72.0 ,3.7 ,158 ,45 ,135 ,4635 ,6645 ,,
143,LR-SC,LRSC0143,2007,LRSC03,medium_maturity,24.4 ,30.2 ,20.6 ,2612.0 ,1542.0 ,315.4 ,650.1 ,1585.0 ,Paddy soil,loamy sand,35.4 ,43.8 ,143.0 ,4.9 ,158 ,45 ,135 ,4328 ,6698 ,,
144,LR-SC,LRSC0144,2007,LRSC03,late_maturity,24.7 ,30.4 ,21.0 ,2691.1 ,1601.1 ,366.8 ,659.4 ,1623.0 ,Paddy soil,clay,40.5 ,14.9 ,107.0 ,4.1 ,158 ,45 ,135 ,4763 ,6263 ,,
145,LR-SC,LRSC0145,2008,LRSC03,medium_maturity,25.2 ,30.6 ,21.6 ,2775.3 ,1675.3 ,359.7 ,686.9 ,1671.6 ,Paddy soil,clay,40.5 ,14.9 ,107.0 ,4.1 ,158 ,45 ,135 ,4813 ,6822 ,,
146,LR-SC,LRSC0146,2007,LRSC03,late_maturity,24.6 ,30.3 ,20.9 ,2606.3 ,1546.3 ,324.0 ,643.2 ,1575.3 ,Paddy soil,clay,31.1 ,11.9 ,147.0 ,4.4 ,158 ,45 ,135 ,4635 ,6285 ,,
147,LR-SC,LRSC0147,2008,LRSC03,medium_maturity,25.2 ,30.6 ,21.6 ,2817.3 ,1697.3 ,381.3 ,695.8 ,1694.3 ,Paddy soil,clay,31.6 ,24.8 ,28.0 ,4.0 ,158 ,45 ,135 ,3777 ,5627 ,,
148,LR-SC,LRSC0148,2007,LRSC03,medium_maturity,24.6 ,30.3 ,20.9 ,2606.3 ,1546.3 ,324.0 ,643.2 ,1575.3 ,Paddy soil,loam,45.4 ,27.6 ,116.0 ,4.3 ,158 ,45 ,135 ,4478 ,6330 ,,
149,LR-SC,LRSC0149,2007,LRSC03,late_maturity,24.7 ,30.4 ,21.1 ,2573.5 ,1533.5 ,324.0 ,625.3 ,1543.2 ,Paddy soil,loamy sand,28.3 ,13.5 ,59.0 ,3.8 ,158 ,45 ,135 ,5063 ,7110 ,,
150,LR-SC,LRSC0150,2010,LRSC03,late_maturity,25.6 ,29.9 ,22.7 ,2846.1 ,1736.1 ,778.3 ,690.0 ,1748.7 ,Paddy soil,sandy loam,42.8 ,50.3 ,45.0 ,5.0 ,135 ,41 ,108 ,5008 ,6560 ,,
151,LR-SC,LRSC0151,2010,LRSC03,late_maturity,25.7 ,30.0 ,22.8 ,2955.7 ,1805.7 ,780.9 ,720.3 ,1823.0 ,Paddy soil,loam,11.7 ,43.0 ,25.0 ,4.7 ,120 ,36 ,96 ,3112 ,5771 ,,
152,LR-SC,LRSC0152,2007,LRSC03,medium_maturity,25.4 ,29.2 ,22.7 ,2714.8 ,1644.8 ,496.2 ,571.7 ,1518.9 ,Paddy soil,sandy loam,31.9 ,12.6 ,68.6 ,4.5 ,149 ,52 ,121 ,3398 ,5526 ,,
153,LR-SC,LRSC0153,2007,LRSC03,medium_maturity,25.4 ,29.2 ,22.7 ,2714.8 ,1644.8 ,496.2 ,571.7 ,1518.9 ,Paddy soil,sandy loam,22.8 ,9.1 ,43.8 ,4.8 ,150 ,53 ,129 ,4118 ,6131 ,,
154,LR-SC,LRSC0154,2007,LRSC03,medium_maturity,25.4 ,29.2 ,22.7 ,2714.8 ,1644.8 ,496.2 ,571.7 ,1518.9 ,Paddy soil,sandy loam,36.1 ,17.2 ,102.6 ,4.9 ,148 ,50 ,122 ,3575 ,5637 ,,
155,LR-SC,LRSC0155,2008,LRSC03,medium_maturity,26.9 ,30.6 ,24.4 ,2907.6 ,1827.6 ,982.9 ,669.8 ,1766.1 ,Paddy soil,sandy loam,42.3 ,11.6 ,41.7 ,4.8 ,138 ,45 ,144 ,4586 ,7298 ,,
156,LR-SC,LRSC0156,2007,LRSC03,medium_maturity,23.1 ,27.3 ,20.2 ,2469.5 ,1399.5 ,243.4 ,617.6 ,1464.1 ,Paddy soil,sandy loam,49.8 ,61.9 ,118.4 ,5.4 ,138 ,45 ,144 ,4283 ,5919 ,,
157,LR-SC,LRSC0157,2007,LRSC03,medium_maturity,26.2 ,29.8 ,23.7 ,3092.2 ,1912.2 ,542.9 ,691.3 ,1833.1 ,Paddy soil,sandy loam,34.0 ,27.4 ,54.0 ,4.8 ,135 ,45 ,90 ,4356 ,6138 ,,
158,LR-SC,LRSC0158,2007,LRSC04,medium_maturity,25.0 ,29.8 ,21.3 ,2477.8 ,1487.8 ,304.0 ,506.8 ,1563.5 ,Paddy soil,loam,63.5 ,33.5 ,114.0 ,5.2 ,120 ,45 ,90 ,5919 ,8100 ,,
159,LR-SC,LRSC0159,2007,LRSC04,medium_maturity,25.0 ,29.8 ,21.3 ,2477.8 ,1487.8 ,304.0 ,506.8 ,1563.5 ,Paddy soil,clay loam,58.2 ,11.4 ,80.0 ,5.8 ,150 ,60 ,120 ,5127 ,7362 ,,
160,LR-SC,LRSC0160,2007,LRSC04,medium_maturity,24.6 ,29.3 ,20.9 ,2284.6 ,1354.6 ,261.9 ,475.7 ,1444.7 ,Paddy soil,loam,57.3 ,16.6 ,98.0 ,5.1 ,195 ,75 ,150 ,5865 ,8261 ,,
161,LR-SC,LRSC0161,2007,LRSC04,late_maturity,24.4 ,29.2 ,20.8 ,2321.8 ,1371.8 ,261.9 ,480.7 ,1462.8 ,Paddy soil,clay loam,28.6 ,15.5 ,84.0 ,6.1 ,120 ,45 ,90 ,3432 ,4931 ,,
162,LR-SC,LRSC0162,2007,LRSC04,medium_maturity,25.1 ,29.9 ,21.4 ,2487.5 ,1497.5 ,304.1 ,507.3 ,1574.6 ,Paddy soil,loam,41.5 ,27.3 ,50.0 ,6.7 ,150 ,60 ,120 ,4200 ,6161 ,,
163,LR-SC,LRSC0163,2007,LRSC04,late_maturity,25.0 ,29.8 ,21.3 ,2477.8 ,1487.8 ,304.0 ,506.8 ,1563.5 ,Paddy soil,loam,39.7 ,18.0 ,29.0 ,5.5 ,195 ,75 ,150 ,4400 ,6786 ,,
164,LR-SC,LRSC0164,2007,LRSC04,medium_maturity,25.0 ,29.8 ,21.3 ,2477.8 ,1487.8 ,304.0 ,506.8 ,1563.5 ,Paddy soil,loam,46.4 ,24.7 ,45.0 ,4.9 ,150 ,60 ,120 ,5225 ,7280 ,,
165,LR-SC,LRSC0165,2008,LRSC04,medium_maturity,24.7 ,29.8 ,21.5 ,2441.9 ,1451.9 ,700.9 ,526.1 ,1381.6 ,Paddy soil,loam,62.2 ,29.1 ,101.5 ,5.5 ,150 ,60 ,120 ,4367 ,6566 ,,
166,LR-SC,LRSC0166,2010,LRSC04,late_maturity,23.6 ,29.3 ,20.2 ,2313.8 ,1333.8 ,420.6 ,605.4 ,1475.4 ,Paddy soil,sandy loam,42.3 ,45.4 ,65.0 ,5.6 ,150 ,60 ,120 ,4386 ,7436 ,,
167,LR-SC,LRSC0167,2008,LRSC04,late_maturity,24.2 ,29.4 ,21.1 ,2570.1 ,1510.1 ,718.4 ,547.8 ,1448.5 ,Paddy soil,loam,55.4 ,23.6 ,118.4 ,5.3 ,210 ,90 ,210 ,4202 ,5717 ,,
168,LR-SC,LRSC0168,2008,LRSC04,late_maturity,24.7 ,29.8 ,21.5 ,2441.9 ,1451.9 ,700.9 ,526.1 ,1381.6 ,Paddy soil,clay loam,37.8 ,65.6 ,34.9 ,6.3 ,195 ,75 ,150 ,3170 ,6060 ,,
169,LR-SC,LRSC0169,2008,LRSC04,late_maturity,24.6 ,29.8 ,21.4 ,2415.5 ,1435.5 ,690.9 ,525.3 ,1372.3 ,Paddy soil,loam,67.6 ,17.2 ,125.3 ,5.5 ,195 ,75 ,150 ,4578 ,6615 ,,
170,LR-SC,LRSC0170,2009,LRSC04,medium_maturity,26.4 ,32.0 ,22.8 ,2402.4 ,1492.4 ,155.6 ,562.6 ,1438.8 ,Paddy soil,sandy loam,40.9 ,32.5 ,123.0 ,5.6 ,150 ,60 ,120 ,3965 ,6855 ,,
171,LR-SC,LRSC0171,2009,LRSC04,late_maturity,25.9 ,31.6 ,22.1 ,2508.5 ,1538.5 ,137.8 ,606.5 ,1515.9 ,Paddy soil,sandy loam,61.7 ,12.8 ,103.0 ,6.3 ,195 ,75 ,150 ,3560 ,6401 ,,
172,LR-SC,LRSC0172,2007,LRSC04,late_maturity,26.3 ,31.3 ,22.8 ,2550.8 ,1580.8 ,384.7 ,569.3 ,1487.4 ,Paddy soil,loam,22.6 ,15.0 ,30.0 ,6.1 ,195 ,75 ,150 ,4335 ,8438 ,,
173,LR-SC,LRSC0173,2008,LRSC04,late_maturity,25.0 ,29.9 ,21.8 ,2398.6 ,1438.6 ,523.7 ,529.0 ,1342.9 ,Paddy soil,clay loam,50.7 ,38.3 ,62.0 ,6.1 ,195 ,75 ,150 ,3590 ,6654 ,,
174,LR-SC,LRSC0174,2009,LRSC04,late_maturity,25.2 ,30.2 ,21.9 ,2417.2 ,1458.0 ,87.8 ,528.1 ,1353.0 ,Paddy soil,clay loam,12.1 ,3.8 ,109.6 ,6.0 ,150 ,60 ,120 ,2492 ,6455 ,,
175,LR-SC,LRSC0175,2008,LRSC04,late_maturity,25.2 ,30.1 ,22.0 ,2419.6 ,1459.6 ,694.9 ,518.6 ,1334.5 ,Paddy soil,clay loam,29.8 ,9.3 ,62.0 ,7.5 ,150 ,60 ,120 ,3350 ,6240 ,,
176,LR-SC,LRSC0176,2009,LRSC04,late_maturity,25.2 ,30.2 ,21.9 ,2417.2 ,1458.0 ,87.8 ,528.1 ,1353.0 ,Paddy soil,clay loam,36.8 ,30.4 ,33.1 ,7.5 ,195 ,75 ,150 ,3285 ,7814 ,,
177,LR-SC,LRSC0177,2007,LRSC04,late_maturity,24.8 ,29.9 ,21.3 ,2283.3 ,1363.3 ,342.1 ,502.2 ,1296.3 ,Paddy soil,clay loam,30.9 ,14.8 ,75.0 ,7.1 ,150 ,60 ,120 ,4370 ,7271 ,,
178,LR-SC,LRSC0178,2007,LRSC04,late_maturity,25.1 ,30.3 ,21.6 ,2438.0 ,1468.0 ,386.0 ,539.5 ,1392.5 ,Paddy soil,sandy loam,40.2 ,9.3 ,42.0 ,6.4 ,195 ,75 ,150 ,3969 ,7805 ,,
179,LR-SC,LRSC0179,2007,LRSC04,medium_maturity,23.5 ,28.8 ,19.9 ,2279.5 ,1309.5 ,230.6 ,548.9 ,1327.1 ,Paddy soil,clay loam,43.4 ,20.5 ,88.0 ,8.1 ,120 ,45 ,90 ,3264 ,4263 ,,
180,LR-SC,LRSC0180,2008,LRSC04,late_maturity,24.2 ,29.2 ,21.1 ,2300.4 ,1350.4 ,522.9 ,502.2 ,1269.7 ,Paddy soil,clay loam,32.3 ,15.8 ,76.0 ,6.4 ,120 ,45 ,90 ,3918 ,5436 ,,
181,LR-SC,LRSC0181,2009,LRSC04,early_maturity,25.2 ,30.2 ,21.9 ,2417.2 ,1458.0 ,87.8 ,528.1 ,1353.0 ,Paddy soil,clay loam,44.9 ,10.5 ,63.4 ,6.3 ,120 ,45 ,90 ,3302 ,4536 ,,
182,LR-SC,LRSC0182,2007,LRSC04,late_maturity,25.6 ,30.6 ,22.1 ,2429.9 ,1479.9 ,386.4 ,528.1 ,1385.5 ,Paddy soil,clay loam,41.3 ,27.7 ,94.0 ,8.0 ,150 ,60 ,120 ,4199 ,6698 ,,
183,LR-SC,LRSC0183,2008,LRSC04,late_maturity,25.2 ,29.8 ,22.1 ,2246.3 ,1356.3 ,494.6 ,378.9 ,1109.5 ,Paddy soil,clay loam,49.9 ,27.1 ,73.0 ,5.7 ,150 ,60 ,120 ,1880 ,6141 ,,
184,LR-SC,LRSC0184,2008,LRSC04,late_maturity,24.5 ,29.3 ,21.3 ,2307.4 ,1367.4 ,485.7 ,436.0 ,1199.2 ,Paddy soil,clay,27.7 ,16.0 ,39.0 ,7.7 ,150 ,60 ,120 ,2456 ,5811 ,,
185,LR-SC,LRSC0185,2008,LRSC04,late_maturity,26.1 ,30.9 ,22.9 ,2634.0 ,1624.0 ,784.7 ,497.5 ,1440.2 ,Paddy soil,loam,43.8 ,21.4 ,101.2 ,5.7 ,210 ,90 ,210 ,3150 ,5390 ,,
186,LR-SC,LRSC0186,2007,LRSC04,medium_maturity,24.5 ,29.8 ,21.0 ,2470.1 ,1460.1 ,363.6 ,537.8 ,1467.1 ,Paddy soil,clay loam,37.7 ,10.5 ,68.0 ,6.2 ,195 ,75 ,150 ,4800 ,6627 ,,
187,LR-SC,LRSC0187,2008,LRSC04,medium_maturity,25.9 ,30.8 ,22.7 ,2565.2 ,1575.2 ,781.8 ,491.5 ,1410.8 ,Paddy soil,loam,46.7 ,11.0 ,56.6 ,6.6 ,120 ,45 ,90 ,4337 ,4851 ,,
188,LR-SC,LRSC0188,2007,LRSC04,medium_maturity,24.5 ,29.9 ,21.0 ,2689.7 ,1589.7 ,449.0 ,587.4 ,1611.3 ,Paddy soil,loam,32.4 ,38.9 ,161.4 ,8.1 ,195 ,75 ,150 ,4950 ,8856 ,,
189,LR-SC,LRSC0189,2008,LRSC04,medium_maturity,26.2 ,31.0 ,23.1 ,2334.3 ,1444.3 ,658.3 ,437.9 ,1265.1 ,Paddy soil,loam,38.6 ,12.9 ,72.0 ,6.0 ,150 ,60 ,120 ,4815 ,6761 ,,
190,LR-SC,LRSC0190,2007,LRSC04,late_maturity,24.3 ,29.7 ,20.9 ,2507.2 ,1477.2 ,363.6 ,552.2 ,1497.4 ,Paddy soil,clay loam,58.0 ,20.6 ,72.6 ,8.1 ,120 ,45 ,90 ,3150 ,5507 ,,
191,LR-SC,LRSC0191,2007,LRSC04,medium_maturity,24.4 ,29.8 ,20.9 ,2657.6 ,1567.6 ,449.0 ,576.9 ,1588.2 ,Paddy soil,loam,57.6 ,17.6 ,54.6 ,7.7 ,150 ,60 ,120 ,3150 ,5250 ,,
192,LR-SC,LRSC0192,2007,LRSC04,late_maturity,24.9 ,30.2 ,21.5 ,2464.9 ,1474.9 ,449.0 ,520.3 ,1456.7 ,Paddy soil,clay loam,41.3 ,58.4 ,126.0 ,7.5 ,150 ,60 ,120 ,4646 ,9131 ,,
193,LR-SC,LRSC0193,2008,LRSC04,late_maturity,26.1 ,31.0 ,22.9 ,2479.2 ,1529.2 ,666.7 ,473.9 ,1363.5 ,Paddy soil,loam,32.5 ,27.5 ,105.4 ,7.6 ,195 ,75 ,150 ,5250 ,7758 ,,
194,LR-SC,LRSC0194,2007,LRSC04,late_maturity,24.8 ,30.2 ,21.4 ,2507.6 ,1497.6 ,449.0 ,536.6 ,1490.8 ,Paddy soil,loam,59.1 ,13.3 ,141.9 ,8.0 ,120 ,45 ,90 ,2934 ,5220 ,,
