Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk,,
977,LR-SC,LRSC0977,2007,LRSC08,early_maturity,26.6 ,31.6 ,23.0 ,2901.9 ,1811.9 ,285.3 ,673.2 ,1733.5 ,Paddy soil,sandy loam,35.9 ,29.7 ,41.0 ,4.4 ,150 ,90 ,120 ,4643 ,5714 ,,
978,LR-SC,LRSC0978,2007,LRSC08,medium_maturity,27.3 ,32.2 ,23.7 ,2925.3 ,1855.3 ,285.3 ,685.0 ,1770.6 ,Paddy soil,loam,20.0 ,36.7 ,136.0 ,4.4 ,150 ,90 ,120 ,4530 ,5730 ,,
979,LR-SC,LRSC0979,2007,LRSC08,early_maturity,28.2 ,33.0 ,24.7 ,3019.9 ,1949.9 ,302.8 ,697.5 ,1826.9 ,Paddy soil,sandy loam,43.1 ,18.3 ,39.0 ,4.6 ,150 ,90 ,120 ,4001 ,4572 ,,
980,LR-SC,LRSC0980,2007,LRSC08,early_maturity,27.2 ,32.1 ,23.5 ,2937.1 ,1857.1 ,285.3 ,691.0 ,1778.6 ,Paddy soil,sandy loam,42.2 ,36.1 ,82.0 ,5.0 ,150 ,90 ,120 ,5760 ,6383 ,,
981,LR-SC,LRSC0981,2007,LRSC08,medium_maturity,25.7 ,31.3 ,22.2 ,2188.1 ,1338.1 ,259.2 ,432.6 ,1201.7 ,Paddy soil,clay loam,19.5 ,5.6 ,25.0 ,5.2 ,173 ,60 ,113 ,3735 ,6375 ,,
982,LR-SC,LRSC0982,2009,LRSC08,medium_maturity,26.6 ,32.4 ,22.6 ,2315.1 ,1445.1 ,125.8 ,602.2 ,1464.7 ,Paddy soil,silty clay loam,77.8 ,9.6 ,29.0 ,5.2 ,173 ,60 ,113 ,4205 ,6474 ,,
983,LR-SC,LRSC0983,2009,LRSC08,medium_maturity,26.6 ,32.4 ,22.6 ,2315.1 ,1445.1 ,125.8 ,602.2 ,1464.7 ,Paddy soil,silty clay loam,58.9 ,10.7 ,33.0 ,5.6 ,173 ,60 ,113 ,3693 ,5480 ,,
984,LR-SC,LRSC0984,2007,LRSC08,medium_maturity,25.2 ,30.9 ,21.6 ,2170.2 ,1310.2 ,248.3 ,437.0 ,1194.0 ,Paddy soil,clay loam,25.0 ,17.0 ,28.0 ,5.0 ,173 ,60 ,113 ,3735 ,6270 ,,
985,LR-SC,LRSC0985,2009,LRSC08,late_maturity,26.6 ,32.4 ,22.4 ,2445.4 ,1525.4 ,125.8 ,647.1 ,1560.8 ,Paddy soil,silty clay loam,21.4 ,53.8 ,61.0 ,6.1 ,173 ,60 ,113 ,3503 ,6774 ,,
986,LR-SC,LRSC0986,2010,LRSC08,late_maturity,26.7 ,31.7 ,23.3 ,2347.3 ,1467.3 ,259.2 ,515.9 ,1374.1 ,Paddy soil,loam,49.9 ,19.2 ,94.0 ,5.9 ,173 ,60 ,113 ,3936 ,6740 ,,
987,LR-SC,LRSC0987,2007,LRSC08,medium_maturity,25.6 ,31.2 ,22.1 ,2177.1 ,1327.1 ,259.2 ,431.2 ,1195.2 ,Paddy soil,loam,23.5 ,9.0 ,25.0 ,5.5 ,173 ,60 ,113 ,4095 ,6795 ,,
988,LR-SC,LRSC0988,2009,LRSC08,medium_maturity,26.7 ,32.4 ,22.8 ,2273.4 ,1423.4 ,125.8 ,584.9 ,1431.2 ,Paddy soil,silty clay loam,39.9 ,26.9 ,41.0 ,5.3 ,173 ,60 ,113 ,4377 ,7503 ,,
989,LR-SC,LRSC0989,2010,LRSC08,late_maturity,26.7 ,31.7 ,23.3 ,2347.3 ,1467.3 ,259.2 ,515.9 ,1374.1 ,Paddy soil,loam,77.9 ,29.3 ,252.0 ,5.9 ,173 ,60 ,113 ,4239 ,7325 ,,
990,LR-SC,LRSC0990,2007,LRSC08,medium_maturity,25.3 ,31.0 ,21.7 ,2201.7 ,1331.7 ,248.3 ,447.2 ,1217.8 ,Paddy soil,silty clay loam,34.3 ,15.7 ,60.0 ,5.0 ,173 ,60 ,113 ,4695 ,7560 ,,
991,LR-SC,LRSC0991,2009,LRSC08,medium_maturity,27.2 ,32.8 ,23.3 ,2312.0 ,1462.0 ,125.8 ,597.1 ,1468.5 ,Paddy soil,loam,55.6 ,7.8 ,54.0 ,5.5 ,173 ,60 ,113 ,3918 ,6669 ,,
992,LR-SC,LRSC0992,2008,LRSC08,medium_maturity,27.5 ,32.9 ,23.7 ,2394.1 ,1524.1 ,175.5 ,471.2 ,1289.8 ,Paddy soil,silty clay loam,34.7 ,18.0 ,107.0 ,5.2 ,165 ,83 ,195 ,3990 ,6975 ,,
993,LR-SC,LRSC0993,2009,LRSC08,late_maturity,27.5 ,33.2 ,23.7 ,2533.9 ,1613.9 ,271.2 ,619.1 ,1549.5 ,Paddy soil,silty clay loam,32.0 ,77.7 ,130.0 ,5.6 ,141 ,83 ,102 ,3285 ,5340 ,,
994,LR-SC,LRSC0994,2010,LRSC08,medium_maturity,26.0 ,31.0 ,22.6 ,2550.6 ,1570.6 ,139.2 ,511.4 ,1408.9 ,Paddy soil,silty clay loam,17.6 ,20.8 ,66.0 ,5.2 ,141 ,83 ,102 ,4080 ,7170 ,,
995,LR-SC,LRSC0995,2008,LRSC08,medium_maturity,27.5 ,32.9 ,23.7 ,2445.3 ,1555.3 ,175.5 ,487.8 ,1323.2 ,Paddy soil,clay loam,21.0 ,28.4 ,85.0 ,5.3 ,165 ,83 ,195 ,4335 ,7650 ,,
996,LR-SC,LRSC0996,2008,LRSC08,late_maturity,27.5 ,32.9 ,23.6 ,2472.0 ,1572.0 ,175.5 ,496.3 ,1340.0 ,Paddy soil,clay loam,36.2 ,19.2 ,96.0 ,6.1 ,141 ,83 ,102 ,3915 ,6630 ,,
997,LR-SC,LRSC0997,2009,LRSC08,medium_maturity,28.9 ,34.6 ,25.2 ,2692.1 ,1762.1 ,505.0 ,638.6 ,1658.4 ,Paddy soil,sandy loam,30.2 ,26.1 ,46.0 ,5.1 ,141 ,83 ,102 ,3906 ,8505 ,,
998,LR-SC,LRSC0998,2008,LRSC08,medium_maturity,27.7 ,33.1 ,23.9 ,2493.5 ,1593.5 ,175.5 ,490.5 ,1349.5 ,Paddy soil,silty clay loam,25.8 ,50.9 ,129.0 ,4.7 ,141 ,83 ,102 ,3840 ,7020 ,,
999,LR-SC,LRSC0999,2008,LRSC08,medium_maturity,27.1 ,32.4 ,23.3 ,2082.9 ,1312.9 ,81.9 ,415.4 ,1110.8 ,Paddy soil,silty clay loam,27.9 ,30.9 ,116.0 ,5.4 ,141 ,83 ,102 ,3930 ,6345 ,,
1000,LR-SC,LRSC1000,2009,LRSC08,late_maturity,27.4 ,33.1 ,23.5 ,2525.2 ,1605.2 ,269.5 ,622.8 ,1550.9 ,Paddy soil,silty clay loam,25.3 ,31.2 ,259.0 ,4.8 ,141 ,83 ,102 ,3360 ,7590 ,,
1001,LR-SC,LRSC1001,2008,LRSC08,medium_maturity,26.2 ,31.8 ,22.5 ,2171.5 ,1341.5 ,241.7 ,470.0 ,1248.2 ,Paddy soil,sandy loam,36.9 ,13.5 ,57.0 ,5.0 ,150 ,48 ,108 ,4866 ,6233 ,,
1002,LR-SC,LRSC1002,2008,LRSC08,medium_maturity,26.2 ,31.9 ,22.5 ,2569.4 ,1589.4 ,317.4 ,556.1 ,1484.7 ,Paddy soil,sandy loam,26.7 ,7.7 ,85.0 ,5.3 ,150 ,48 ,108 ,3666 ,5499 ,,
1003,LR-SC,LRSC1003,2009,LRSC08,medium_maturity,26.8 ,32.2 ,23.0 ,2223.5 ,1393.5 ,162.7 ,431.8 ,1195.8 ,Paddy soil,sandy loam,39.9 ,10.1 ,70.0 ,4.9 ,135 ,65 ,90 ,4866 ,6233 ,,
1004,LR-SC,LRSC1004,2009,LRSC08,medium_maturity,26.5 ,32.0 ,22.7 ,2227.6 ,1387.6 ,162.7 ,440.7 ,1204.7 ,Paddy soil,sandy loam,31.2 ,9.1 ,55.0 ,5.9 ,143 ,78 ,102 ,3666 ,5499 ,,
1005,LR-SC,LRSC1005,2008,LRSC08,late_maturity,26.2 ,31.9 ,22.5 ,2412.7 ,1492.7 ,311.9 ,514.7 ,1381.5 ,Paddy soil,sandy loam,42.2 ,10.9 ,35.0 ,5.5 ,150 ,48 ,108 ,4670 ,6837 ,,
1006,LR-SC,LRSC1006,2008,LRSC08,late_maturity,25.7 ,31.3 ,22.0 ,2286.1 ,1396.1 ,234.8 ,478.9 ,1277.3 ,Paddy soil,sandy loam,38.0 ,13.3 ,60.0 ,4.7 ,150 ,48 ,108 ,5003 ,7254 ,,
1007,LR-SC,LRSC1007,2009,LRSC08,late_maturity,26.8 ,32.3 ,23.1 ,2467.5 ,1547.5 ,178.6 ,491.5 ,1349.3 ,Paddy soil,sandy loam,13.6 ,36.8 ,48.0 ,5.7 ,136 ,70 ,93 ,4670 ,6837 ,,
1008,LR-SC,LRSC1008,2008,LRSC08,early_maturity,26.2 ,31.7 ,22.4 ,2118.7 ,1308.7 ,234.8 ,456.0 ,1211.1 ,Paddy soil,sandy loam,39.2 ,22.7 ,85.0 ,4.9 ,150 ,48 ,108 ,5001 ,7170 ,,
1009,LR-SC,LRSC1009,2009,LRSC08,early_maturity,26.7 ,32.1 ,23.0 ,2162.8 ,1352.8 ,162.7 ,413.8 ,1152.1 ,Paddy soil,sandy loam,21.7 ,9.1 ,45.0 ,5.0 ,138 ,63 ,100 ,5001 ,7179 ,,
1010,LR-SC,LRSC1010,2009,LRSC08,late_maturity,26.1 ,31.9 ,22.2 ,2326.3 ,1436.3 ,159.4 ,484.2 ,1285.5 ,Paddy soil,silty clay loam,12.9 ,10.8 ,41.0 ,5.0 ,136 ,70 ,92 ,5000 ,7254 ,,
1011,LR-SC,LRSC1011,2010,LRSC08,medium_maturity,26.0 ,31.5 ,22.8 ,2214.0 ,1364.0 ,370.5 ,410.4 ,1192.2 ,Paddy soil,silty clay loam,27.5 ,29.1 ,116.0 ,5.3 ,135 ,60 ,105 ,4641 ,7869 ,,
1012,LR-SC,LRSC1012,2010,LRSC08,medium_maturity,26.2 ,31.6 ,22.9 ,2432.8 ,1502.8 ,396.1 ,442.9 ,1302.8 ,Paddy soil,silty clay loam,33.5 ,30.4 ,207.0 ,5.4 ,135 ,60 ,105 ,4721 ,7748 ,,
1013,LR-SC,LRSC1013,2008,LRSC08,late_maturity,25.9 ,31.2 ,22.4 ,2588.5 ,1588.5 ,322.8 ,525.3 ,1454.0 ,Paddy soil,loamy sand,45.5 ,23.6 ,89.0 ,5.0 ,158 ,90 ,135 ,3891 ,6251 ,,
1014,LR-SC,LRSC1014,2009,LRSC08,medium_maturity,26.5 ,32.0 ,22.9 ,2679.5 ,1669.5 ,225.6 ,626.8 ,1622.2 ,Paddy soil,loamy sand,42.3 ,21.4 ,71.0 ,5.0 ,158 ,90 ,135 ,4653 ,5720 ,,
1015,LR-SC,LRSC1015,2008,LRSC08,medium_maturity,26.1 ,31.5 ,22.6 ,2480.9 ,1530.9 ,322.8 ,508.8 ,1406.1 ,Paddy soil,loamy sand,57.0 ,19.4 ,115.0 ,4.9 ,158 ,90 ,135 ,6125 ,6800 ,,
1016,LR-SC,LRSC1016,2008,LRSC08,medium_maturity,26.0 ,31.3 ,22.6 ,2525.0 ,1555.0 ,322.8 ,508.8 ,1416.3 ,Paddy soil,loamy sand,35.6 ,28.5 ,77.0 ,5.0 ,158 ,90 ,135 ,3846 ,6248 ,,
1017,LR-SC,LRSC1017,2010,LRSC08,medium_maturity,25.5 ,30.6 ,22.3 ,2571.7 ,1561.7 ,408.8 ,532.3 ,1476.8 ,Paddy soil,loamy sand,47.7 ,28.0 ,90.0 ,5.0 ,158 ,90 ,135 ,2927 ,5804 ,,
1018,LR-SC,LRSC1018,2008,LRSC08,late_maturity,26.0 ,31.3 ,22.5 ,2543.5 ,1563.5 ,322.4 ,518.5 ,1431.0 ,Paddy soil,loamy sand,37.6 ,17.2 ,90.0 ,4.7 ,158 ,90 ,135 ,5880 ,6818 ,,
1019,LR-SC,LRSC1019,2009,LRSC08,medium_maturity,26.5 ,32.0 ,22.9 ,2601.4 ,1621.4 ,197.3 ,607.2 ,1573.0 ,Paddy soil,loamy sand,36.9 ,23.0 ,63.0 ,5.2 ,158 ,90 ,135 ,4703 ,6228 ,,
1020,LR-SC,LRSC1020,2008,LRSC08,late_maturity,26.2 ,31.5 ,22.7 ,2383.7 ,1473.7 ,322.8 ,483.8 ,1350.3 ,Paddy soil,loamy sand,46.0 ,25.0 ,112.0 ,5.4 ,158 ,90 ,135 ,4034 ,5816 ,,
1021,LR-SC,LRSC1021,2010,LRSC08,medium_maturity,25.9 ,31.1 ,22.7 ,2618.9 ,1608.9 ,408.8 ,536.6 ,1496.8 ,Paddy soil,loamy sand,49.5 ,17.9 ,39.0 ,4.6 ,158 ,90 ,135 ,3948 ,6774 ,,
1022,LR-SC,LRSC1022,2008,LRSC08,medium_maturity,28.7 ,33.8 ,24.9 ,2495.4 ,1625.4 ,360.4 ,611.0 ,1535.2 ,Paddy soil,clay,22.3 ,20.1 ,84.0 ,5.3 ,135 ,60 ,135 ,3765 ,6300 ,,
1023,LR-SC,LRSC1023,2009,LRSC08,late_maturity,28.4 ,33.7 ,24.6 ,2756.2 ,1786.2 ,203.1 ,668.5 ,1666.9 ,Paddy soil,sandy loam,25.0 ,18.7 ,86.0 ,5.1 ,105 ,45 ,105 ,4406 ,7335 ,,
1024,LR-SC,LRSC1024,2006,LRSC08,late_maturity,27.1 ,32.3 ,23.3 ,2388.2 ,1508.2 ,256.6 ,574.1 ,1472.8 ,Paddy soil,loam,31.0 ,10.7 ,123.0 ,5.5 ,135 ,60 ,135 ,3150 ,6465 ,,
1025,LR-SC,LRSC1025,2008,LRSC08,medium_maturity,28.3 ,33.4 ,24.6 ,2574.3 ,1664.3 ,360.4 ,618.1 ,1557.5 ,Paddy soil,sandy loam,29.1 ,7.5 ,78.0 ,4.7 ,135 ,60 ,135 ,4680 ,7560 ,,
1026,LR-SC,LRSC1026,2006,LRSC08,late_maturity,27.1 ,32.3 ,23.3 ,2413.9 ,1523.9 ,256.6 ,578.4 ,1484.2 ,Paddy soil,silty clay loam,31.0 ,10.7 ,123.0 ,5.5 ,135 ,60 ,135 ,3150 ,6465 ,,
1027,LR-SC,LRSC1027,2008,LRSC08,medium_maturity,28.2 ,33.3 ,24.5 ,2570.7 ,1660.7 ,350.5 ,615.1 ,1549.9 ,Paddy soil,loam,22.6 ,12.7 ,75.0 ,5.0 ,135 ,60 ,135 ,4125 ,6870 ,,
1028,LR-SC,LRSC1028,2009,LRSC08,late_maturity,28.5 ,33.7 ,24.6 ,2788.6 ,1808.6 ,203.1 ,680.4 ,1693.6 ,Paddy soil,loam,29.7 ,19.2 ,78.0 ,4.9 ,150 ,53 ,105 ,4656 ,7586 ,,
1029,LR-SC,LRSC1029,2006,LRSC08,late_maturity,27.1 ,32.3 ,23.3 ,2388.2 ,1508.2 ,256.6 ,574.1 ,1472.8 ,Paddy soil,silty clay loam,26.5 ,16.6 ,90.0 ,4.6 ,135 ,60 ,135 ,5295 ,6495 ,,
1030,LR-SC,LRSC1030,2006,LRSC08,late_maturity,27.3 ,32.5 ,23.4 ,2371.0 ,1501.0 ,256.2 ,578.6 ,1481.4 ,Paddy soil,loam,26.5 ,16.6 ,90.0 ,4.6 ,135 ,60 ,135 ,5295 ,6495 ,,
1031,LR-SC,LRSC1031,2006,LRSC08,late_maturity,27.3 ,32.5 ,23.4 ,2371.0 ,1501.0 ,256.2 ,578.6 ,1481.4 ,Paddy soil,silty clay loam,26.2 ,12.7 ,62.0 ,4.6 ,135 ,60 ,135 ,3450 ,7080 ,,
1032,LR-SC,LRSC1032,2008,LRSC08,medium_maturity,28.5 ,33.5 ,24.8 ,2478.8 ,1608.8 ,360.4 ,590.8 ,1497.8 ,Paddy soil,loam,26.8 ,20.2 ,66.0 ,4.9 ,137 ,90 ,203 ,3765 ,6405 ,,
1033,LR-SC,LRSC1033,2007,LRSC08,medium_maturity,26.4 ,31.5 ,22.7 ,2450.8 ,1520.8 ,485.6 ,540.8 ,1436.5 ,Paddy soil,loam,35.7 ,8.8 ,184.0 ,4.9 ,135 ,60 ,135 ,4670 ,7004 ,,
1034,LR-SC,LRSC1034,2006,LRSC08,medium_maturity,26.3 ,32.0 ,22.3 ,2364.3 ,1464.3 ,257.9 ,619.7 ,1542.1 ,Paddy soil,sandy loam,11.9 ,16.3 ,64.0 ,5.7 ,135 ,60 ,135 ,4370 ,6353 ,,
1035,LR-SC,LRSC1035,2008,LRSC08,late_maturity,26.6 ,32.0 ,22.8 ,2449.2 ,1529.2 ,347.4 ,616.4 ,1528.9 ,Paddy soil,sandy loam,11.2 ,15.9 ,76.0 ,5.7 ,150 ,48 ,108 ,4533 ,7001 ,,
1036,LR-SC,LRSC1036,2006,LRSC08,medium_maturity,26.6 ,32.2 ,22.7 ,2578.3 ,1608.3 ,402.3 ,655.0 ,1657.1 ,Paddy soil,loam,10.9 ,9.1 ,59.0 ,5.7 ,165 ,75 ,165 ,3180 ,6645 ,,
1037,LR-SC,LRSC1037,2007,LRSC08,medium_maturity,26.4 ,31.5 ,22.7 ,2450.8 ,1520.8 ,485.6 ,540.8 ,1436.5 ,Paddy soil,sandy loam,35.7 ,8.8 ,184.0 ,5.7 ,135 ,60 ,135 ,5736 ,7571 ,,
1038,LR-SC,LRSC1038,2006,LRSC08,medium_maturity,26.1 ,31.7 ,22.3 ,2794.3 ,1724.3 ,394.1 ,718.6 ,1789.9 ,Paddy soil,loam,11.9 ,47.6 ,90.0 ,6.3 ,105 ,45 ,105 ,4361 ,7317 ,,
1039,LR-SC,LRSC1039,2006,LRSC08,medium_maturity,26.4 ,32.1 ,22.4 ,2427.8 ,1507.8 ,257.9 ,630.8 ,1574.6 ,Paddy soil,sandy loam,13.8 ,2.8 ,75.0 ,5.0 ,165 ,75 ,165 ,5162 ,7160 ,,
1040,LR-SC,LRSC1040,2008,LRSC08,medium_maturity,26.9 ,32.3 ,23.0 ,2528.4 ,1588.4 ,333.6 ,653.5 ,1609.4 ,Paddy soil,sandy loam,19.3 ,14.0 ,84.0 ,5.3 ,150 ,48 ,108 ,4734 ,6609 ,,
1041,LR-SC,LRSC1041,2009,LRSC08,late_maturity,26.8 ,32.4 ,22.9 ,2629.6 ,1649.6 ,233.3 ,684.8 ,1680.2 ,Paddy soil,sandy loam,13.2 ,16.8 ,90.0 ,5.4 ,150 ,48 ,108 ,4733 ,7401 ,,
1042,LR-SC,LRSC1042,2006,LRSC08,late_maturity,25.9 ,31.8 ,21.8 ,2538.3 ,1558.3 ,327.3 ,587.6 ,1540.5 ,Paddy soil,silty clay loam,9.8 ,7.4 ,43.0 ,5.4 ,132 ,38 ,89 ,4224 ,5720 ,,
1043,LR-SC,LRSC1043,2006,LRSC08,late_maturity,25.9 ,31.8 ,21.8 ,2538.3 ,1558.3 ,327.3 ,587.6 ,1540.5 ,Paddy soil,silty clay loam,33.8 ,16.1 ,67.0 ,4.7 ,165 ,48 ,111 ,4158 ,6155 ,,
1044,LR-SC,LRSC1044,2006,LRSC08,late_maturity,26.0 ,32.0 ,21.9 ,2551.5 ,1571.5 ,327.3 ,595.1 ,1560.2 ,Paddy soil,silty clay loam,20.1 ,9.0 ,40.0 ,5.8 ,165 ,48 ,111 ,4226 ,6267 ,,
1045,LR-SC,LRSC1045,2006,LRSC08,late_maturity,26.0 ,31.9 ,21.9 ,2574.8 ,1584.8 ,327.3 ,598.2 ,1569.5 ,Paddy soil,clay loam,19.0 ,22.1 ,53.0 ,6.3 ,149 ,39 ,99 ,4008 ,6099 ,,
1046,LR-SC,LRSC1046,2007,LRSC08,late_maturity,25.9 ,31.4 ,22.0 ,2560.0 ,1570.0 ,374.5 ,554.6 ,1481.2 ,Paddy soil,silty clay loam,40.2 ,24.7 ,76.0 ,4.8 ,165 ,48 ,111 ,4019 ,6312 ,,
1047,LR-SC,LRSC1047,2007,LRSC08,late_maturity,25.8 ,31.4 ,21.9 ,2580.2 ,1580.2 ,374.5 ,564.0 ,1498.9 ,Paddy soil,silty clay loam,20.9 ,12.5 ,28.0 ,4.8 ,165 ,48 ,111 ,4203 ,6579 ,,
1048,LR-SC,LRSC1048,2006,LRSC08,late_maturity,26.0 ,31.9 ,21.9 ,2574.8 ,1584.8 ,327.3 ,598.2 ,1569.5 ,Paddy soil,silty clay loam,28.2 ,3.2 ,60.0 ,5.2 ,158 ,59 ,126 ,4506 ,7698 ,,
1049,LR-SC,LRSC1049,2006,LRSC08,late_maturity,26.1 ,32.0 ,21.9 ,2554.7 ,1574.7 ,331.7 ,596.1 ,1564.1 ,Paddy soil,silty clay loam,24.5 ,9.6 ,50.0 ,4.7 ,143 ,42 ,99 ,5586 ,7445 ,,
1050,LR-SC,LRSC1050,2007,LRSC08,medium_maturity,26.7 ,31.9 ,23.0 ,2400.1 ,1500.1 ,374.2 ,504.3 ,1362.9 ,Paddy soil,silty clay loam,15.2 ,32.7 ,45.0 ,4.6 ,180 ,45 ,144 ,4524 ,6668 ,,
1051,LR-SC,LRSC1051,2007,LRSC08,medium_maturity,26.5 ,31.7 ,22.9 ,2438.8 ,1518.8 ,374.2 ,519.8 ,1394.3 ,Paddy soil,silty clay loam,43.3 ,19.4 ,75.0 ,5.1 ,180 ,45 ,144 ,3329 ,5706 ,,
1052,LR-SC,LRSC1052,2009,LRSC08,medium_maturity,27.9 ,33.0 ,24.2 ,2146.9 ,1376.9 ,214.6 ,493.4 ,1268.7 ,Paddy soil,sandy loam,30.6 ,8.5 ,58.0 ,5.4 ,149 ,54 ,114 ,2982 ,5174 ,,
1053,LR-SC,LRSC1053,2007,LRSC08,medium_maturity,26.5 ,31.7 ,22.9 ,2438.8 ,1518.8 ,374.2 ,519.8 ,1394.3 ,Paddy soil,loam,39.0 ,17.6 ,55.0 ,5.0 ,180 ,45 ,144 ,3929 ,7785 ,,
1054,LR-SC,LRSC1054,2007,LRSC08,medium_maturity,26.5 ,31.7 ,22.9 ,2438.8 ,1518.8 ,374.2 ,519.8 ,1394.3 ,Paddy soil,loam,32.8 ,12.2 ,72.0 ,5.0 ,180 ,45 ,144 ,5310 ,8238 ,,
1055,LR-SC,LRSC1055,2007,LRSC08,medium_maturity,26.5 ,31.7 ,22.9 ,2438.8 ,1518.8 ,374.2 ,519.8 ,1394.3 ,Paddy soil,loam,15.2 ,32.7 ,45.0 ,4.6 ,180 ,45 ,144 ,3905 ,6477 ,,
1056,LR-SC,LRSC1056,2007,LRSC08,medium_maturity,26.5 ,31.7 ,22.9 ,2438.8 ,1518.8 ,374.2 ,519.8 ,1394.3 ,Paddy soil,loam,16.5 ,29.0 ,42.0 ,4.9 ,180 ,45 ,144 ,4335 ,6623 ,,
1057,LR-SC,LRSC1057,2007,LRSC08,medium_maturity,26.5 ,31.7 ,22.9 ,2438.8 ,1518.8 ,374.2 ,519.8 ,1394.3 ,Paddy soil,loam,48.7 ,14.2 ,50.0 ,4.9 ,180 ,45 ,144 ,4043 ,6525 ,,
1058,LR-SC,LRSC1058,2008,LRSC08,late_maturity,26.5 ,31.3 ,23.0 ,2436.0 ,1516.0 ,334.1 ,507.6 ,1339.0 ,Paddy soil,sandy loam,33.6 ,12.6 ,49.0 ,4.7 ,141 ,81 ,109 ,4662 ,6284 ,,
1059,LR-SC,LRSC1059,2006,LRSC08,medium_maturity,26.5 ,31.6 ,22.9 ,2176.6 ,1356.6 ,221.4 ,511.6 ,1331.1 ,Paddy soil,sandy loam,12.4 ,4.8 ,117.0 ,4.6 ,147 ,71 ,119 ,3566 ,6087 ,,
1060,LR-SC,LRSC1060,2008,LRSC08,medium_maturity,26.7 ,31.6 ,23.2 ,2562.3 ,1602.3 ,334.4 ,550.0 ,1436.8 ,Paddy soil,sandy loam,30.2 ,5.9 ,75.0 ,4.8 ,152 ,45 ,126 ,3990 ,6105 ,,
1061,LR-SC,LRSC1061,2009,LRSC08,medium_maturity,27.1 ,32.3 ,23.3 ,2197.8 ,1387.8 ,171.6 ,527.9 ,1322.7 ,Paddy soil,sandy loam,25.4 ,27.0 ,139.0 ,5.6 ,149 ,54 ,114 ,3392 ,7851 ,,
1062,LR-SC,LRSC1062,2006,LRSC08,late_maturity,26.8 ,31.8 ,23.1 ,2225.2 ,1395.2 ,221.4 ,537.5 ,1385.3 ,Paddy soil,clay,24.0 ,13.9 ,81.0 ,4.9 ,138 ,54 ,108 ,4500 ,6825 ,,
1063,LR-SC,LRSC1063,2006,LRSC08,medium_maturity,26.5 ,31.5 ,22.8 ,2120.6 ,1320.6 ,221.4 ,509.4 ,1315.1 ,Paddy soil,sandy loam,33.0 ,17.7 ,125.0 ,5.0 ,125 ,54 ,135 ,3435 ,5835 ,,
1064,LR-SC,LRSC1064,2008,LRSC08,medium_maturity,27.3 ,32.2 ,23.8 ,2297.1 ,1457.1 ,324.1 ,507.3 ,1320.3 ,Paddy soil,sandy loam,27.0 ,16.5 ,66.0 ,5.0 ,165 ,54 ,162 ,5280 ,7080 ,,
1065,LR-SC,LRSC1065,2008,LRSC08,late_maturity,27.3 ,32.2 ,23.8 ,2297.1 ,1457.1 ,324.1 ,507.3 ,1320.3 ,Paddy soil,sandy loam,35.0 ,15.6 ,81.0 ,5.2 ,138 ,54 ,162 ,4230 ,7950 ,,
1066,LR-SC,LRSC1066,2009,LRSC08,medium_maturity,27.8 ,32.9 ,24.2 ,2334.4 ,1494.4 ,214.6 ,537.5 ,1379.7 ,Paddy soil,sandy loam,20.0 ,9.6 ,32.0 ,5.0 ,165 ,54 ,162 ,4215 ,7620 ,,
1067,LR-SC,LRSC1067,2006,LRSC08,medium_maturity,26.4 ,31.5 ,22.7 ,2166.9 ,1346.9 ,215.1 ,514.1 ,1329.2 ,Paddy soil,sandy loam,19.0 ,20.3 ,173.0 ,4.9 ,138 ,45 ,135 ,3720 ,6075 ,,
1068,LR-SC,LRSC1068,2007,LRSC08,medium_maturity,25.6 ,30.9 ,22.0 ,2432.6 ,1482.6 ,296.4 ,504.7 ,1384.6 ,Paddy soil,loam,40.5 ,5.0 ,60.0 ,5.3 ,152 ,54 ,135 ,3750 ,4800 ,,
1069,LR-SC,LRSC1069,2008,LRSC08,medium_maturity,26.4 ,32.1 ,22.7 ,2510.7 ,1560.7 ,383.1 ,532.2 ,1428.3 ,Paddy soil,silty clay loam,30.6 ,15.4 ,31.0 ,4.8 ,138 ,45 ,90 ,4800 ,6375 ,,
1070,LR-SC,LRSC1070,2006,LRSC08,late_maturity,25.8 ,31.2 ,22.2 ,2501.6 ,1531.6 ,298.7 ,542.4 ,1483.7 ,Paddy soil,silty clay loam,29.2 ,23.7 ,38.0 ,5.0 ,152 ,54 ,135 ,3750 ,6450 ,,
1071,LR-SC,LRSC1071,2006,LRSC08,late_maturity,25.5 ,30.8 ,22.0 ,2703.9 ,1643.9 ,342.4 ,568.3 ,1563.8 ,Paddy soil,clay,25.9 ,32.5 ,34.0 ,5.7 ,159 ,51 ,63 ,3975 ,4725 ,,
1072,LR-SC,LRSC1072,2009,LRSC08,late_maturity,26.6 ,32.3 ,22.6 ,2816.8 ,1756.8 ,157.1 ,610.4 ,1620.4 ,Paddy soil,clay,42.2 ,31.1 ,48.0 ,5.1 ,152 ,54 ,135 ,4500 ,6060 ,,
1073,LR-SC,LRSC1073,2010,LRSC08,medium_maturity,25.0 ,29.9 ,21.7 ,2199.9 ,1319.9 ,296.5 ,443.1 ,1228.8 ,Paddy soil,clay,16.2 ,66.1 ,62.0 ,5.3 ,152 ,54 ,83 ,4560 ,6090 ,,
