Sort,Crop,NO,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
624,M-SWC,MSWC0624,2008,23.7,28.5,20.4,2936.5,1696.5,831.7,428.1,1576.9,medium_maturity,Red earths,,22,16.4,110,5.1,180,75,90,7425
625,M-SWC,MSWC0625,2010,22,26,19,2218.9,1213.9,783.5,391.8,1359.9,medium_maturity,Paddy soils,,35.4,22.3,120,5.7,180,75,90,7008
626,M-SWC,MSWC0626,2009,23.8,28.6,20.3,2399.2,1389.2,664.7,594.9,1697.3,medium_maturity,Paddy soils,,38.7,13.4,120,5.7,180,75,90,7833
627,M-SWC,MSWC0627,2010,22.1,26.2,19.1,2188.4,1203.4,774.6,391.2,1346.1,medium_maturity,Paddy soils,,38.5,16.2,90,5.9,180,75,90,5925
628,M-SWC,MSWC0628,2005,23.6,27.7,20.3,2712.1,1562.7,880.8,597.6,1789.7,early_maturity,Red earths,,31.6,18.5,196,6.6,180,90,90,9200
629,M-SWC,MSWC0629,2006,23.1,26.9,19.7,2559.2,1456.8,688,458.9,1533.7,medium_maturity,Red earths,,27.6,7.6,166,6.8,180,90,90,9291
630,M-SWC,MSWC0630,2009,22.6,27,19.6,2512.3,1404.9,778.8,527.9,1649,medium_maturity,Red earths,,21.4,57.6,112,5.5,180,90,90,9477
631,M-SWC,MSWC0631,2009,22.6,26.9,19.6,2595.8,1448.4,780.9,543.4,1701,medium_maturity,Red earths,,19.9,15.2,157,6.3,180,90,90,9384
632,M-SWC,MSWC0632,2005,24.3,28.6,21.1,2814.1,1657.6,589.1,519,1666.6,medium_maturity,Paddy soils,,45.1,4.5,106,6.9,135,68,72,7380
633,M-SWC,MSWC0633,2005,26.7,31.3,23.3,2246,1406,285.8,479.4,1307.5,late_maturity,Paddy soils,,48.4,8.9,136,6.3,150,36,75,4920
634,M-SWC,MSWC0634,2009,23.8,27.9,20.8,3432.7,1993.6,736.1,670.4,2109.8,medium_maturity,Red earths,,18.2,34.1,48,4.9,180,75,90,7644
635,M-SWC,MSWC0635,2009,23.9,28,20.9,3432.8,1993.7,736.2,670.5,2110.8,medium_maturity,Red earths,,31.1,11.3,45,4.9,180,75,90,7650
636,M-SWC,MSWC0636,2010,23.8,28,20.8,3423.3,1989,1097.1,675.6,2120.5,medium_maturity,Red earths,,18,15.4,64,5.4,180,75,90,7925
637,M-SWC,MSWC0637,2010,23.8,28,20.8,3423.3,1989,1097.1,675.6,2120.5,medium_maturity,Red earths,,18.4,16.1,101,5.6,180,75,90,7364
638,M-SWC,MSWC0638,2007,25,30.3,20.9,3072.6,1844.3,329.1,670.2,1973.1,medium_maturity,Limestone soils,,20.9,7.9,66,5.2,180,72,105,6383
639,M-SWC,MSWC0639,2007,26.2,31.4,22.3,2598,1608,289.7,558.3,1629.7,medium_maturity,Red earths,,19.4,11.6,220,5.9,180,72,105,8271
640,M-SWC,MSWC0640,2006,24.5,29.2,20.8,2818.9,1672.6,633.9,554.2,1726.1,medium_maturity,Paddy soils,,15.6,9.1,182,6.1,180,72,105,6006
641,M-SWC,MSWC0641,2008,24.7,29.6,21.2,3241.9,1931.9,555.5,607.3,1926.1,medium_maturity,Limestone soils,,18.7,13,83,5.7,180,72,105,6521
642,M-SWC,MSWC0642,2006,24.6,29.3,20.9,2929.5,1743.2,648.4,574.5,1789.9,medium_maturity,Red earths,,11.8,4.7,100,6.3,180,72,105,8040
643,M-SWC,MSWC0643,2008,24.8,29.6,21.2,3070.3,1830.3,543.6,577.2,1829.1,medium_maturity,Red earths,,17.8,13.7,79,5.7,180,72,105,8304
644,M-SWC,MSWC0644,2008,25.5,31.2,21.9,2375.9,1445.9,863.5,325.6,1198.8,medium_maturity,Paddy soils,,23.7,10.6,78,6.5,180,75,90,6579
645,M-SWC,MSWC0645,2009,23.5,28.8,19.8,2885.3,1655.3,742.9,469.4,1643.9,medium_maturity,Limestone soils,,15.8,9.7,71,4.9,180,75,90,6795
646,M-SWC,MSWC0646,2007,22.8,28.2,18.5,2784.7,1564.7,923.7,434.2,1575.7,medium_maturity,Paddy soils,,21.5,10.5,89,5.7,206,74,108,5003
647,M-SWC,MSWC0647,2007,23.2,28.7,18.7,3148.5,1788.5,986.5,520.6,1810.3,medium_maturity,Fluvo-aquic soils,,17.8,8.4,70,5.5,180,75,90,6854
648,M-SWC,MSWC0648,2008,23.5,29.2,19.7,3198.5,1838.5,985.7,466,1725.9,medium_maturity,Fluvo-aquic soils,,17.5,8.2,75,5.5,180,75,90,6864
649,M-SWC,MSWC0649,2009,23.5,28.8,19.8,2885.3,1655.3,742.9,469.4,1643.9,medium_maturity,Limestone soils,,20.8,5.9,117,6.1,180,75,90,5628
650,M-SWC,MSWC0650,2007,24.4,29.7,20.4,3055.2,1805.2,1006.3,441.6,1611.2,medium_maturity,Paddy soils,,22,10,85,5.2,206,74,108,5708
651,M-SWC,MSWC0651,2008,23.2,28.9,19.3,2871,1631,751.7,402,1540.7,medium_maturity,Fluvo-aquic soils,,23.1,8,80,6,180,75,90,7421
652,M-SWC,MSWC0652,2008,23.7,29.5,19.8,3177.1,1837.1,1029.4,474.4,1726.6,medium_maturity,Fluvo-aquic soils,,19,7.8,85,5.9,180,75,90,8442
653,M-SWC,MSWC0653,2009,23.5,28.8,19.8,2885.3,1655.3,742.9,469.4,1643.9,medium_maturity,Limestone soils,,17.1,7.8,90,5.1,180,75,90,6479
654,M-SWC,MSWC0654,2007,23,28.5,18.6,3157.3,1788.5,986.5,521.4,1817.9,medium_maturity,Paddy soils,,28.1,6.8,68,5.3,180,75,90,6524
655,M-SWC,MSWC0655,2008,23.5,29.2,19.6,3213.3,1843.3,985.7,466,1732.3,medium_maturity,Paddy soils,,28.1,6.7,69,5.3,180,75,90,6444
656,M-SWC,MSWC0656,2009,23.5,28.8,19.8,2885.3,1655.3,742.9,469.4,1643.9,medium_maturity,Paddy soils,,24.1,14.8,59,5.7,180,75,90,7713
657,M-SWC,MSWC0657,2009,23.6,28.9,19.9,2885.4,1655.4,743,469.5,1644.9,medium_maturity,Paddy soils,,25.6,14.2,67,5,180,75,90,6800
658,M-SWC,MSWC0658,2006,25.4,30.7,21.3,3123.6,1895,494.2,645.9,1929.1,late_maturity,Fluvo-aquic soils,,25.1,50.7,82,6.2,200,72,108,7736
659,M-SWC,MSWC0659,2007,25.8,30.5,21.8,3226.8,1976.8,889.5,564.2,1811.8,late_maturity,Fluvo-aquic soils,,16.1,16.7,56,7.3,180,75,90,8226
660,M-SWC,MSWC0660,2007,25.8,30.5,21.8,2989.1,1829.1,852.3,510.7,1664.6,late_maturity,Limestone soils,,31.7,10.5,79,7.7,180,75,90,8567
661,M-SWC,MSWC0661,2008,26.7,31.7,22.4,2984.8,1864.8,790.5,597.9,1780.4,late_maturity,Fluvo-aquic soils,,14.3,9.9,82,7,225,105,120,7634
662,M-SWC,MSWC0662,2008,26.7,31.8,22.5,3207.7,2007.7,806.5,652,1919.3,late_maturity,Fluvo-aquic soils,,12.4,8.6,68,7.2,225,105,120,7415
663,M-SWC,MSWC0663,2007,24.5,29.4,20.4,2822.8,1672.8,850.1,478,1596.3,late_maturity,Fluvo-aquic soils,,22.5,24.7,106,6.8,180,90,120,7656
664,M-SWC,MSWC0664,2010,22.1,27.5,18.4,3272.9,1798.8,1155.8,655.6,2076.6,medium_maturity,Red earths,,34.2,6.7,88,5.4,180,75,105,8918
665,M-SWC,MSWC0665,2006,25.1,30.5,20.9,2882.5,1733.9,475,614.9,1821.3,late_maturity,Limestone soils,,22.2,37.4,163,7.8,200,72,108,7716
666,M-SWC,MSWC0666,2007,24.8,29.6,20.6,2898.3,1728.3,856.2,497.5,1643.4,late_maturity,Limestone soils,,26.4,12.5,81,7.2,180,75,90,8717
667,M-SWC,MSWC0667,2008,26.6,31.7,22.3,3084.7,1924.7,790.5,633.7,1865.2,late_maturity,Red earths,,29.3,21.9,72,5.4,225,105,120,8580
668,M-SWC,MSWC0668,2010,21,26.2,17.4,2975.7,1582.5,1151.4,556.7,1865.8,medium_maturity,Purplish soils,,23.9,9.2,75,7.4,195,75,105,6985
669,M-SWC,MSWC0669,2006,25.5,30.9,21.4,3261.5,1982.9,502.5,684.3,2024.7,late_maturity,Red earths,,29.3,17.6,124,7.6,200,72,108,9525
670,M-SWC,MSWC0670,2008,24.7,29.7,21,2935.6,1745.6,850.8,580.3,1799.5,medium_maturity,Purplish soils,,27.2,49.7,326,8,180,120,105,6888
671,M-SWC,MSWC0671,2006,22.6,27.9,18.7,2891.4,1611.4,348.8,520.2,1733.9,medium_maturity,Paddy soils,,19.8,6.6,90,5.1,210,90,105,7254
672,M-SWC,MSWC0672,2007,22.8,28,18.9,2989.5,1679.5,392.1,461.5,1653.3,medium_maturity,Paddy soils,,17.5,26.5,86,5.1,210,90,105,6540
673,M-SWC,MSWC0673,2008,23,28.4,19.1,3100.9,1750.9,559,587.1,1898,late_maturity,Purplish soils,,19.6,8.4,83,8,210,90,120,8021
674,M-SWC,MSWC0674,2008,21.6,28,17.4,2792.2,1502.2,750.4,679.3,2031.2,medium_maturity,Paddy soils,,22.8,21.2,74,7.8,152,54,72,8025
675,M-SWC,MSWC0675,2006,23,29.8,18.1,3306,1866,712.2,852.5,2405.3,medium_maturity,Red earths,,35,18,244,5.5,83,36,135,5841
676,M-SWC,MSWC0676,2007,20.5,26,16.9,2669.5,1369.5,776.1,810,2248,medium_maturity,Purplish soils,,39.8,11.2,114,5.7,300,150,150,8400
677,M-SWC,MSWC0677,2007,21.1,26.3,17.7,2363.9,1243.9,673.3,687.6,1918.2,medium_maturity,Purplish soils,,6,5.2,90,7.7,300,120,150,7667
678,M-SWC,MSWC0678,2008,20.2,25.9,16.7,2711,1371,712.3,698.3,2062.4,medium_maturity,Red earths,,12.6,5.9,143,7.2,270,105,75,9686
679,M-SWC,MSWC0679,2007,20.7,26,17.4,2590.6,1340.6,771.6,740.8,2082.7,medium_maturity,Red earths,,36.1,6.1,69,7.4,300,150,150,9000
680,M-SWC,MSWC0680,2008,20.2,25.7,16.7,2464.9,1244.9,689.8,608.6,1852.3,medium_maturity,Red earths,,22.9,21.8,102,4.8,300,150,150,8250
681,M-SWC,MSWC0681,2007,20.4,26.5,16.8,2818.1,1438.1,724.5,716.7,2077.2,medium_maturity,Paddy soils,,26.8,12.6,134,7.9,255,105,60,9582
682,M-SWC,MSWC0682,2007,20.5,26.8,16.6,2978.4,1528.4,786.8,801.5,2310.7,medium_maturity,Paddy soils,,15.6,69.5,106,5,255,105,60,9084
683,M-SWC,MSWC0683,2007,24.3,30.5,20.6,2813.2,1653.2,633,614.3,1767,medium_maturity,Red earths,,49.4,5.6,94,5,188,84,150,9041
684,M-SWC,MSWC0684,2006,27.3,32.8,23.2,2598,1648,128,506.6,1470.7,medium_maturity,Purplish soils,,17,9.9,116,7.7,300,90,90,7205
685,M-SWC,MSWC0685,2007,23.6,29.2,19.3,2811.6,1621.6,425.2,543.7,1726.7,medium_maturity,Purplish soils,,12,51.1,77,5.8,300,90,90,7670
686,M-SWC,MSWC0686,2008,25.5,30.7,21.6,2601.7,1581.7,469.4,458.4,1459.3,medium_maturity,Purplish soils,,16,8.3,134,7.9,300,90,90,7331
687,M-SWC,MSWC0687,2008,25.5,30.7,21.6,2601.7,1581.7,469.4,458.4,1459.3,medium_maturity,Purplish soils,,16,13.2,92,7.8,300,90,90,8940
688,M-SWC,MSWC0688,2008,24.1,29.5,20,2921.7,1711.7,475.3,535.5,1735.6,medium_maturity,Purplish soils,,9,10.8,59,7.4,300,90,90,8781
689,M-SWC,MSWC0689,2008,24.1,29.5,20,2921.7,1711.7,475.3,535.5,1735.6,medium_maturity,Purplish soils,,10,16.8,71,7.9,300,90,90,7526
690,M-SWC,MSWC0690,2007,24.6,29.6,20.9,3172.4,1882.4,489.3,561.5,1816.6,medium_maturity,Paddy soils,,55.2,38.4,148,6.8,240,105,120,6593
691,M-SWC,MSWC0691,2007,23.7,29.4,20.1,2873.2,1663.2,450.1,458.4,1614.4,medium_maturity,Purplish soils,,12.6,22,115,7.3,159,63,80,9576
692,M-SWC,MSWC0692,2007,23.6,29.3,19.9,3722.4,2142.4,622.7,591.8,2065.4,medium_maturity,Yellow-brown earths,,28.5,24,122,7.1,264,105,132,9878
693,M-SWC,MSWC0693,2008,23.2,28.7,19.5,3729,2119,721.9,574.4,2054.2,medium_maturity,Yellow-brown earths,,12.6,13.8,71,6.6,264,105,132,8258
694,M-SWC,MSWC0694,2007,23.7,29.4,20,3011.2,1741.2,458.3,485.8,1698.9,medium_maturity,Paddy soils,,24.4,22.4,121,7.3,162,65,81,7560
695,M-SWC,MSWC0695,2008,23.2,28.8,19.5,3387.2,1927.2,673.1,535.7,1903.9,medium_maturity,Limestone soils,,10.7,15.7,138,6,252,101,126,9372
696,M-SWC,MSWC0696,2008,23.3,29,19.3,4333.2,2473.2,676.2,799,2476,late_maturity,Yellow earths,,15.8,24.1,156,8.1,225,75,90,7548
697,M-SWC,MSWC0697,2007,23.2,28.1,19.8,3543.9,2013.9,807.5,507.5,1785,late_maturity,Yellow earths,,16.6,16.5,72,7.3,225,75,90,8402
698,M-SWC,MSWC0698,2007,23.3,28.3,19.9,3569.1,2039.1,807.5,513.9,1807,late_maturity,Yellow earths,,30.7,8.2,46,7.2,225,75,90,7550
699,M-SWC,MSWC0699,2009,22.7,27.5,19.3,4193.2,2343.2,986.3,569.5,2114.5,late_maturity,Purplish soils,,16.8,28.2,116,5.7,225,75,90,8981
700,M-SWC,MSWC0700,2008,23.5,28.9,19.8,3688.4,2118.4,659.6,629.6,1988.8,late_maturity,Yellow earths,,11.5,8.7,132,6.7,225,75,90,7689
701,M-SWC,MSWC0701,2008,24.9,30.5,20.9,3207.7,1917.7,588,541.6,1748,late_maturity,Yellow earths,,10.6,24.4,77,7.1,225,90,90,7524
702,M-SWC,MSWC0702,2009,22.7,27.5,19.3,4190.9,2340.9,986,570.3,2112.6,late_maturity,Yellow-brown earths,,19.2,8.3,81,7.8,225,90,75,9536
703,M-SWC,MSWC0703,2008,23.7,29.4,19.7,4131.3,2391.3,661.4,738.2,2315.3,late_maturity,Yellow-brown earths,,9.7,10.5,144,6.9,225,75,75,7746
704,M-SWC,MSWC0704,2007,23.3,28.3,19.9,3569.1,2039.1,807.5,513.9,1807,late_maturity,Yellow earths,,23,3.3,159,7.9,225,75,90,5751
705,M-SWC,MSWC0705,2009,22.8,27.6,19.4,4141.8,2321.8,986,559.1,2085.1,late_maturity,Yellow earths,,28.6,10,116,7.4,225,75,75,7823
706,M-SWC,MSWC0706,2008,25.1,30.8,21,3006.3,1806.3,475,537.4,1690,medium_maturity,Purplish soils,,28.2,6.5,67,7.4,210,75,75,7730
707,M-SWC,MSWC0707,2008,23.8,29.2,20,3640.1,2110.1,653.7,623.3,1967.5,medium_maturity,Purplish soils,,23,31.9,90,7,225,75,90,7550
708,M-SWC,MSWC0708,2008,25,30.7,21,3054.5,1834.5,494.7,532.3,1687.3,medium_maturity,Purplish soils,,16.7,7.8,83,7.9,225,90,90,7550
709,M-SWC,MSWC0709,2007,25.2,30.7,21.5,3072.4,1852.4,559.3,564.1,1735.9,medium_maturity,Paddy soils,,19.6,10.6,126,5.4,270,90,75,6912
710,M-SWC,MSWC0710,2008,25.1,30.9,21.2,2940,1770,591,583.5,1759,medium_maturity,Purplish soils,,14.1,10.3,105,6.4,270,90,75,6978
711,M-SWC,MSWC0711,2008,25.1,30.9,21.2,2963.2,1783.2,591,592,1779.9,late_maturity,Yellow earths,,17.1,8.8,112,6.2,255,105,60,6918
712,M-SWC,MSWC0712,2005,24.3,29.5,20.4,2452.2,1442.2,558.6,413.2,1390.6,medium_maturity,Purplish soils,,12.3,4.9,77,8.7,152,56,84,7155
713,M-SWC,MSWC0713,2008,24,30.1,20.2,2763.3,1613.3,682.2,608.9,1752.7,medium_maturity,Purplish soils,,21.9,8.9,127,8.1,155,46,74,8670
714,M-SWC,MSWC0714,2009,24,29.5,20.7,2687.2,1567.2,1112,420.6,1456.8,medium_maturity,Purplish soils,,16.4,25.3,129,8.2,210,40,45,5715
715,M-SWC,MSWC0715,2008,23.2,28.2,19.6,3527.3,2007.3,706.4,733.6,2249.6,medium_maturity,Purplish soils,,7,9.3,81,8.1,270,60,60,8891
716,M-SWC,MSWC0716,2009,21.7,26.2,18.5,2821,1521,380.3,444.7,1611,medium_maturity,Purplish soils,,14,11,71,8.1,270,60,60,8547
717,M-SWC,MSWC0717,2008,23,28,19.2,3147,1777,590,678.6,2058.6,medium_maturity,Purplish soils,,12,7.3,98,8.6,270,60,60,9158
718,M-SWC,MSWC0718,2008,23,28.1,19.3,3060.5,1730.5,528.9,656.9,1999.3,medium_maturity,Purplish soils,,13,3.7,107,8.6,270,60,60,8802
719,M-SWC,MSWC0719,2007,21.5,26.7,18,2902,1556.5,1229.7,454.6,1666.8,medium_maturity,Purplish soils,,14.3,15.2,60,5.9,225,90,113,7614
720,M-SWC,MSWC0720,2007,20.2,25.2,16.7,2786.5,1418.7,1143.4,424.4,1614.1,late_maturity,Purplish soils,,11.4,18.3,89,7.2,225,90,113,7493
721,M-SWC,MSWC0721,2009,20.5,25.4,17.2,2832.7,1457.2,665,454.2,1652.7,medium_maturity,Purplish soils,,10.4,5.4,88,7.2,225,90,113,5805
722,M-SWC,MSWC0722,2007,20.4,25.4,17,2959.8,1522,1183.2,450.5,1706.8,medium_maturity,Purplish soils,,21.3,14,79,7,225,90,113,7533
723,M-SWC,MSWC0723,2009,21.1,25.6,17.9,3125.4,1648.6,530.6,579.5,1939,medium_maturity,Purplish soils,,18.8,7.2,67,4.9,300,105,75,7021
724,M-SWC,MSWC0724,2006,21.5,26.6,17.7,3136.4,1699.1,554.7,740.2,2176.5,medium_maturity,Purplish soils,,9.6,67.3,47,5,270,135,135,7995
725,M-SWC,MSWC0725,2006,21.5,26.6,17.7,3136.4,1699.1,554.7,740.2,2176.5,medium_maturity,Purplish soils,,14,45.1,43,5.6,270,135,135,7095
726,M-SWC,MSWC0726,2006,21.5,26.6,17.7,3136.4,1699.1,554.7,740.2,2176.5,medium_maturity,Purplish soils,,19.1,21.3,58,4.5,270,135,135,8280
727,M-SWC,MSWC0727,2006,21.5,26.6,17.7,3136.4,1699.1,554.7,740.2,2176.5,medium_maturity,Purplish soils,,14.7,38.5,63,5.2,270,135,135,7630
728,M-SWC,MSWC0728,2007,21.4,26.2,18,3125.8,1671.1,1048.6,583.1,1944.2,medium_maturity,Purplish soils,,12.9,12.5,58,6.5,270,105,75,7404
729,M-SWC,MSWC0729,2007,21.2,26,17.9,3144.2,1671.2,1050.2,586.6,1959.9,medium_maturity,Purplish soils,,14.4,40.1,104,5.3,270,105,75,5056
730,M-SWC,MSWC0730,2008,21.4,26.4,17.6,3184.2,1694.6,606.4,621.2,2014.2,late_maturity,Purplish soils,,13,16.2,74,6.2,270,105,75,8462
731,M-SWC,MSWC0731,2008,21.4,26.4,17.6,3184.2,1694.6,606.4,621.2,2014.2,late_maturity,Purplish soils,,13.9,6.7,96,5.1,270,105,75,8756
732,M-SWC,MSWC0732,2008,21.4,26.4,17.6,3184.2,1694.6,606.4,621.2,2014.2,late_maturity,Purplish soils,,13.9,8.7,74,5.5,270,105,75,7880
733,M-SWC,MSWC0733,2009,21.1,25.6,17.9,3087.8,1631,530.6,568.8,1911.3,medium_maturity,Purplish soils,,13.1,7.3,103,4.9,300,105,75,8145
734,M-SWC,MSWC0734,2007,21.2,26.3,17.6,2671.4,1414.1,1042.9,463.6,1610.4,medium_maturity,Purplish soils,,17.3,5.5,125,7.6,270,135,135,8184
735,M-SWC,MSWC0735,2007,21.3,26.4,17.7,2550.3,1353,1038.8,431.7,1520.7,medium_maturity,Purplish soils,,11.7,7.5,78,7.4,270,135,135,5418
736,M-SWC,MSWC0736,2006,21.6,27,17.7,2727.1,1480.8,481.9,625.8,1871.1,medium_maturity,Purplish soils,,12.3,3.8,95,6.4,270,135,135,7698
737,M-SWC,MSWC0737,2006,21.6,27,17.7,2727.1,1480.8,481.9,625.8,1871.1,medium_maturity,Purplish soils,,14.5,3.6,63,5.7,270,135,135,6987
738,M-SWC,MSWC0738,2008,19.2,25.5,15.1,2628,1270.8,617.6,578.6,1825.3,medium_maturity,Purplish soils,,16.5,23.7,107,6.8,218,53,30,8084
739,M-SWC,MSWC0739,2008,18.7,25,14.7,2605.3,1234.9,628.3,565.2,1806.5,medium_maturity,Purplish soils,,15,20.3,103,7.2,348,84,48,8744
740,M-SWC,MSWC0740,2008,18.2,24.3,14.2,2560.8,1183.2,632.1,539.2,1765.4,medium_maturity,Purplish soils,,20.5,15.1,181,7.4,348,84,48,8384
741,M-SWC,MSWC0741,2008,19.3,25.6,15.3,2782.8,1359.1,632.3,606.1,1915.9,medium_maturity,Purplish soils,,16.8,25.4,75,7.2,218,53,30,6675
742,M-SWC,MSWC0742,2008,24.3,30.6,20.4,2750.8,1620.8,579.9,574.4,1743.3,medium_maturity,Purplish soils,,11.3,34,121,6.7,255,120,30,9731
743,M-SWC,MSWC0743,2007,22.9,27.7,19.5,2881.4,1621.4,880.9,512.8,1714.2,medium_maturity,Paddy soils,,19.5,6.5,87,7.4,240,90,60,5100
744,M-SWC,MSWC0744,2007,22.9,27.7,19.5,2906.3,1636.3,890.8,513.6,1722.6,medium_maturity,Purplish soils,,10.8,5.6,76,8.3,240,90,60,4350
745,M-SWC,MSWC0745,2007,22.9,27.7,19.6,2934,1654,890.8,521.1,1741.8,medium_maturity,Purplish soils,,8.3,5.9,89,8.2,240,90,60,5490
746,M-SWC,MSWC0746,2008,22.6,27.9,18.7,3699,2059,689.4,794.8,2403.3,medium_maturity,Purplish soils,,18.3,13.8,98,8.1,203,75,60,6753
747,M-SWC,MSWC0747,2008,22.3,27.7,18.5,3794.5,2094.5,706.5,814.4,2466.9,medium_maturity,Purplish soils,,9.3,8.9,93,8.1,143,68,60,5925
748,M-SWC,MSWC0748,2008,22.6,27.9,18.7,3747.7,2087.7,706.5,803.8,2430.7,medium_maturity,Purplish soils,,16.3,11.2,98,8.2,143,75,53,6570
749,M-SWC,MSWC0749,2008,22.7,28.1,18.9,3721.8,2081.8,706.5,798.4,2412.1,medium_maturity,Purplish soils,,13.8,11.2,93,8.1,188,75,90,5580
750,M-SWC,MSWC0750,2006,23.4,29.3,19,3864.2,2230.4,413.8,857.3,2508,medium_maturity,Purplish soils,,17.2,10.9,80,7.9,128,60,60,4749
751,M-SWC,MSWC0751,2008,22.6,27.9,18.7,3747.7,2087.7,706.5,803.8,2430.7,medium_maturity,Purplish soils,,18.2,12.9,108,8.2,135,75,60,4418
752,M-SWC,MSWC0752,2006,20.6,24.9,17.2,2324.6,1204.8,379.6,639,1808.4,medium_maturity,Purplish soils,,7.1,4.5,71,8.2,204,113,90,5681
753,M-SWC,MSWC0753,2006,21,25.3,17.6,2476,1306.2,379.6,686.4,1921.5,medium_maturity,Purplish soils,,12,27.3,78,7.1,204,113,90,6084
754,M-SWC,MSWC0754,2006,23,27.3,19.3,3282.5,1860.6,397.9,926.1,2489.6,medium_maturity,Purplish soils,,12.5,5.6,81,7.2,270,60,60,7112
755,M-SWC,MSWC0755,2009,21.7,26.2,18.6,2870.5,1551.2,457.6,459.6,1640.3,medium_maturity,Purplish soils,,13.2,5.2,76,8.3,270,90,60,7314
756,M-SWC,MSWC0756,2008,22.1,27.1,18.5,3118.5,1708.5,618.2,709.2,2102.4,medium_maturity,Purplish soils,,30.9,8.1,124,8.1,420,105,105,5750
757,M-SWC,MSWC0757,2006,24.9,30.2,20.8,3263.5,1956.9,286.1,879,2341.9,medium_maturity,Paddy soils,,32.3,16,94,8,225,90,81,6870
758,M-SWC,MSWC0758,2006,22.9,27.8,19.1,2902.5,1642.9,444.3,674.2,1957.3,medium_maturity,Purplish soils,,7.8,29.1,108,8,195,75,75,6329
759,M-SWC,MSWC0759,2006,22.9,27.8,19.1,2902.5,1642.9,444.3,674.2,1957.3,medium_maturity,Purplish soils,,7.7,63.2,79,5.2,195,75,75,7295
760,M-SWC,MSWC0760,2009,21.4,25.9,18.2,2885.1,1535.7,535.9,503.4,1737.8,medium_maturity,Purplish soils,,11.5,6.9,129,8.2,195,75,75,7430
761,M-SWC,MSWC0761,2008,22.5,27.3,18.9,3128,1738,503.3,705.9,2100,medium_maturity,Purplish soils,,21.6,5.7,108,6.5,195,75,75,6860
762,M-SWC,MSWC0762,2008,22.1,26.9,18.5,2853.6,1563.6,409.2,623.5,1896.9,medium_maturity,Purplish soils,,20.3,7.4,106,6.4,195,75,75,7113
763,M-SWC,MSWC0763,2008,22.3,27.1,18.7,2947.3,1627.3,503.3,648.8,1962.2,medium_maturity,Purplish soils,,9.3,3.9,120,5.2,195,75,75,7694
764,M-SWC,MSWC0764,2007,22.5,27.3,19.1,3081.3,1712.5,873.1,462.3,1692.5,medium_maturity,Purplish soils,,8.8,52.2,108,8,183,75,77,6459
765,M-SWC,MSWC0765,2008,21,26.3,17.5,3410,1800.7,836.1,755.3,2305.5,medium_maturity,Purplish soils,,14.3,15.5,76,6.4,210,90,75,9551
766,M-SWC,MSWC0766,2009,22.1,27.1,18.7,2785.7,1525.7,350.1,426.4,1567.6,medium_maturity,Purplish soils,,7.4,19,242,4.8,225,150,150,8805
767,M-SWC,MSWC0767,2009,22.2,27.2,18.8,2785.8,1525.8,350.2,426.5,1568.6,medium_maturity,Purplish soils,,15.3,18,58,8.1,225,150,150,9782
768,M-SWC,MSWC0768,2009,21.3,26.3,17.8,3060.7,1620.8,455,501.6,1786.3,medium_maturity,Purplish soils,,20.2,16,33,8.2,225,150,150,6821
769,M-SWC,MSWC0769,2007,23.9,29.2,20,3173.2,1843.2,413.1,639.7,1975.2,late_maturity,Purplish soils,,12,10.7,71,7.9,210,90,90,7541
770,M-SWC,MSWC0770,2008,23.7,28.9,19.6,3312.5,1912.5,545.1,585.5,2022.9,medium_maturity,Purplish soils,,12,9.2,158,8.4,242,90,150,7695
771,M-SWC,MSWC0771,2006,25.2,30.9,20.9,3119.2,1879.2,328.3,743.2,2091,medium_maturity,Purplish soils,,22.5,7.3,114,8.2,315,90,45,5078
772,M-SWC,MSWC0772,2006,25.3,31.1,21,3264.2,1974.2,343.2,787.8,2195.7,medium_maturity,Purplish soils,,12.5,5.1,85,8.4,315,90,45,6545
773,M-SWC,MSWC0773,2008,24.5,29.8,20.6,3183.7,1883.7,460.8,771.4,2177.4,medium_maturity,Purplish soils,,16.2,7.5,102,8.2,315,90,45,7409
774,M-SWC,MSWC0774,2008,24.5,29.8,20.6,3183.7,1883.7,460.8,771.4,2177.4,medium_maturity,Purplish soils,,17.2,4.8,67,8.4,315,90,45,9030
775,M-SWC,MSWC0775,2006,24,28.8,20.3,3092.3,1802.3,317.5,629.7,1925.4,medium_maturity,Purplish soils,,20.1,3.1,57,7.7,180,81,72,5397
776,M-SWC,MSWC0776,2007,23.7,28.3,20.3,3036.5,1756.5,435.5,574,1823,late_maturity,Purplish soils,,7.8,35.8,70,7.5,206,72,72,5585
777,M-SWC,MSWC0777,2009,24.1,28.5,21.1,3062.7,1792.7,560.5,335.8,1451.5,medium_maturity,Purplish soils,,21,10.2,84,7.2,225,90,90,6434
778,M-SWC,MSWC0778,2008,22.6,27.7,18.9,2896.7,1616.7,506.5,629.9,1919.8,medium_maturity,Yellow earths,,14.7,25.8,47,5,180,75,105,8438
779,M-SWC,MSWC0779,2009,21.1,25.7,17.9,3078.2,1619.4,440.5,434.2,1689.9,late_maturity,Paddy soils,,29.9,7.4,167,4.4,270,120,105,4392
