Soil quality,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
high,single rice,SRYZB0322,2008,SRYZB04,WS0643,26.35 ,32.14 ,23.18 ,2819.8,1749.8,692.5,408.7,1407.14,Paddy soils,loam,43.7 ,18.9 ,154 ,5.0 ,180 ,120 ,180 ,6410 
low,single rice,SRYZB0324,2008,SRYZB04,WS0643,26.27 ,32.16 ,23.04 ,2863.7,1773.7,692.5,427.8,1456.82,Paddy soils,sandy loam,18.3 ,22.3 ,36 ,4.7 ,150 ,90 ,150 ,7844 
low,single rice,SRYZB0328,2008,SRYZB04,WS0608,23.96 ,28.78 ,20.81 ,2851.3,1661.3,641.5,496.3,1644.89,Paddy soils,sandy loam,29.5 ,15.3 ,25 ,5.4 ,150 ,105 ,150 ,9679 
low,single rice,SRYZB0330,2008,SRYZB04,WS0608,24.05 ,28.88 ,20.94 ,2813.7,1643.7,618.8,493.1,1619.35,Paddy soils,sandy loam,33.4 ,20.6 ,49 ,4.9 ,150 ,105 ,150 ,7943 
low,single rice,SRYZB0340,2009,SRYZB04,WS0605,23.20 ,28.35 ,19.89 ,2574.8,1464.8,429.1,513.4,1619.31,Paddy soils,silt loam,40.4 ,13.5 ,82 ,5.9 ,180 ,120 ,180 ,8825 
low,single rice,SRYZB0373,2007,SRYZB04,WS0530,23.74 ,28.30 ,20.63 ,3062.3,1772.3,771.5,425.3,1573.82,Paddy soils,sandy loam,38.8 ,9.6 ,56 ,7.4 ,150 ,105 ,150 ,6894 
high,single rice,SRYZB0376,2007,SRYZB04,WS0530,24.01 ,28.52 ,20.91 ,2976.8,1736.8,758.8,405.2,1537.3,Paddy soils,silty clay loam,23.9 ,2.2 ,95 ,6.6 ,150 ,105 ,150 ,8153 
high,single rice,SRYZB0377,2007,SRYZB04,WS0530,24.25 ,28.66 ,21.29 ,2716.3,1596.3,744.2,356.1,1370.52,Paddy soils,loam,44.1 ,27.0 ,222 ,6.5 ,180 ,120 ,180 ,7328 
high,single rice,SRYZB0378,2007,SRYZB04,WS0530,23.93 ,28.39 ,20.89 ,3015.5,1755.5,770.9,405.2,1545.13,Paddy soils,loam,26.8 ,80.4 ,238 ,6.3 ,120 ,90 ,120 ,6780 
high,single rice,SRYZB1989,2008,SRYZB04,WS0563,23.57 ,28.74 ,20.21 ,2781.1,1601.1,487,555.4,1727.95,Paddy soils,loam,39.1 ,28.0 ,118 ,6.2 ,120 ,90 ,120 ,8117 
high,single rice,SRYZB0379,2008,SRYZB04,WS0563,23.61 ,28.75 ,20.24 ,2998.4,1728.4,497.2,609.3,1856.38,Paddy soils,clay,33.9 ,28.8 ,140 ,7.6 ,150 ,105 ,150 ,7493 
high,single rice,SRYZB0380,2008,SRYZB04,WS0563,23.32 ,28.44 ,19.96 ,3195.1,1825.1,560.7,643.7,1964.64,Paddy soils,loam,40.4 ,29.7 ,174 ,6.6 ,225 ,150 ,240 ,7625 
low,single rice,SRYZB0386,2007,SRYZB04,WS0565,23.92 ,29.11 ,20.67 ,3228.9,1878.9,685.8,469.2,1687.14,Paddy soils,sandy loam,39.9 ,9.8 ,42 ,7.5 ,150 ,105 ,150 ,8250 
low,single rice,SRYZB0387,2008,SRYZB04,WS0565,24.00 ,29.64 ,20.42 ,3071.4,1791.4,717.1,504.8,1687.48,Paddy soils,clay loam,40.4 ,25.3 ,61 ,6.3 ,180 ,120 ,180 ,9225 
low,single rice,SRYZB0390,2007,SRYZB04,WS0566,25.48 ,30.22 ,22.37 ,3211,1951,654.4,463.8,1640.08,Paddy soils,sandy loam,32.3 ,20.7 ,82 ,6.6 ,150 ,105 ,150 ,6471 
high,single rice,SRYZB0393,2008,SRYZB04,WS0534,24.71 ,30.01 ,21.28 ,3014.6,1794.6,588.2,446.3,1588.49,Paddy soils,loam,34.8 ,26.4 ,164 ,5.7 ,150 ,120 ,150 ,10562 
high,single rice,SRYZB0394,2008,SRYZB04,WS0534,24.73 ,30.01 ,21.32 ,3436.9,2046.9,626.7,511.4,1787.53,Paddy soils,loam,41.4 ,11.9 ,110 ,6.3 ,150 ,120 ,150 ,8696 
high,single rice,SRYZB1448,2008,SRYZB10,WS0262,24.97 ,30.29 ,21.30 ,2621.5,1571.5,566.4,377.2,1356.54,Paddy soils,loam,39.6 ,30.9 ,98 ,5.4 ,135 ,53 ,90 ,9161 
low,single rice,SRYZB1450,2007,SRYZB10,WS0258,24.62 ,30.31 ,20.85 ,2707.9,1607.9,546.6,409.9,1450.91,Paddy soils,clay loam,35.4 ,22.2 ,69 ,5.7 ,113 ,75 ,75 ,7341 
low,single rice,SRYZB1454,2008,SRYZB10,WS0258,24.16 ,29.88 ,20.18 ,2633.6,1543.6,621.6,391.454,1393.47,Paddy soils,clay loam,36.8 ,21.4 ,75 ,5.1 ,60 ,90 ,75 ,8742 
low,single rice,SRYZB1456,2008,SRYZB10,WS0257,24.17 ,29.44 ,20.63 ,2900.6,1700.6,459.1,472.5,1610.1,Paddy soils,clay loam,25.0 ,25.8 ,53 ,5.8 ,180 ,90 ,195 ,9900 
low,single rice,SRYZB1458,2008,SRYZB10,WS0257,24.15 ,29.47 ,20.54 ,2897.4,1697.4,455.1,470.4,1610.58,Paddy soils,clay loam,32.0 ,30.7 ,59 ,5.9 ,180 ,90 ,195 ,8940 
high,single rice,SRYZB1459,2008,SRYZB10,WS0252,24.45 ,29.29 ,20.93 ,2884.9,1704.9,394.6,488.9,1618.76,Paddy soils,clay,30.2 ,20.5 ,161 ,6.2 ,120 ,44 ,72 ,8466 
low,single rice,SRYZB1461,2007,SRYZB10,WS0252,25.09 ,29.52 ,21.66 ,2634.2,1584.2,479,456,1483.86,Paddy soils,clay loam,40.1 ,21.3 ,88 ,5.4 ,135 ,68 ,120 ,7838 
high,single rice,SRYZB2101,2007,SRYZB10,WS0252,24.99 ,29.53 ,21.45 ,2849.1,1709.1,482.4,512,1637.77,Paddy soils,loam,27.1 ,49.8 ,120 ,6.0 ,120 ,60 ,120 ,8970 
high,single rice,SRYZB1462,2007,SRYZB10,WS0252,24.76 ,29.19 ,21.34 ,2971,1771,515.4,514,1669.71,Paddy soils,silty clay loam,51.8 ,25.1 ,144 ,6.1 ,128 ,60 ,105 ,8325 
high,single rice,SRYZB1466,2007,SRYZB10,WS0270,25.52 ,30.67 ,21.84 ,3036.5,1846.5,493,499.4,1665.96,Paddy soils,clay,33.3 ,15.0 ,99 ,7.6 ,135 ,75 ,75 ,8505 
low,single rice,SRYZB1467,2007,SRYZB10,WS0270,26.05 ,30.98 ,22.57 ,2813.1,1733.1,409.3,434.7,1481.27,Paddy soils,sandy loam,41.8 ,21.6 ,70 ,6.2 ,135 ,75 ,75 ,7886 
high,single rice,SRYZB1468,2007,SRYZB10,WS0269,25.39 ,30.47 ,21.54 ,2817.9,1707.9,643.3,414.927,1467.28,Paddy soils,loam,43.5 ,14.2 ,104 ,7.0 ,135 ,60 ,75 ,10025 
low,single rice,SRYZB1512,2006,SRYZB10,WS0253,25.15 ,29.69 ,21.73 ,2842.2,1712.2,619.1,482.8,1587.04,Paddy soils,sandy loam,39.8 ,10.4 ,88 ,6.3 ,180 ,80 ,90 ,10275 
high,single rice,SRYZB1513,2006,SRYZB10,WS0253,25.11 ,29.65 ,21.69 ,2812.7,1692.7,619.1,477.6,1572.63,Paddy soils,clay,35.1 ,9.6 ,90 ,5.9 ,180 ,80 ,90 ,10886 
low,single rice,SRYZB1523,2009,SRYZB10,WS0400,23.91 ,29.02 ,20.64 ,3299.3,1919.3,1196.5,502.2,1763.54,Paddy soils,clay loam,28.5 ,11.9 ,87 ,4.9 ,150 ,75 ,60 ,9570 
high,single rice,SRYZB1525,2009,SRYZB10,WS0397,24.02 ,29.45 ,20.82 ,2521.6,1471.6,1119,379.4,1316.4,Paddy soils,loam,31.8 ,11.9 ,106 ,8.1 ,175 ,85 ,120 ,8505 
low,single rice,SRYZB2108,2008,SRYZB10,WS0425,25.50 ,30.99 ,21.53 ,2932.6,1782.6,752.6,580.3,1767.22,Paddy soils,sandy loam,23.5 ,12.3 ,68 ,5.9 ,150 ,90 ,90 ,9230 
low,single rice,SRYZB1535,2008,SRYZB10,WS0425,25.70 ,30.99 ,21.94 ,3161.3,1931.3,763.7,601.4,1839.07,Paddy soils,clay loam,24.2 ,14.0 ,77 ,5.6 ,150 ,90 ,90 ,8114 
high,single rice,SRYZB1537,2006,SRYZB10,WS0456,27.20 ,32.58 ,22.88 ,2856,1806,450.2,694.9,1884.54,Paddy soils,clay,29.9 ,2.3 ,97 ,5.0 ,120 ,68 ,68 ,6746 
low,single rice,SRYZB1541,2006,SRYZB10,WS0452,26.56 ,32.14 ,22.08 ,2762.4,1722.4,403.1,689.8,1870.28,Paddy soils,clay loam,18.9 ,3.4 ,53 ,5.3 ,135 ,68 ,68 ,5850 
low,single rice,SRYZB1553,2008,SRYZB10,WS0424,25.60 ,30.92 ,22.05 ,2508.4,1528.4,578.8,591.3,1649.15,Paddy soils,sandy loam,10.6 ,7.4 ,44 ,5.5 ,105 ,45 ,45 ,8145 
high,single rice,SRYZB1556,2008,SRYZB10,WS0426,25.15 ,30.51 ,21.40 ,2665.9,1605.9,483.3,623.1,1769.68,Paddy soils,clay,32.0 ,15.2 ,107 ,6.9 ,105 ,45 ,53 ,9687 
high,single rice,SRYZB1557,2008,SRYZB10,WS0426,25.15 ,30.51 ,21.40 ,2665.9,1605.9,483.3,623.1,1769.68,Paddy soils,clay,32.0 ,15.2 ,107 ,6.9 ,105 ,45 ,53 ,9341 
low,single rice,SRYZB1565,2006,SRYZB10,WS0423,26.56 ,32.07 ,22.41 ,2868.6,1788.6,385.1,596,1740.17,Paddy soils,clay loam,19.0 ,5.2 ,67 ,7.1 ,150 ,45 ,60 ,8154 
high,single rice,SRYZB1578,2006,SRYZB10,WS0422,25.90 ,31.81 ,21.67 ,3393.5,2083.5,700.5,846.2,2274.08,Paddy soils,silty clay loam,8.6 ,2.9 ,102 ,8.1 ,165 ,75 ,60 ,8242 
high,single rice,SRYZB1586,2008,SRYZB10,WS0418,25.23 ,30.60 ,21.28 ,2926.4,1766.4,576.6,616.7,1830.41,Paddy soils,clay,29.4 ,10.0 ,106 ,6.6 ,143 ,75 ,60 ,7407 
low,single rice,SRYZB1587,2008,SRYZB10,WS0418,25.23 ,30.60 ,21.28 ,2926.4,1766.4,576.6,616.7,1830.41,Paddy soils,sandy loam,22.6 ,11.8 ,72 ,7.6 ,143 ,75 ,60 ,7341 
low,single rice,SRYZB1588,2009,SRYZB10,WS0418,24.21 ,29.17 ,21.03 ,3703.5,2173.5,942.8,562.3,1965.45,Paddy soils,sandy loam,14.5 ,15.6 ,89 ,8.4 ,143 ,75 ,60 ,8190 
high,single rice,SRYZB1593,2009,SRYZB10,WS0421,25.75 ,30.24 ,22.70 ,2780.9,1700.9,434,421.9,1457.84,Paddy soils,loam,19.9 ,14.9 ,91 ,7.9 ,150 ,60 ,45 ,7770 
high,single rice,SRYZB1596,2008,SRYZB10,WS0421,25.75 ,30.68 ,22.09 ,2936,1796,680,640.8,1857.36,Paddy soils,clay,31.3 ,12.4 ,103 ,8.0 ,180 ,90 ,90 ,9300 
high,single rice,SRYZB1597,2009,SRYZB10,WS0421,25.50 ,29.87 ,22.54 ,2779.4,1689.4,458.9,396.6,1427.01,Paddy soils,clay,18.1 ,6.5 ,91 ,7.7 ,150 ,60 ,45 ,8468 
high,single rice,SRYZB1610,2007,SRYZB10,WS0485,25.04 ,29.86 ,21.73 ,3405.4,2045.4,812,575.2,1886.76,Paddy soils,loam,34.9 ,32.9 ,91 ,7.9 ,188 ,120 ,150 ,7010 
high,single rice,SRYZB2114,2007,SRYZB10,WS0485,25.09 ,30.09 ,21.52 ,2709.5,1629.5,538.8,471.7,1547.16,Paddy soils,loam,34.6 ,28.5 ,118 ,7.8 ,188 ,120 ,150 ,8337 
high,single rice,SRYZB1611,2007,SRYZB10,WS0485,25.38 ,30.37 ,21.87 ,2766.3,1676.3,547.1,484.4,1572.3,Paddy soils,silty clay loam,25.5 ,16.0 ,90 ,8.3 ,192 ,120 ,150 ,8481 
low,single rice,SRYZB2115,2007,SRYZB10,WS0274,26.61 ,31.11 ,23.29 ,2953.6,1843.6,486.1,537.1,1672.43,Paddy soils,clay loam,26.6 ,19.3 ,68 ,6.4 ,104 ,63 ,54 ,7481 
low,single rice,SRYZB2116,2007,SRYZB10,WS0274,26.55 ,31.06 ,23.20 ,2973.3,1853.3,486.1,546.7,1695.59,Paddy soils,clay loam,23.0 ,13.0 ,77 ,7.0 ,104 ,63 ,72 ,7434 
low,single rice,SRYZB1625,2007,SRYZB10,WS0274,26.52 ,30.83 ,23.40 ,3368.4,2098.4,627.2,574.4,1829.93,Paddy soils,clay loam,12.1 ,3.8 ,79 ,7.6 ,104 ,72 ,81 ,7208 
high,single rice,SRYZB2117,2008,SRYZB10,WS0279,25.70 ,30.79 ,22.02 ,2672.5,1632.5,442.1,471.5,1521.43,Paddy soils,silty clay loam,20.3 ,4.6 ,93 ,4.8 ,135 ,75 ,60 ,9769 
high,single rice,SRYZB1628,2008,SRYZB10,WS0279,25.76 ,30.73 ,22.21 ,3116.7,1906.7,526,525.9,1725.07,Paddy soils,silty clay loam,25.1 ,7.2 ,130 ,7.6 ,135 ,75 ,60 ,9665 
high,single rice,SRYZB1629,2008,SRYZB10,WS0279,25.70 ,30.79 ,22.02 ,2672.5,1632.5,442.1,471.5,1521.43,Paddy soils,silty clay loam,28.5 ,8.5 ,105 ,7.6 ,135 ,75 ,60 ,8553 
high,single rice,SRYZB1631,2009,SRYZB10,WS0523,24.80 ,29.31 ,21.75 ,2479.6,1479.6,519.1,283.1,1185.73,Paddy soils,silty clay loam,51.1 ,10.0 ,115 ,4.5 ,171 ,59 ,72 ,9095 
low,single rice,SRYZB1633,2007,SRYZB10,WS0287,25.98 ,31.45 ,22.47 ,3118,1918,506.5,570.2,1791.79,Paddy soils,sandy loam,17.3 ,16.8 ,78 ,5.0 ,150 ,75 ,90 ,8202 
high,single rice,SRYZB1638,2007,SRYZB10,WS0287,25.78 ,31.24 ,22.28 ,2887.9,1767.9,486,528.8,1670,Paddy soils,clay,21.2 ,10.2 ,90 ,4.6 ,150 ,75 ,90 ,8043 
high,single rice,SRYZB1639,2008,SRYZB10,WS0287,25.67 ,31.37 ,21.81 ,2849.1,1739.1,477.9,575.9,1740.44,Paddy soils,clay,11.1 ,26.4 ,129 ,6.7 ,180 ,75 ,90 ,8237 
high,single rice,SRYZB2118,2007,SRYZB10,WS0281,25.53 ,30.91 ,21.88 ,2654.6,1614.6,617.4,503.2,1567.05,Paddy soils,loam,23.5 ,8.7 ,131 ,6.4 ,161 ,72 ,78 ,7680 
low,single rice,SRYZB1642,2007,SRYZB10,WS0281,25.71 ,31.14 ,22.02 ,2673.7,1633.7,608,521.9,1595.03,Paddy soils,clay loam,22.5 ,28.6 ,70 ,7.0 ,161 ,72 ,78 ,6360 
low,single rice,SRYZB1643,2007,SRYZB10,WS0278,26.19 ,31.69 ,22.56 ,2854.7,1764.7,439.4,491.9,1589.06,Paddy soils,clay loam,20.3 ,22.5 ,84 ,6.9 ,120 ,45 ,45 ,6383 
low,single rice,SRYZB1647,2008,SRYZB10,WS0278,25.64 ,31.48 ,21.71 ,2846.4,1736.4,440.3,539.7,1681.29,Paddy soils,sandy loam,32.4 ,50.8 ,78 ,6.7 ,150 ,60 ,60 ,7559 
high,single rice,SRYZB1648,2009,SRYZB10,WS0278,25.17 ,30.12 ,22.03 ,2969.7,1789.7,440.1,340,1402.5,Paddy soils,loam,32.2 ,9.4 ,97 ,7.1 ,150 ,60 ,60 ,7290 
low,single rice,SRYZB1651,2008,SRYZB10,WS0278,25.01 ,30.71 ,21.20 ,3151.8,1891.8,467.9,567.5,1827.12,Paddy soils,sandy loam,22.0 ,48.9 ,62 ,6.6 ,150 ,60 ,60 ,7361 
low,single rice,SRYZB1653,2009,SRYZB10,WS0278,25.70 ,30.71 ,22.53 ,2595.9,1585.9,370.8,296.2,1213.19,Paddy soils,clay loam,22.0 ,45.8 ,85 ,7.0 ,120 ,45 ,45 ,7453 
low,single rice,SRYZB1655,2009,SRYZB10,WS0278,25.12 ,30.03 ,22.00 ,3089.2,1859.2,449.7,349.4,1451.53,Paddy soils,sandy loam,22.1 ,42.5 ,38 ,6.8 ,150 ,60 ,60 ,7332 
high,south maize,MSWC0555,2009,MSWC03,WS0615,23.47 ,27.92 ,20.22 ,3309.9,1901.5,743,732.8,2196.96,Red earths,,35.8 ,64.3 ,205 ,5.3 ,180 ,75 ,90 ,7758 
low,south maize,MSWC0990,2006,MSWC06,WS0487,23.33 ,28.07 ,19.80 ,3102.7,1774.3,417.8,706.8,2073.08,Paddy soils,,24.2 ,8.5 ,105 ,5.2 ,210 ,90 ,90 ,10478 
low,south maize,MSWC0991,2007,MSWC06,WS0487,22.10 ,26.52 ,18.95 ,3425.6,1880.6,728.3,589.8,2015.79,Purplish soils,,18.1 ,16.4 ,72 ,5.0 ,210 ,90 ,90 ,6890 
high,south maize,MSWC0995,2008,MSWC06,WS0487,24.15 ,29.04 ,20.62 ,2994.9,1754.9,456.3,632.2,1912.53,Yellow earths,,16.6 ,33.7 ,145 ,5.4 ,210 ,150 ,150 ,9896 
low,south maize,MSWC0996,2007,MSWC06,WS0487,24.07 ,28.59 ,20.80 ,2984.3,1744.3,665,529.6,1745.58,Paddy soils,,12.2 ,3.6 ,85 ,5.3 ,210 ,90 ,90 ,8841 
low,south maize,MSWC1033,2007,MSWC06,WS0459,23.47 ,28.76 ,19.82 ,2863.1,1643.1,684.3,462,1606.42,Purplish soils,,22.3 ,3.1 ,103 ,5.4 ,210 ,90 ,90 ,5780 
low,south maize,MSWC1034,2008,MSWC06,WS0459,23.29 ,28.92 ,19.37 ,3213.6,1833.6,423.4,663.2,2017.76,Paddy soils,,17.0 ,12.0 ,58 ,4.6 ,210 ,90 ,90 ,7074 
low,south maize,MSWC1050,2006,MSWC06,WS0430,26.78 ,32.42 ,22.53 ,4659.3,2919.3,548.5,1065.4,2875.42,Limestone soils,,21.3 ,19.0 ,47 ,5.8 ,210 ,90 ,90 ,7310 
high,south maize,MSWC1051,2007,MSWC06,WS0430,25.03 ,30.34 ,21.34 ,4529.9,2719.9,841.2,959.254,2709.06,Yellow earths,,21.6 ,19.6 ,153 ,7.5 ,210 ,90 ,90 ,8772 
low,south maize,MSWC1052,2007,MSWC06,WS0430,24.27 ,29.69 ,20.54 ,4003.8,2353.8,827.3,832.254,2456.01,Limestone soils,,26.4 ,18.6 ,87 ,6.7 ,210 ,90 ,90 ,7282 
high,south maize,MSWC1053,2007,MSWC06,WS0430,24.91 ,30.29 ,21.22 ,4209.4,2519.4,840.1,872.254,2527.27,Yellow earths,,25.8 ,22.6 ,116 ,7.8 ,210 ,90 ,90 ,10098 
low,south maize,MSWC1055,2008,MSWC06,WS0430,24.15 ,29.62 ,20.16 ,3623,2123,692.9,822.2,2375.25,Purplish soils,,17.0 ,29.0 ,63 ,6.0 ,210 ,90 ,90 ,5795 
high,south maize,MSWC1057,2008,MSWC06,WS0430,25.43 ,30.81 ,21.58 ,4170,2530,832.8,927.2,2616.81,Yellow earths,,26.0 ,21.0 ,164 ,7.6 ,210 ,90 ,90 ,9365 
high,south maize,MSWC1058,2008,MSWC06,WS0430,25.48 ,30.86 ,21.63 ,4077,2477,829.4,905.7,2559.76,Yellow earths,,26.0 ,21.0 ,160 ,7.6 ,210 ,90 ,90 ,8504 
low,south maize,MSWC1059,2007,MSWC06,WS0458,23.96 ,29.07 ,20.35 ,2994.7,1744.7,857.3,515.1,1728.56,Limestone soils,,14.4 ,12.0 ,93 ,6.1 ,210 ,90 ,90 ,6608 
low,south maize,MSWC1060,2008,MSWC06,WS0458,21.27 ,26.82 ,17.27 ,3190.8,1692,684.2,747.2,2215.76,Purplish soils,,10.7 ,11.7 ,42 ,6.1 ,150 ,45 ,45 ,8750 
low,south maize,MSWC1061,2008,MSWC06,WS0458,21.68 ,27.20 ,17.71 ,3296.1,1777.3,780.5,762.7,2263.29,Purplish soils,,12.8 ,11.6 ,63 ,7.9 ,150 ,45 ,45 ,9507 
low,south maize,MSWC1062,2006,MSWC06,WS0458,20.94 ,26.60 ,16.89 ,2492.1,1308.9,389.4,620.5,1817.44,Purplish soils,,18.0 ,5.7 ,53 ,5.2 ,210 ,90 ,90 ,4950 
low,south maize,MSWC1071,2008,MSWC06,WS0498,22.77 ,27.87 ,19.10 ,3210.8,1800.8,479.5,800,2259.26,Purplish soils,,15.4 ,6.8 ,105 ,5.2 ,210 ,90 ,90 ,7988 
low,south maize,MSWC1072,2007,MSWC06,WS0498,21.91 ,26.80 ,18.41 ,2739.1,1489.2,495.5,493,1649.7,Purplish soils,,23.4 ,6.9 ,72 ,5.8 ,210 ,90 ,90 ,7850 
low,south maize,MSWC1073,2007,MSWC06,WS0498,21.81 ,26.61 ,18.37 ,2943.7,1595.6,539,513.1,1747.06,Purplish soils,,13.0 ,4.5 ,57 ,8.0 ,210 ,90 ,90 ,8003 
low,south maize,MSWC1074,2008,MSWC06,WS0498,23.14 ,28.30 ,19.47 ,3471.6,1971.6,575.9,863.6,2425.85,Purplish soils,,12.0 ,8.0 ,100 ,7.7 ,210 ,90 ,90 ,7517 
high,south maize,MSWC1076,2006,MSWC06,WS0498,26.70 ,32.32 ,22.56 ,4084.6,2554.9,428.2,857.1,2461.02,Yellow earths,,17.2 ,44.0 ,135 ,5.3 ,210 ,90 ,90 ,12206 
high,south maize,MSWC1075,2008,MSWC06,WS0498,23.83 ,28.92 ,20.28 ,4241.5,2461.5,689.3,994,2826.44,Yellow earths,,23.2 ,40.2 ,128 ,6.1 ,210 ,90 ,90 ,8376 
low,south maize,MSWC1077,2006,MSWC06,WS0457,23.65 ,28.67 ,20.08 ,2791,1612.9,356.3,668.9,1915.23,Purplish soils,,11.5 ,6.2 ,70 ,7.7 ,210 ,90 ,90 ,4182 
low,south maize,MSWC1078,2007,MSWC06,WS0457,22.63 ,27.19 ,19.47 ,2783.2,1553.4,749.4,493.5,1666.07,Purplish soils,,13.9 ,13.0 ,67 ,7.8 ,210 ,90 ,90 ,5861 
low,south maize,MSWC1079,2008,MSWC06,WS0457,22.67 ,27.48 ,19.22 ,2901.2,1621.2,692.8,665.8,1972.15,Purplish soils,,9.0 ,3.5 ,60 ,8.5 ,210 ,90 ,90 ,5412 
low,south maize,MSWC1080,2007,MSWC06,WS0457,22.53 ,27.08 ,19.38 ,2703.8,1504,720.8,475,1614.7,Purplish soils,,16.6 ,33.8 ,72 ,5.8 ,210 ,90 ,90 ,5868 
high,south maize,MSWC1085,2006,MSWC06,WS0499,24.75 ,31.39 ,20.18 ,3539.2,2109.2,453.9,831.4,2362.16,Yellow earths,,20.2 ,10.0 ,151 ,5.3 ,210 ,90 ,90 ,7080 
high,south maize,MSWC1086,2006,MSWC06,WS0499,23.71 ,30.27 ,19.28 ,3864.4,2234.4,482.3,888.8,2572.78,Yellow earths,,20.3 ,8.3 ,121 ,5.5 ,210 ,90 ,90 ,7690 
high,south maize,MSWC1087,2007,MSWC06,WS0499,25.17 ,31.07 ,21.66 ,3373,2033,918.4,551.6,1842.92,Yellow earths,,24.4 ,7.9 ,174 ,6.2 ,240 ,90 ,90 ,10545 
low,south maize,MSWC1090,2008,MSWC06,WS0499,25.19 ,31.36 ,21.41 ,3375.7,2035.7,706.3,646.7,1990.46,Purplish soils,,38.5 ,17.6 ,94 ,6.3 ,210 ,90 ,90 ,6539 
high,south maize,MSWC1091,2008,MSWC06,WS0499,25.05 ,31.26 ,21.25 ,3457.5,2077.5,714.7,666.1,2052.18,Yellow earths,,26.1 ,18.9 ,165 ,6.5 ,210 ,90 ,90 ,7160 
low,south maize,MSWC1092,2008,MSWC06,WS0500,24.00 ,29.37 ,20.53 ,3095.5,1805.5,555.4,564.7,1834.93,Limestone soils,,23.7 ,9.8 ,91 ,5.6 ,210 ,90 ,90 ,6152 
low,south maize,MSWC1093,2007,MSWC06,WS0500,21.56 ,26.95 ,18.15 ,3277.3,1768.1,1016.1,561.5,1968.91,Purplish soils,,30.4 ,65.1 ,53 ,5.5 ,210 ,90 ,90 ,8218 
low,south maize,MSWC1094,2008,MSWC06,WS0500,22.12 ,27.71 ,18.47 ,3163.5,1733.5,513.3,599.7,1978.62,Limestone soils,,18.5 ,16.2 ,31 ,4.6 ,210 ,90 ,90 ,7260 
low,south maize,MSWC1095,2007,MSWC06,WS0461,22.40 ,27.95 ,18.71 ,2933.9,1623.9,747.9,609,1920.46,Limestone soils,,19.8 ,24.2 ,103 ,5.4 ,210 ,90 ,90 ,8930 
high,south maize,MSWC1100,2008,MSWC06,WS0501,24.92 ,30.93 ,21.54 ,3389.4,2029.4,704.4,473.3,1709.23,Fluvo-aquic soils,,23.5 ,9.7 ,118 ,5.2 ,210 ,90 ,90 ,5832 
low,south maize,MSWC1102,2008,MSWC06,WS0501,22.48 ,28.65 ,18.84 ,3080,1710,520.6,474.1,1728.71,Limestone soils,,23.3 ,20.9 ,78 ,7.9 ,210 ,90 ,90 ,6666 
high,south maize,MSWC1105,2008,MSWC06,WS0531,20.13 ,25.32 ,16.67 ,2797.6,1408.5,584.3,515.5,1802,Yellow earths,,20.3 ,24.3 ,120 ,6.6 ,105 ,45 ,45 ,7231 
high,south maize,MSWC1111,2007,MSWC06,WS0533,23.94 ,28.83 ,20.56 ,2728.8,1588.8,925.2,320.9,1341.79,Yellow earths,,37.0 ,9.8 ,123 ,5.1 ,210 ,90 ,90 ,6959 
high,south maize,MSWC1113,2007,MSWC06,WS0533,23.80 ,28.74 ,20.34 ,2712.7,1572.7,899.1,336.5,1365.59,Yellow earths,,35.5 ,16.6 ,124 ,4.6 ,210 ,90 ,90 ,7004 
low,south maize,MSWC1114,2008,MSWC06,WS0533,23.26 ,28.34 ,19.78 ,2837.3,1617.3,636.7,372,1477.04,Paddy soils,,17.4 ,12.0 ,80 ,7.0 ,210 ,90 ,90 ,8475 
low,south maize,MSWC0580,2009,MSWC03,WS0540,24.55 ,29.54 ,21.20 ,3215.8,1905.8,613.8,558.7,1845.61,Paddy soils,,29.0 ,12.4 ,84 ,6.5 ,180 ,75 ,90 ,9398 
low,south maize,MSWC0582,2007,MSWC03,WS0535,23.40 ,28.40 ,19.62 ,3346.2,1921.4,1084.7,618.4,2018.17,Limestone soils,,22.0 ,4.7 ,48 ,6.2 ,180 ,75 ,90 ,5018 
low,south maize,MSWC0583,2006,MSWC03,WS0535,23.24 ,28.44 ,19.26 ,3579.5,2041,780.9,825.6,2418.83,Limestone soils,,30.0 ,4.4 ,50 ,7.2 ,180 ,75 ,90 ,8426 
low,south maize,MSWC0584,2008,MSWC03,WS0535,22.70 ,27.91 ,19.00 ,3496.2,1956.2,837.7,632.4,2105.88,Limestone soils,,31.1 ,11.5 ,105 ,7.8 ,165 ,90 ,120 ,6063 
low,south maize,MSWC0586,2006,MSWC03,WS0535,24.41 ,29.49 ,20.41 ,3246,1917.5,702.9,745.3,2162.03,Limestone soils,,25.0 ,61.1 ,40 ,4.5 ,165 ,83 ,90 ,5303 
high,south maize,MSWC0588,2010,MSWC03,WS0535,23.45 ,28.42 ,20.00 ,3236.2,1861.7,813.2,610.8,1975.15,Red earths,,35.6 ,29.8 ,112 ,7.0 ,180 ,75 ,90 ,7653 
low,south maize,MSWC0590,2010,MSWC03,WS0535,22.63 ,27.58 ,19.23 ,3530.8,1976.3,886.2,670.2,2184.96,Limestone soils,,23.4 ,12.8 ,69 ,6.7 ,165 ,75 ,90 ,6648 
