Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
846,M-NCP,MNCP0846,2008,MNCP02,medium_maturity,25.4,30,21.6,2896.7,1756.7,540.1,578,1653,Cinnamon soils,loam,14.7,25.6,116,7.6,240,90,90,9365
847,M-NCP,MNCP0847,2008,MNCP02,medium_maturity,25.4,30.1,21.6,2923.6,1773.6,540.1,590.1,1679.7,Cinnamon soils,loam,14.5,24.6,106,7.6,210,75,75,8912
848,M-NCP,MNCP0848,2008,MNCP02,medium_maturity,25.4,30,21.6,2896.7,1756.7,540.1,578,1653,Fluvo-aquic soils,loam,17.5,25.8,158,7.6,210,75,75,8057
849,M-NCP,MNCP0849,2008,MNCP02,medium_maturity,25.5,30.2,21.7,2909.6,1769.6,540.1,587.7,1671.4,Cinnamon soils,loam,13.3,24.5,168,7.5,210,75,75,9156
850,M-NCP,MNCP0850,2006,MNCP02,medium_maturity,24.3,29.9,20.2,2554.9,1504.9,310.7,516.5,1503.7,Fluvo-aquic soils,sandy loam,17.6,15.1,99,8.2,240,90,90,9861
851,M-NCP,MNCP0851,2007,MNCP02,medium_maturity,25,30.5,20.6,2620.9,1570.9,326,534.9,1546.6,Fluvo-aquic soils,sandy loam,12.8,16.4,48,8.2,240,90,90,9450
852,M-NCP,MNCP0852,2007,MNCP02,medium_maturity,25,30.6,20.7,2627.9,1577.9,326,533.2,1548.1,Fluvo-aquic soils,loam,8.6,25.5,64,8.3,210,75,75,11100
853,M-NCP,MNCP0853,2006,MNCP02,medium_maturity,24.1,29.7,20,2627.6,1537.6,309.8,518.2,1518.4,Fluvo-aquic soils,loam,14,7,72,8.3,240,90,90,8658
854,M-NCP,MNCP0854,2006,MNCP02,medium_maturity,24.4,30,20.2,2561.5,1511.5,310.2,526.6,1522,Fluvo-aquic soils,loam,13.6,8,80,8.3,180,60,60,6900
855,M-NCP,MNCP0855,2006,MNCP02,medium_maturity,24.5,30.2,20.2,2650.3,1570.3,310.2,564.7,1612.5,Fluvo-aquic soils,loam,17,8.2,78,8.1,210,75,75,7019
856,M-NCP,MNCP0856,2007,MNCP02,medium_maturity,25.1,30.6,20.8,2512.1,1512.1,324.6,494.2,1461.6,Fluvo-aquic soils,loam,8.9,18.2,172,8.3,240,90,90,10010
857,M-NCP,MNCP0857,2007,MNCP02,medium_maturity,25,30.5,20.6,2620.9,1570.9,326,534.9,1546.6,Fluvo-aquic soils,loam,11,7.8,75,8.3,180,60,60,7875
858,M-NCP,MNCP0858,2006,MNCP02,medium_maturity,24.4,30.2,20,2807.4,1657.4,310.7,599,1707.3,Fluvo-aquic soils,loam,10,13.2,50,8.6,210,75,75,5921
859,M-NCP,MNCP0859,2007,MNCP02,medium_maturity,24.7,30.3,20.4,2593.4,1543.4,326,540,1538.4,Fluvo-aquic soils,loam,8.4,13.9,51,8.3,210,75,75,9908
860,M-NCP,MNCP0860,2007,MNCP02,medium_maturity,25,30.4,20.9,2378.7,1428.7,324.6,459.1,1368.4,Fluvo-aquic soils,loam,9.3,16.9,56,8.3,210,75,75,9360
861,M-NCP,MNCP0861,2006,MNCP02,medium_maturity,24.3,29.9,20.1,2695.5,1585.5,312.6,555.7,1602.6,Fluvo-aquic soils,loam,15.6,4.4,67,8.6,210,75,75,7592
862,M-NCP,MNCP0862,2007,MNCP02,medium_maturity,25.7,30.3,22.2,2387.9,1457.9,672.2,360.4,1226.9,Fluvo-aquic soils,loam,20.7,8.9,158,7.6,120,60,60,8355
863,M-NCP,MNCP0863,2007,MNCP02,medium_maturity,25.7,30.3,22.2,2387.9,1457.9,672.2,360.4,1226.9,Fluvo-aquic soils,loam,18.1,12.3,165,7.4,210,75,75,8817
864,M-NCP,MNCP0864,2006,MNCP02,medium_maturity,26.2,30.9,22.4,2641.7,1631.7,570.5,448.5,1409,Lime concretion fluvo-aquic soils,loam,19.6,7.8,99,8,150,90,90,7806
865,M-NCP,MNCP0865,2007,MNCP02,medium_maturity,25.6,30.3,22.2,2410.2,1470.2,672.3,362.9,1236.6,Fluvo-aquic soils,loam,15.7,4.6,229,7.3,180,120,120,7262
866,M-NCP,MNCP0866,2007,MNCP02,medium_maturity,25.6,30.2,22,2529.6,1539.6,672.2,389.2,1317.6,Fluvo-aquic soils,loam,17.7,6.3,112,7.5,240,75,75,8381
867,M-NCP,MNCP0867,2006,MNCP02,medium_maturity,26.2,31.1,22.3,2729.1,1689.1,570.6,455,1447.5,Cinnamon soils,loam,16.6,4.4,82,8,240,90,90,5346
868,M-NCP,MNCP0868,2007,MNCP02,medium_maturity,25.6,30.3,22,2608.5,1588.5,704.7,394.9,1350.8,Cinnamon soils,sand,18.7,7,194,7.5,120,60,60,6894
869,M-NCP,MNCP0869,2006,MNCP02,medium_maturity,25.9,30.8,22.1,2490.2,1530.2,550.1,387.6,1288.9,Fluvo-aquic soils,loam,9.1,26.2,70,8.3,210,75,75,6942
870,M-NCP,MNCP0870,2007,MNCP02,medium_maturity,25,29.9,21.2,2672,1602,508,364.1,1300.2,Fluvo-aquic soils,clay,10.5,25.6,81,8.2,240,90,90,7851
871,M-NCP,MNCP0871,2007,MNCP02,medium_maturity,24.9,29.7,21.4,2536,1516,631.1,416.2,1341.3,Fluvo-aquic soils,loamy sand,11.1,9.7,96,8,240,90,90,7976
872,M-NCP,MNCP0872,2007,MNCP02,medium_maturity,24.8,29.5,21.4,2477.4,1477.4,631.1,409.5,1309.6,Fluvo-aquic soils,clay,15.8,24.6,137,8.1,240,90,90,9990
873,M-NCP,MNCP0873,2007,MNCP02,medium_maturity,24.9,29.6,21.4,2486.1,1486.1,631.1,413.2,1321.5,Fluvo-aquic soils,clay,14,13.4,148,8.1,210,75,75,10233
874,M-NCP,MNCP0874,2008,MNCP02,medium_maturity,25.2,30.1,21.3,2876.1,1736.1,567.7,704.5,1881.6,Cinnamon soils,loamy sand,17.4,11.5,90,8.1,210,75,75,8726
875,M-NCP,MNCP0875,2008,MNCP02,medium_maturity,25.4,30.2,21.6,2717.9,1647.9,557.1,651.2,1749.3,Fluvo-aquic soils,loam,15.5,14.6,82,8.1,240,90,90,8594
876,M-NCP,MNCP0876,2008,MNCP02,medium_maturity,25.5,30.2,21.8,2447.8,1487.8,518.1,595.2,1588.4,Fluvo-aquic soils,loam,13.1,7.3,77,7.7,210,75,75,9690
877,M-NCP,MNCP0877,2008,MNCP02,medium_maturity,25.4,30.3,21.5,2694.8,1634.8,528.7,678,1795.7,Fluvo-aquic soils,loam,14.5,7.6,83,8.2,210,75,75,11068
878,M-NCP,MNCP0878,2007,MNCP02,medium_maturity,25.5,30.8,21.7,2622.2,1592.2,625.6,504.9,1509.4,Yellow-brown earths,loam,12,24.1,160,7.6,210,75,75,7470
879,M-NCP,MNCP0879,2007,MNCP02,medium_maturity,25.5,30.8,21.7,2622.2,1592.2,625.6,504.9,1509.4,Lime concretion fluvo-aquic soils,loam,10,24,118,7.3,210,75,75,7820
880,M-NCP,MNCP0880,2007,MNCP02,medium_maturity,25.5,30.8,21.7,2622.2,1592.2,625.6,504.9,1509.4,Yellow-brown earths,loam,13.1,23.5,198,7.2,210,75,75,8393
881,M-NCP,MNCP0881,2007,MNCP02,medium_maturity,25.5,30.8,21.7,2622.2,1592.2,625.6,504.9,1509.4,Fluvo-aquic soils,loam,12.5,26.1,133,7.7,210,75,75,7959
882,M-NCP,MNCP0882,2009,MNCP02,medium_maturity,25.7,31.1,21.8,2624.3,1604.3,342.5,517.2,1532.8,Lime concretion fluvo-aquic soils,loam,16.6,9.8,115,7.6,180,60,60,9584
883,M-NCP,MNCP0883,2009,MNCP02,medium_maturity,25.6,31,21.7,2638.8,1608.8,344.2,517.1,1535.3,Fluvo-aquic soils,loamy sand,15.4,12.7,127,7.3,210,75,75,7580
884,M-NCP,MNCP0884,2009,MNCP02,medium_maturity,25.7,31.1,21.7,2670.9,1630.9,342.5,534.2,1572.1,Fluvo-aquic soils,loam,16.6,26.5,123,7.2,240,90,90,10455
885,M-NCP,MNCP0885,2009,MNCP02,medium_maturity,25.8,31.2,21.8,2630.9,1610.9,340.7,526,1548.5,Lime concretion fluvo-aquic soils,loam,12.2,15.7,148,7.7,150,90,90,5490
886,M-NCP,MNCP0886,2009,MNCP02,medium_maturity,25.6,31.1,21.7,2692.5,1642.5,344.2,535.7,1580,Fluvo-aquic soils,clay,15.3,12.6,121,7.4,180,60,60,6654
887,M-NCP,MNCP0887,2009,MNCP02,medium_maturity,25.6,30.9,21.7,2636.2,1606.2,345.6,517.1,1533.6,Lime concretion fluvo-aquic soils,clay loam,16.9,16.7,124,7.5,210,75,75,7185
888,M-NCP,MNCP0888,2009,MNCP02,medium_maturity,25.5,30.5,21.2,2550.5,1550.5,449.8,553.9,1583.1,Yellow-brown earths,loam,16.3,15.6,95,6.9,210,75,75,6047
889,M-NCP,MNCP0889,2009,MNCP02,medium_maturity,25.5,30.4,21.2,2545.2,1545.2,449.8,542.7,1563.6,Lime concretion fluvo-aquic soils,loam,19.1,19.3,112,6.8,180,90,90,9801
890,M-NCP,MNCP0890,2008,MNCP02,medium_maturity,25,29.8,21.1,2375.1,1425.1,454.8,432.8,1312.9,Yellow-cinnamon soils,clay,13.9,11.3,83,6.2,210,75,75,5525
891,M-NCP,MNCP0891,2008,MNCP02,medium_maturity,25,29.8,21.1,2375.1,1425.1,454.8,432.8,1312.9,Yellow-brown earths,loam,13,15.6,60,7,210,75,75,5457
892,M-NCP,MNCP0892,2008,MNCP02,medium_maturity,25.5,30.2,21.4,2470.8,1500.8,557.7,431.7,1354.6,Yellow-brown earths,clay,16.7,15.3,71,7.2,240,90,90,6125
893,M-NCP,MNCP0893,2008,MNCP02,medium_maturity,24.7,29.3,20.9,2417.7,1437.7,457.5,432.8,1328.9,Yellow-cinnamon soils,loam,16.2,13.1,53,6.6,210,75,75,8190
894,M-NCP,MNCP0894,2008,MNCP02,medium_maturity,24.7,29.3,20.9,2417.7,1437.7,457.5,432.8,1328.9,Yellow-brown earths,loam,15.4,7.3,69,7.6,210,75,75,7925
895,M-NCP,MNCP0895,2008,MNCP02,medium_maturity,25.3,30.2,21,2679.6,1619.6,557.9,484,1492.7,Yellow-cinnamon soils,loam,12.4,11.2,78,6.8,180,60,60,7088
896,M-NCP,MNCP0896,2008,MNCP02,medium_maturity,24.9,29.6,21,2416.9,1446.9,456.1,434,1327.7,Yellow-brown earths,clay,11.8,7.5,78,6.8,210,75,75,7800
897,M-NCP,MNCP0897,2008,MNCP02,medium_maturity,25.3,30.7,21.2,2501.3,1511.3,465.7,488,1462.6,Lime concretion fluvo-aquic soils,loam,16,7.6,108,7.7,240,90,90,10185
898,M-NCP,MNCP0898,2009,MNCP02,medium_maturity,25.8,31.3,21.7,2481.5,1521.5,454.7,464.9,1410,Fluvo-aquic soils,loam,12.4,14.3,118,8.2,210,75,75,6980
899,M-NCP,MNCP0899,2009,MNCP02,medium_maturity,25.8,31.3,21.6,2502.5,1532.5,454.7,464.9,1415.9,Fluvo-aquic soils,loam,11.2,13.2,118,7.1,210,75,75,7458
900,M-NCP,MNCP0900,2008,MNCP02,medium_maturity,25.3,30.7,21.2,2501.3,1511.3,465.7,488,1462.6,Lime concretion fluvo-aquic soils,loam,6.7,11.2,111,7.6,240,90,90,4845
901,M-NCP,MNCP0901,2009,MNCP02,medium_maturity,25.8,31.3,21.7,2481.5,1521.5,454.7,464.9,1410,Fluvo-aquic soils,sandy loam,12.4,14.3,107,7.3,240,90,90,7784
902,M-NCP,MNCP0902,2008,MNCP02,medium_maturity,25.3,30.7,21.2,2501.3,1511.3,465.7,488,1462.6,Lime concretion fluvo-aquic soils,loam,15,7.4,87,7.3,210,75,75,6984
903,M-NCP,MNCP0903,2009,MNCP02,medium_maturity,25.8,31.3,21.7,2481.5,1521.5,454.7,464.9,1410,Lime concretion fluvo-aquic soils,loam,11.2,13.2,110,7.6,180,120,120,8700
904,M-NCP,MNCP0904,2009,MNCP02,medium_maturity,25.8,31.3,21.7,2481.5,1521.5,454.7,464.9,1410,Lime concretion fluvo-aquic soils,loam,12.4,14.3,110,7.1,120,60,60,7764
905,M-NCP,MNCP0905,2008,MNCP02,medium_maturity,25.3,30.7,21.2,2501.3,1511.3,465.7,488,1462.6,Lime concretion fluvo-aquic soils,loamy sand,16,7.3,127,7.2,225,75,75,6870
906,M-NCP,MNCP0906,2008,MNCP02,medium_maturity,25.3,30.7,21.2,2501.3,1511.3,465.7,488,1462.6,Fluvo-aquic soils,loam,16,7.3,112,7.7,240,120,90,5244
907,M-NCP,MNCP0907,2008,MNCP02,medium_maturity,25.3,30.7,21.2,2501.3,1511.3,465.7,488,1462.6,Fluvo-aquic soils,loamy sand,16,9.3,121,7.5,240,75,75,5253
908,M-NCP,MNCP0908,2007,MNCP02,medium_maturity,25.4,30.1,22.3,2564.4,1554.4,581.8,359.7,1272.9,Lime concretion fluvo-aquic soils,clay loam,14.9,25.8,76,6.4,180,60,60,6263
909,M-NCP,MNCP0909,2007,MNCP02,medium_maturity,25.4,30.1,22.3,2515.9,1525.9,545.7,353.1,1246.2,Lime concretion fluvo-aquic soils,clay,10.6,37.5,129,6.6,180,60,60,9434
910,M-NCP,MNCP0910,2007,MNCP02,medium_maturity,25.3,30.1,22.1,2628.4,1588.4,581.8,376.4,1315.8,Fluvo-aquic soils,loamy sand,9.3,15,65,6.7,210,75,75,7536
911,M-NCP,MNCP0911,2009,MNCP02,medium_maturity,25.9,30.8,22.2,2642.4,1622.4,398.1,501.1,1518.3,Yellow-cinnamon soils,clay,18.4,15.1,84,6.6,180,60,60,7409
912,M-NCP,MNCP0912,2009,MNCP02,medium_maturity,25.9,30.7,22.1,2638.5,1618.5,398.1,497.8,1511.5,Yellow-cinnamon soils,clay,18.4,16.4,88,6.5,210,75,75,9551
913,M-NCP,MNCP0913,2009,MNCP02,medium_maturity,25.9,30.7,22.1,2662.6,1632.6,398.1,501.1,1524.2,Yellow-cinnamon soils,silt loam,18.2,31.4,69,6.1,180,60,60,7421
914,M-NCP,MNCP0914,2009,MNCP02,medium_maturity,25.9,30.7,22.1,2662.6,1632.6,398.1,501.1,1524.2,Yellow-cinnamon soils,clay,18.7,10.1,74,6.3,210,75,75,7796
915,M-NCP,MNCP0915,2009,MNCP02,medium_maturity,25.9,30.8,22.2,2618.3,1608.3,398.1,497.8,1505.5,Yellow-cinnamon soils,clay,20.2,10.2,74,5.9,180,60,60,8585
916,M-NCP,MNCP0916,2009,MNCP02,medium_maturity,25.9,30.7,22.1,2662.6,1632.6,398.1,501.1,1524.2,Yellow-cinnamon soils,loam,9.1,26.2,86,6,210,75,75,6942
917,M-NCP,MNCP0917,2009,MNCP02,medium_maturity,25.9,30.7,22.1,2638.5,1618.5,398.1,497.8,1511.5,Yellow-cinnamon soils,clay,20.6,16.3,67,6.4,180,60,60,7740
918,M-NCP,MNCP0918,2006,MNCP02,medium_maturity,26.2,31.5,22.1,2777.9,1717.9,619.7,512.3,1552.2,Lime concretion fluvo-aquic soils,silt loam,14.8,16.8,154,7.4,210,75,75,9495
919,M-NCP,MNCP0919,2007,MNCP02,medium_maturity,25,30.2,21.5,3030.1,1820.1,746.7,574.7,1720.3,Lime concretion fluvo-aquic soils,loam,17.7,7.2,166,7.6,180,120,120,7098
920,M-NCP,MNCP0920,2006,MNCP02,medium_maturity,26.2,31.5,22.1,2777.9,1717.9,619.7,512.3,1552.2,Lime concretion fluvo-aquic soils,clay,14.5,11.2,101,7.4,210,75,75,8865
921,M-NCP,MNCP0921,2007,MNCP02,medium_maturity,25,30.2,21.5,3030.1,1820.1,746.7,574.7,1720.3,Lime concretion fluvo-aquic soils,loam,15.1,18.7,111,7.5,210,75,75,8010
922,M-NCP,MNCP0922,2006,MNCP02,medium_maturity,26.2,31.5,22.2,2752.6,1702.6,619.7,502.4,1528.9,Yellow-cinnamon soils,clay,14.9,11.1,80,7.3,150,90,90,5640
923,M-NCP,MNCP0923,2007,MNCP02,medium_maturity,25,30.2,21.5,3030.1,1820.1,746.7,574.7,1720.3,Lime concretion fluvo-aquic soils,loam,15.3,9.2,122,7.2,180,60,60,7121
924,M-NCP,MNCP0924,2008,MNCP02,medium_maturity,25.6,30.2,22.2,2718.7,1658.7,546.6,469.1,1471.1,Yellow-cinnamon soils,clay,16.3,13.8,80,6.5,240,90,90,5610
925,M-NCP,MNCP0925,2008,MNCP02,medium_maturity,25.6,30.2,22.3,2715.1,1655.1,564.9,457.7,1450.9,Yellow-cinnamon soils,loam,15.8,18.3,77,6.5,180,60,60,7605
926,M-NCP,MNCP0926,2008,MNCP02,medium_maturity,25.6,30.1,22.1,2685,1635,547.5,472,1475.5,Lime concretion fluvo-aquic soils,sandy clay loam,17,27.9,85,6.7,210,75,75,7521
927,M-NCP,MNCP0927,2009,MNCP02,medium_maturity,25.4,30.5,21.4,2747.7,1667.7,491.6,540.7,1599.4,Lime concretion fluvo-aquic soils,clay,18.6,3,110,7,180,60,60,8400
928,M-NCP,MNCP0928,2009,MNCP02,medium_maturity,25.4,30.5,21.4,2747.7,1667.7,491.6,540.7,1599.4,Lime concretion fluvo-aquic soils,clay,16.3,11.5,119,6.4,210,75,75,5436
929,M-NCP,MNCP0929,2008,MNCP02,medium_maturity,25.2,29.9,21.5,2544.2,1534.2,477.2,411.9,1342.5,Fluvo-aquic soils,loamy sand,13.8,9.7,127,7.1,210,75,75,9375
930,M-NCP,MNCP0930,2008,MNCP02,medium_maturity,25.2,29.9,21.5,2544.2,1534.2,477.2,411.9,1342.5,Lime concretion fluvo-aquic soils,loamy sand,13.3,13.5,124,7,210,75,75,9720
931,M-NCP,MNCP0931,2008,MNCP02,medium_maturity,25.2,29.9,21.5,2569.7,1549.7,477.2,414.9,1352.5,Fluvo-aquic soils,loamy sand,15.4,9.3,107,7.1,180,60,60,8771
932,M-NCP,MNCP0932,2008,MNCP02,medium_maturity,25.4,30,21.7,2484.3,1504.3,535.9,419.5,1336.5,Fluvo-aquic soils,clay,21.5,13.7,133,7,240,90,90,9555
933,M-NCP,MNCP0933,2008,MNCP02,medium_maturity,25.4,30.1,21.7,2511.1,1521.1,535.9,422.3,1350.8,Fluvo-aquic soils,loam,22.4,9.1,145,7,210,75,75,5141
934,M-NCP,MNCP0934,2008,MNCP02,medium_maturity,25.3,30,21.7,2481.9,1501.9,535.9,436.2,1356.8,Fluvo-aquic soils,loam,22.9,14.1,138,7,240,90,90,7553
935,M-NCP,MNCP0935,2008,MNCP02,medium_maturity,25.3,30.1,21.6,2533.4,1533.4,535.9,427,1368.8,Fluvo-aquic soils,loam,23.3,15.2,162,7,180,60,60,6998
936,M-NCP,MNCP0936,2007,MNCP02,late_maturity,24.4,29.8,20.3,2703.9,1593.9,454.3,676.6,1807.6,Lime concretion fluvo-aquic soils,clay,18.9,12.9,112,7.4,210,75,75,8076
937,M-NCP,MNCP0937,2007,MNCP02,late_maturity,24.4,29.8,20.3,2703.9,1593.9,454.3,676.6,1807.6,Yellow-cinnamon soils,loam,11.3,7.2,90,7.1,240,90,90,8306
938,M-NCP,MNCP0938,2009,MNCP02,medium_maturity,25.3,30.3,21,2558.2,1548.2,584.5,299.1,1181.9,Yellow-cinnamon soils,loam,27.6,30.2,135,6.1,210,75,75,8921
939,M-NCP,MNCP0939,2009,MNCP02,medium_maturity,25.4,30.3,21.1,2512.5,1522.5,582.9,288.8,1152,Yellow-cinnamon soils,loam,30.1,36.5,200,7,180,60,60,7350
940,M-NCP,MNCP0940,2009,MNCP02,medium_maturity,25.2,30.1,20.9,2544,1534,590.1,297,1174,Yellow-cinnamon soils,sandy clay loam,17.9,24.5,150,4.9,240,90,90,8363
941,M-NCP,MNCP0941,2009,MNCP02,medium_maturity,25.2,30.1,20.9,2544.7,1534.7,564.4,290.5,1158.3,Yellow-cinnamon soils,loam,16.2,24,80,4.6,210,75,75,9791
942,M-NCP,MNCP0942,2009,MNCP02,medium_maturity,25.3,30.3,21,2478.7,1498.7,564,290.5,1141.2,Yellow-cinnamon soils,silt loam,17.3,42.5,115,4.7,210,75,75,9387
943,M-NCP,MNCP0943,2009,MNCP02,medium_maturity,25.3,30.2,21.1,2530.4,1530.4,584.5,288.8,1157.9,Yellow-cinnamon soils,clay,24.1,24.6,245,5.2,180,60,60,6156
944,M-NCP,MNCP0944,2009,MNCP02,medium_maturity,25.2,30.1,20.9,2544.4,1534.4,589.4,297,1172.3,Cinnamon soils,sandy clay loam,15,42,110,6,210,75,75,8400
945,M-NCP,MNCP0945,2007,MNCP02,medium_maturity,24.2,29,20.6,2545.6,1495.6,331.5,512.1,1510.6,Cinnamon soils,loam,18.7,25.5,222,8.1,240,90,90,10869
946,M-NCP,MNCP0946,2006,MNCP02,late_maturity,24.9,29.6,21.2,2913.8,1743.8,284.1,643,1797.9,Cinnamon soils,sandy loam,11.7,22.6,133,7.9,180,60,60,8187
947,M-NCP,MNCP0947,2007,MNCP02,medium_maturity,24.5,29.1,20.9,2568.8,1518.8,331.5,501.3,1517.6,Cinnamon soils,loam,17.1,14.1,148,7.9,210,75,75,7601
948,M-NCP,MNCP0948,2007,MNCP02,medium_maturity,24.4,29.2,20.8,2637.9,1557.9,331.5,527,1568.7,Cinnamon soils,sandy loam,13.3,6.8,108,8,210,75,75,8201
949,M-NCP,MNCP0949,2007,MNCP02,medium_maturity,24.4,29.1,20.8,2635.8,1555.8,331.5,530.1,1569.7,Red clay soils,sandy loam,18.3,9.4,197,7.9,210,75,75,9551
950,M-NCP,MNCP0950,2007,MNCP02,medium_maturity,24.4,29.1,20.7,2629.9,1549.9,331.5,536.7,1572.2,Cinnamon soils,loam,18.7,12.7,177,7.7,180,60,60,10175
951,M-NCP,MNCP0951,2008,MNCP02,late_maturity,25.2,30.5,21.1,2523.6,1523.6,248.1,618.1,1662.5,Cinnamon soils,sandy loam,17.3,9.8,94,8.1,210,75,75,7404
952,M-NCP,MNCP0952,2008,MNCP02,late_maturity,25.2,30.5,21,2571.4,1551.4,250.1,641.1,1720,Cinnamon soils,sandy loam,18.5,25.8,156.4,6.7,210,75,75,7010
953,M-NCP,MNCP0953,2008,MNCP02,late_maturity,25.3,30.6,21.1,2559.9,1549.9,235.2,641,1720.3,Fluvo-aquic soils,loam,21.5,12.5,68,5.7,240,90,90,8409
954,M-NCP,MNCP0954,2008,MNCP02,late_maturity,25.3,30.6,21.1,2559.9,1549.9,235.2,641,1720.3,Fluvo-aquic soils,loam,16.7,27,101,5.3,210,75,75,6834
955,M-NCP,MNCP0955,2008,MNCP02,late_maturity,25.2,30.5,21.1,2570.5,1550.5,248.1,636,1699.6,Cinnamon soils,sandy clay loam,22.1,22.8,130,5.3,240,90,90,8603
956,M-NCP,MNCP0956,2008,MNCP02,late_maturity,25.4,30.8,21.1,2544,1544,219.5,652.4,1734.1,Cinnamon soils,loam,13.9,13.7,156,6.1,180,60,60,7697
957,M-NCP,MNCP0957,2009,MNCP02,medium_maturity,25,30.4,21,2620.7,1570.7,364.5,593,1647.2,Red clay soils,loam,16.8,14,125,7,240,90,90,7290
958,M-NCP,MNCP0958,2009,MNCP02,medium_maturity,24.8,30.2,20.9,2729.6,1629.6,368.9,622.8,1723.5,Fluvo-aquic soils,sand,19.6,10.8,157,7.9,240,90,90,9530
959,M-NCP,MNCP0959,2008,MNCP02,medium_maturity,25.4,30.9,21.3,2713.4,1643.4,300,484,1480.3,Red clay soils,loam,20.9,8.1,137,7.9,210,75,75,10835
960,M-NCP,MNCP0960,2008,MNCP02,medium_maturity,25.4,30.9,21.3,2713.4,1643.4,300,484,1480.3,Red clay soils,loam,17.4,9.1,103,7.6,240,120,90,6798
961,M-NCP,MNCP0961,2008,MNCP02,medium_maturity,25.4,30.9,21.3,2719.4,1649.4,300,493.1,1500.2,Fluvo-aquic soils,sandy clay loam,16.3,10,172,7.9,240,75,75,8379
962,M-NCP,MNCP0962,2008,MNCP02,medium_maturity,25.4,31,21.3,2718.5,1648.5,300,495.3,1500.4,Cinnamon soils,loam,12,11.5,120,8.1,210,75,75,9312
963,M-NCP,MNCP0963,2008,MNCP02,medium_maturity,25.4,30.9,21.3,2719.4,1649.4,300,493.1,1500.2,Cinnamon soils,loam,18.5,11.8,184,8.2,210,75,75,9969
964,M-NCP,MNCP0964,2008,MNCP02,medium_maturity,25.4,31,21.3,2718.5,1648.5,300,495.3,1500.4,Cinnamon soils,loam,14.5,6.3,124,8.1,210,75,75,7427
965,M-NCP,MNCP0965,2008,MNCP02,medium_maturity,25.4,31,21.3,2718.5,1648.5,300,495.3,1500.4,Cinnamon soils,sandy loam,14.8,9.8,134,8.2,210,75,75,8901
966,M-NCP,MNCP0966,2008,MNCP02,medium_maturity,23.4,29,19.7,2553.7,1463.7,215.9,574.1,1625.7,Cinnamon soils,loam,18.9,25.2,132,8.5,240,90,90,7913
967,M-NCP,MNCP0967,2008,MNCP02,medium_maturity,23.7,29.3,20,2587.8,1497.8,184.9,584.7,1649.5,Cinnamon soils,loam,12.5,8.7,115,8.4,240,120,90,6570
968,M-NCP,MNCP0968,2008,MNCP02,medium_maturity,23.4,29,19.6,2594.3,1484.3,215.9,587.7,1657.8,Cinnamon soils,loam,15.8,7.5,132,8.3,210,75,75,9315
969,M-NCP,MNCP0969,2008,MNCP02,medium_maturity,23.5,29,19.8,2610.5,1500.5,217.4,584.7,1659.9,Cinnamon soils,loam,13.3,8,131,8.3,180,60,60,7350
970,M-NCP,MNCP0970,2007,MNCP02,medium_maturity,24.5,29.4,20.9,2550.3,1510.3,372.9,625.8,1697,Cinnamon soils,sandy loam,17.3,8.7,137,8,210,75,75,5316
971,M-NCP,MNCP0971,2007,MNCP02,medium_maturity,23.9,28.8,20.2,2535,1475,370.3,645.3,1705,Cinnamon soils,sandy loam,15.7,43.3,148,8.1,240,90,90,6810
972,M-NCP,MNCP0972,2007,MNCP02,medium_maturity,24.6,29.4,21.1,2486.5,1476.5,372.9,600.2,1646.3,Fluvo-aquic soils,loam,17.7,10.9,154,8.2,240,90,90,8580
973,M-NCP,MNCP0973,2008,MNCP02,medium_maturity,25,30.7,20.8,2727.1,1637.1,178.1,575.7,1641,Cinnamon soils,sandy loam,12,16.5,96,8.3,210,75,75,8991
974,M-NCP,MNCP0974,2008,MNCP02,medium_maturity,25.1,30.8,20.8,2659.4,1599.4,178.1,568,1610.8,Red clay soils,sandy clay loam,13.3,4.6,68,8.4,180,60,60,11760
975,M-NCP,MNCP0975,2008,MNCP02,medium_maturity,25.1,30.8,20.8,2705.7,1625.7,178.1,575.7,1635.6,Red clay soils,loam,12.8,3.7,79,8.1,210,75,75,7352
976,M-NCP,MNCP0976,2008,MNCP02,medium_maturity,25,30.7,20.8,2727.3,1637.3,189.3,575.7,1643.1,Cinnamon soils,loam,9.7,14.1,115,8.3,240,90,90,7098
977,M-NCP,MNCP0977,2008,MNCP02,medium_maturity,25.1,30.8,20.8,2682.7,1612.7,178.1,569.6,1618.4,Cinnamon soils,loam,10,24.7,228,8.3,210,75,75,8304
978,M-NCP,MNCP0978,2006,MNCP02,medium_maturity,23.9,29.6,19.3,2440.6,1420.6,363.5,645.3,1658.3,Cinnamon soils,sandy loam,11.4,10.4,112,8.1,240,90,90,9096
979,M-NCP,MNCP0979,2007,MNCP02,late_maturity,23,29.1,18.5,2668.9,1508.9,444.4,670.9,1804.5,Cinnamon soils,sandy loam,15.2,28.2,204,7.9,240,90,90,8184
980,M-NCP,MNCP0980,2007,MNCP02,late_maturity,23,29.1,18.5,2595.5,1465.5,444.4,649.5,1751.3,Aeolian sandy soils,loam,13.4,6.4,180,7.9,240,90,90,8190
