Sort,Crop,N0,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
1253,M-NCP,MNCP1253,2008,MNCP02,WS0667,25.14 ,29.67 ,21.75 ,2563.9,1543.9,473.2,488.7,1440.66,Fluvo-aquic soils,loam,12.1,13.2,108,8,195,60,90,7172
1254,M-NCP,MNCP1254,2008,MNCP02,WS0667,25.28 ,29.96 ,21.75 ,2704.8,1634.8,474.1,526.7,1547.87,Fluvo-aquic soils,loam,10.6,14.7,109,8,195,60,90,6564
1255,M-NCP,MNCP1255,2007,MNCP02,WS0673,25.31 ,29.84 ,22.07 ,2531.2,1531.2,507,462.8,1406.49,Fluvo-aquic soils,loamy sand,13.1,12.4,86,8.1,195,60,90,7320
1256,M-NCP,MNCP1256,2007,MNCP02,WS0673,25.22 ,29.78 ,21.96 ,2597.7,1567.7,507,480.4,1449.88,Fluvo-aquic soils,loam,17.3,14,152,8.2,195,60,90,7095
1257,M-NCP,MNCP1257,2007,MNCP02,WS0673,25.12 ,29.76 ,21.80 ,2637.9,1587.9,507,509.7,1499.68,Fluvo-aquic soils,loamy sand,9.8,11.5,54,8.3,195,60,90,6300
1258,M-NCP,MNCP1258,2007,MNCP02,WS0673,25.20 ,29.78 ,21.92 ,2595.4,1565.4,507,490.9,1462.62,Fluvo-aquic soils,loam,16.3,29,171,8.1,195,60,90,7335
1259,M-NCP,MNCP1259,2007,MNCP02,WS0673,25.23 ,29.87 ,21.96 ,2346,1416,418.8,454,1315.92,Fluvo-aquic soils,loam,16.4,14.2,144,8.3,195,60,90,7965
1260,M-NCP,MNCP1260,2007,MNCP02,WS0673,25.20 ,29.78 ,21.92 ,2595.4,1565.4,507,490.9,1462.62,Fluvo-aquic soils,loam,11.9,32.7,55,8.4,195,60,90,7665
1261,M-NCP,MNCP1261,2007,MNCP02,WS0666,25.12 ,29.75 ,21.83 ,2562.7,1542.7,490.7,503.3,1464.55,Fluvo-aquic soils,loam,12.1,27.2,158,8.5,195,60,90,5834
1262,M-NCP,MNCP1262,2007,MNCP02,WS0666,25.01 ,29.63 ,21.74 ,2625.9,1575.9,492.7,505.4,1479.24,Fluvo-aquic soils,loam,10.8,7.4,75,8,195,60,90,6786
1263,M-NCP,MNCP1263,2007,MNCP02,WS0666,25.13 ,29.77 ,21.83 ,2613.7,1573.7,490.7,513.4,1489.05,Fluvo-aquic soils,loam,10.5,23.4,77,8.1,195,60,90,5039
1264,M-NCP,MNCP1264,2007,MNCP02,WS0666,25.12 ,29.76 ,21.81 ,2587.1,1557.1,507,510.2,1483.06,Fluvo-aquic soils,loam,10.8,6.5,122,8,195,60,90,8190
1265,M-NCP,MNCP1265,2008,MNCP02,WS0666,24.66 ,29.81 ,21.17 ,2466.4,1466.4,506.9,516.3,1464.21,Fluvo-aquic soils,loam,11.4,14.5,96,8.1,195,60,90,8220
1266,M-NCP,MNCP1266,2007,MNCP02,WS0666,25.12 ,29.76 ,21.81 ,2587.1,1557.1,507,510.2,1483.06,Fluvo-aquic soils,loamy sand,12.2,15.2,133,8.3,195,60,90,6111
1267,M-NCP,MNCP1267,2007,MNCP02,WS0232,25.03 ,30.03 ,21.36 ,2427.7,1457.7,392.7,398,1293.97,Fluvo-aquic soils,loamy sand,14.6,69,146,7.9,195,60,90,9571
1268,M-NCP,MNCP1268,2007,MNCP02,WS0232,25.03 ,30.03 ,21.36 ,2427.7,1457.7,392.7,398,1293.97,Fluvo-aquic soils,loam,13.1,78,167,8,195,60,90,9072
1269,M-NCP,MNCP1269,2008,MNCP02,WS0232,24.83 ,29.87 ,21.10 ,2433.3,1453.3,385.1,432.9,1339.99,Fluvo-aquic soils,loamy sand,14.2,64.6,169,8,195,60,90,8451
1270,M-NCP,MNCP1270,2007,MNCP02,WS0232,25.05 ,30.09 ,21.36 ,2454.8,1474.8,392.7,407.6,1316.72,Fluvo-aquic soils,loam,15.2,51.4,86,8,195,60,90,7382
1271,M-NCP,MNCP1271,2007,MNCP02,WS0232,25.03 ,30.03 ,21.36 ,2427.7,1457.7,392.7,398,1293.97,Fluvo-aquic soils,loam,14.3,34.6,126,8,195,60,90,7779
1272,M-NCP,MNCP1272,2007,MNCP02,WS0232,25.02 ,30.03 ,21.35 ,2476.6,1486.6,392.8,407.6,1322.48,Fluvo-aquic soils,loam,17.8,59.8,131,8.1,195,60,90,8090
1273,M-NCP,MNCP1273,2008,MNCP02,WS0232,24.81 ,29.85 ,21.09 ,2480.8,1480.8,386.2,441.7,1363.44,Fluvo-aquic soils,loam,13.8,46.9,97,8,195,60,90,8076
1274,M-NCP,MNCP1274,2008,MNCP02,WS0232,24.83 ,29.87 ,21.10 ,2433.3,1453.3,385.1,432.9,1339.99,Fluvo-aquic soils,loamy sand,12.8,56.2,105,8.1,195,60,90,8318
1275,M-NCP,MNCP1275,2008,MNCP02,WS0232,24.81 ,29.85 ,21.09 ,2480.8,1480.8,386.2,441.7,1363.44,Fluvo-aquic soils,loam,16.6,47.6,186,8,195,60,90,9183
1276,M-NCP,MNCP1276,2008,MNCP02,WS0232,24.85 ,29.87 ,21.15 ,2410,1440,385.1,424.9,1323.1,Fluvo-aquic soils,loam,12.4,52.8,95,8.1,195,60,90,7440
1277,M-NCP,MNCP1277,2007,MNCP02,WS0233,24.97 ,29.46 ,21.66 ,2546.9,1526.9,457.3,460.8,1408.59,Fluvo-aquic soils,loam,16,22,176,8.4,195,60,90,8981
1278,M-NCP,MNCP1278,2008,MNCP02,WS0233,24.91 ,29.49 ,21.39 ,2615.1,1565.1,491.3,485.6,1478.16,Fluvo-aquic soils,loam,14.2,25.7,131,8.1,195,60,90,8912
1279,M-NCP,MNCP1279,2008,MNCP02,WS0233,24.99 ,29.55 ,21.56 ,2624.3,1574.3,470.6,471.4,1438.73,Fluvo-aquic soils,loamy sand,13.6,18.1,179,8.4,195,60,90,11744
1280,M-NCP,MNCP1280,2008,MNCP02,WS0233,24.98 ,29.50 ,21.58 ,2573.4,1543.4,470.6,456.3,1402.95,Fluvo-aquic soils,loam,13.4,34.3,104,8.1,195,60,90,8320
1281,M-NCP,MNCP1281,2007,MNCP02,WS0233,24.86 ,29.45 ,21.48 ,2585,1545,457.3,493.4,1457.5,Fluvo-aquic soils,loam,14.7,26.5,246,8.1,195,60,90,9504
1282,M-NCP,MNCP1282,2008,MNCP02,WS0233,24.99 ,29.50 ,21.59 ,2549.2,1529.2,428.7,459.2,1396.86,Fluvo-aquic soils,loam,12.6,22.3,166,8.1,195,60,90,8706
1283,M-NCP,MNCP1283,2007,MNCP02,WS0233,24.97 ,29.46 ,21.66 ,2546.9,1526.9,457.3,460.8,1408.59,Fluvo-aquic soils,loamy sand,17.8,22.5,161,8.5,195,60,90,7497
1284,M-NCP,MNCP1284,2008,MNCP02,WS0233,24.79 ,29.23 ,21.47 ,2578.4,1538.4,428.7,458.4,1401.8,Fluvo-aquic soils,loam,13.4,20.2,225,8.3,195,60,90,10278
1285,M-NCP,MNCP1285,2009,MNCP02,WS0248,24.92 ,29.48 ,21.38 ,2591.5,1551.5,320.5,647,1712.29,Skeletal soil,loam,20,33.4,149,7.5,195,60,90,7962
1286,M-NCP,MNCP1286,2009,MNCP02,WS0248,24.37 ,28.96 ,20.86 ,2510.3,1480.3,302.3,621.8,1619.1,Fluvo-aquic soils,clay,17,32.2,231,5.8,195,60,90,10936
1287,M-NCP,MNCP1287,2007,MNCP02,WS0248,24.61 ,28.96 ,21.24 ,2658,1578,856,586.7,1624.05,Fluvo-aquic soils,clay loam,20.7,47,92,6.7,195,60,90,5994
1288,M-NCP,MNCP1288,2007,MNCP02,WS0248,24.53 ,28.83 ,21.23 ,2625.2,1555.2,856,567.5,1583.55,Lime concretion fluvo-aquic soils,silt loam,20.7,32.8,121,6.4,195,60,90,7500
1289,M-NCP,MNCP1289,2007,MNCP02,WS0248,24.61 ,28.93 ,21.27 ,2632.8,1562.8,856,576,1599.49,Brown earths,silt loam,14.2,66.7,103,6.8,195,60,90,5994
1290,M-NCP,MNCP1290,2007,MNCP02,WS0683,24.74 ,28.99 ,21.54 ,2498.4,1488.4,988.6,526.5,1499.78,Lime concretion fluvo-aquic soils,clay loam,9.8,10.6,83,6.3,195,60,90,7488
1291,M-NCP,MNCP1291,2006,MNCP02,WS0683,25.01 ,29.51 ,21.62 ,2575.9,1545.9,431.3,452.4,1392.74,Fluvo-aquic soils,loam,12.3,53.6,59,6.8,195,75,75,6519
1292,M-NCP,MNCP1292,2006,MNCP02,WS0683,24.82 ,29.15 ,21.58 ,2382.3,1422.3,425.9,402.7,1260.89,Fluvo-aquic soils,loam,14.5,18.9,67,6.9,195,60,90,7515
1293,M-NCP,MNCP1293,2007,MNCP02,WS0683,24.83 ,28.99 ,21.69 ,2433.2,1453.2,988.6,497.1,1438.54,Fluvo-aquic soils,loamy sand,13.4,28.9,106,6.1,195,60,90,4767
1294,M-NCP,MNCP1294,2006,MNCP02,WS0683,24.90 ,29.39 ,21.54 ,2639.4,1579.4,431.8,457.5,1415.53,Fluvo-aquic soils,loam,15.5,40.6,128,7.2,195,75,90,6263
1295,M-NCP,MNCP1295,2006,MNCP02,WS0683,25.04 ,29.53 ,21.67 ,2579.3,1549.3,435.9,456.2,1400.95,Fluvo-aquic soils,loam,20,16.7,98,5.9,195,75,90,6335
1296,M-NCP,MNCP1296,2008,MNCP02,WS0683,24.54 ,28.62 ,21.48 ,2601,1541,797.2,527.2,1535.68,Fluvo-aquic soils,loam,10.9,38.6,110,7,195,60,90,7938
1297,M-NCP,MNCP1297,2007,MNCP02,WS0683,24.08 ,28.27 ,20.96 ,2768.8,1618.8,992,553.8,1587.89,Fluvo-aquic soils,loamy sand,10.2,8.5,48,6.9,195,60,90,5855
1298,M-NCP,MNCP1298,2008,MNCP02,WS0683,24.77 ,28.86 ,21.69 ,2451.9,1461.9,786.8,510.3,1454.15,Fluvo-aquic soils,loam,16.3,29.3,88,8,195,60,90,5361
1299,M-NCP,MNCP1299,2008,MNCP02,WS0679,24.03 ,28.11 ,20.97 ,2811.6,1641.6,870.6,545.4,1638.11,Brown earths,loam,13.5,36.3,137,7.3,195,60,90,9375
1300,M-NCP,MNCP1300,2009,MNCP02,WS0678,25.39 ,29.87 ,21.90 ,2716.3,1646.3,360.7,527.8,1547.7,Cinnamon soils,loam,26.9,18.5,142,5.3,195,60,90,9025
1301,M-NCP,MNCP1301,2009,MNCP02,WS0678,25.44 ,29.86 ,22.03 ,2594.9,1574.9,359.6,495.5,1469.04,Cinnamon soils,clay loam,15.8,30.5,122,6.4,195,60,90,7870
1302,M-NCP,MNCP1302,2009,MNCP02,WS0678,25.38 ,29.80 ,21.95 ,2614.3,1584.3,359.6,500.1,1477.76,Cinnamon soils,clay,24.5,30.5,197,6,195,60,90,7765
1303,M-NCP,MNCP1303,2009,MNCP02,WS0678,25.43 ,29.94 ,21.92 ,2695.8,1635.8,359.6,527.1,1545.43,Cinnamon soils,loam,11.6,5.5,76,6.6,195,60,90,6800
1304,M-NCP,MNCP1304,2009,MNCP02,WS0678,25.39 ,29.87 ,21.90 ,2716.3,1646.3,360.7,527.8,1547.7,Cinnamon soils,clay loam,19.4,18.5,87,5.9,195,60,90,9370
1305,M-NCP,MNCP1305,2008,MNCP02,WS0246,24.83 ,29.50 ,21.19 ,2756.3,1646.3,504.8,452.7,1452.43,Lime concretion fluvo-aquic soils,clay,12.6,20.6,88,5.9,210,45,75,9083
1306,M-NCP,MNCP1306,2009,MNCP02,WS0246,25.08 ,30.05 ,21.29 ,2708.8,1628.8,502.9,593,1649.36,Cinnamon soils,silt loam,14.5,25.6,100,7,210,45,90,8367
1307,M-NCP,MNCP1307,2008,MNCP02,WS0246,24.86 ,29.46 ,21.30 ,2536,1516,505.8,415.3,1323.32,Cinnamon soils,loam,13.6,30.6,86,6.1,210,45,90,8006
1308,M-NCP,MNCP1308,2009,MNCP02,WS0246,25.09 ,30.10 ,21.22 ,2759.6,1659.6,502.9,611,1693.03,Fluvo-aquic soils,sandy loam,14.6,30.2,92,7.2,210,45,90,8109
1309,M-NCP,MNCP1309,2009,MNCP02,WS0679,24.94 ,29.46 ,21.44 ,2443.9,1463.9,484.8,453.7,1367.75,Cinnamon soils,loam,19.6,13.2,95,6,234,75,90,7566
1310,M-NCP,MNCP1310,2009,MNCP02,WS0679,25.11 ,29.74 ,21.53 ,2611.6,1571.6,484.8,487.8,1475.09,Cinnamon soils,loam,20.5,58.1,122,6,227,75,90,7980
1311,M-NCP,MNCP1311,2009,MNCP02,WS0679,24.96 ,29.37 ,21.55 ,2271.2,1361.2,451.2,402.3,1241.23,Cinnamon soils,loam,19.4,23.3,112,6,216,75,90,7667
1312,M-NCP,MNCP1312,2006,MNCP03,WS0360,25.50 ,30.41 ,21.46 ,2651.6,1611.6,597,553.9,1593.48,Cinnamon soils,loam,12.9,18.5,49,8.3,210,75,75,6015
1313,M-NCP,MNCP1313,2007,MNCP03,WS0360,24.92 ,29.80 ,21.17 ,2666.2,1596.2,449.2,480.5,1503.62,Fluvo-aquic soils,loam,10.6,13.5,67,8.3,180,60,60,7230
1314,M-NCP,MNCP1314,2007,MNCP03,WS0360,24.90 ,29.86 ,21.10 ,2764.1,1654.1,451.9,506.1,1568.07,Fluvo-aquic soils,loam,13.9,9.8,80,8.4,180,90,90,9267
1315,M-NCP,MNCP1315,2006,MNCP03,WS0360,25.56 ,30.47 ,21.45 ,2735.1,1665.1,597,581.8,1664.51,Cinnamon soils,silt loam,13,7,64,8.3,240,90,90,10668
1316,M-NCP,MNCP1316,2007,MNCP03,WS0360,24.99 ,29.88 ,21.24 ,2723.6,1633.6,451.9,490,1536.62,Cinnamon soils,sandy loam,10.9,9.5,85,8.3,210,75,75,8553
1317,M-NCP,MNCP1317,2007,MNCP03,WS0360,24.94 ,29.91 ,21.12 ,2793.3,1673.3,451.9,516.4,1591.93,Cinnamon soils,sandy loam,19.4,9.6,132,8.4,240,90,90,8546
1318,M-NCP,MNCP1318,2007,MNCP03,WS0364,25.61 ,30.80 ,21.46 ,2791.1,1701.1,397.9,551.3,1658.85,Fluvo-aquic soils,loam,9.2,18.5,76,8.1,240,90,90,6480
1319,M-NCP,MNCP1319,2007,MNCP03,WS0364,25.49 ,30.59 ,21.53 ,2803.5,1703.5,440.5,525.5,1619.03,Fluvo-aquic soils,loam,9.8,16.1,66,7.7,240,90,90,5610
1320,M-NCP,MNCP1320,2008,MNCP03,WS0406,25.77 ,30.90 ,21.64 ,2757.7,1687.7,356.6,420.2,1388.7,Cinnamon soils,sandy loam,13.2,17.5,196,7.2,240,90,90,10650
1321,M-NCP,MNCP1321,2008,MNCP03,WS0359,25.86 ,30.53 ,22.29 ,2508.9,1538.9,328.1,461.8,1386.93,Cinnamon soils,sandy loam,13.2,10.3,90,7.2,180,60,60,8100
1322,M-NCP,MNCP1322,2008,MNCP03,WS0359,25.70 ,30.32 ,22.16 ,2698.1,1648.1,361.6,489.3,1476.13,Cinnamon soils,loam,12,16.5,151,7.4,210,75,75,8991
1323,M-NCP,MNCP1323,2008,MNCP03,WS0359,25.56 ,30.20 ,22.08 ,2556.1,1556.1,354.9,470.9,1405.08,Cinnamon soils,sandy loam,15.5,27.4,166,7.4,240,90,90,10896
1324,M-NCP,MNCP1324,2008,MNCP03,WS0358,24.25 ,28.71 ,20.38 ,2764.5,1624.5,329.1,584.2,1677.64,Cinnamon soils,sandy loam,22,15.8,130,7.9,240,90,90,8004
1325,M-NCP,MNCP1325,2008,MNCP03,WS0358,24.55 ,29.06 ,20.63 ,2675.8,1585.8,294.2,566.8,1619.15,Cinnamon soils,sandy loam,24.5,15.9,149,7.9,240,90,90,7629
1326,M-NCP,MNCP1326,2008,MNCP03,WS0358,24.00 ,28.47 ,20.15 ,2735.5,1595.5,329.2,581.2,1659.84,Cinnamon soils,sandy loam,25.1,7.5,104,8,210,75,75,5228
1327,M-NCP,MNCP1327,2008,MNCP03,WS0358,23.90 ,28.39 ,20.07 ,2605.1,1515.1,329.2,561.8,1591.41,Cinnamon soils,loam,16.8,6.9,112,7.6,210,75,75,6378
1328,M-NCP,MNCP1328,2008,MNCP03,WS0066,25.64 ,30.44 ,21.92 ,2435.7,1485.7,325.6,463.5,1365.7,Fluvo-aquic soils,loam,16.9,8.1,181,8.3,240,90,90,10878
1329,M-NCP,MNCP1329,2008,MNCP03,WS0066,25.76 ,30.46 ,22.11 ,2396.1,1466.1,325.6,431.4,1312.94,Cinnamon soils,loam,19.3,12.2,103,8.3,180,60,60,10073
1330,M-NCP,MNCP1330,2008,MNCP03,WS0066,25.39 ,30.16 ,21.72 ,2539.2,1539.2,339.4,482.7,1413.44,Fluvo-aquic soils,clay,20.1,67,193,8.3,210,75,75,9900
1331,M-NCP,MNCP1331,2008,MNCP03,WS0066,25.60 ,30.40 ,21.91 ,2431.8,1481.8,339.4,463.8,1353.48,Fluvo-aquic soils,clay,22.7,11.7,229,8.3,180,60,60,10070
1332,M-NCP,MNCP1332,2008,MNCP03,WS0066,25.53 ,30.32 ,21.83 ,2502.3,1522.3,342.2,471.3,1393.28,Fluvo-aquic soils,loam,18,12.2,163,8.3,240,90,90,10557
1333,M-NCP,MNCP1333,2008,MNCP03,WS0066,25.36 ,30.12 ,21.70 ,2536.2,1536.2,339.4,478.8,1404.89,Cinnamon soils,sandy loam,21.5,26.4,127,8.3,180,60,60,7800
1334,M-NCP,MNCP1334,2008,MNCP03,WS0066,25.64 ,30.48 ,21.90 ,2410.5,1470.5,325.6,471.3,1367.27,Fluvo-aquic soils,loamy sand,21.5,26.4,79,8.2,210,75,75,9449
1335,M-NCP,MNCP1335,2008,MNCP03,WS0066,25.65 ,30.46 ,21.93 ,2385.7,1455.7,325.6,463.5,1350.71,Cinnamon soils,loam,20.7,44.1,106,8.2,210,75,75,9584
1336,M-NCP,MNCP1336,2008,MNCP04,WS0066,25.53 ,30.32 ,21.83 ,2502.3,1522.3,342.2,471.3,1393.28,Fluvo-aquic soils,loam,20.5,11.2,127,8.2,240,120,120,10190
1337,M-NCP,MNCP1337,2008,MNCP03,WS0069,25.43 ,30.31 ,21.12 ,2644.7,1604.7,253.9,593.3,1636.27,Fluvo-aquic soils,loamy sand,15.9,16.8,71,8.3,210,75,75,7356
1338,M-NCP,MNCP1338,2008,MNCP03,WS0069,25.31 ,30.13 ,21.08 ,2682.7,1622.7,271.4,587.1,1632.02,Fluvo-aquic soils,loamy sand,11.1,9.8,86,8.2,210,75,75,10110
1339,M-NCP,MNCP1339,2008,MNCP03,WS0069,25.40 ,30.28 ,21.08 ,2641.8,1601.8,253.9,594.5,1641.62,Fluvo-aquic soils,loamy sand,10.7,18.7,73,8.4,240,90,90,7926
1340,M-NCP,MNCP1340,2008,MNCP03,WS0069,25.45 ,30.27 ,21.20 ,2595.7,1575.7,253.9,575.9,1603.89,Fluvo-aquic soils,loam,9.2,13.6,62,8.5,240,90,90,9381
1341,M-NCP,MNCP1341,2008,MNCP03,WS0069,25.43 ,30.29 ,21.15 ,2619.1,1589.1,253.9,584.7,1618.53,Fluvo-aquic soils,loam,13.1,8.6,103,8.2,210,75,75,9660
1342,M-NCP,MNCP1342,2009,MNCP03,WS0064,25.50 ,30.69 ,20.79 ,2473.2,1503.2,297.1,597.1,1610.07,Fluvo-aquic soils,loam,17,17.9,124,7.9,240,120,90,6951
1343,M-NCP,MNCP1343,2009,MNCP03,WS0058,25.27 ,30.70 ,20.80 ,2501.4,1511.4,261.1,486.3,1458.17,Fluvo-aquic soils,loamy sand,13.5,18.7,102,7.5,210,75,75,8003
1344,M-NCP,MNCP1344,2009,MNCP03,WS0058,25.12 ,30.47 ,20.72 ,2512.1,1512.1,258.5,481.6,1452.6,Fluvo-aquic soils,loamy sand,13.9,18.8,99,7.8,210,75,75,7145
1345,M-NCP,MNCP1345,2009,MNCP03,WS0058,25.10 ,30.46 ,20.69 ,2535.4,1525.4,258.5,488.8,1471.55,Fluvo-aquic soils,loam,13.2,17.3,95,7.7,240,90,90,8249
1346,M-NCP,MNCP1346,2009,MNCP03,WS0058,25.29 ,30.75 ,20.79 ,2529.2,1529.2,261.1,496.6,1482.06,Fluvo-aquic soils,sandy clay loam,9.5,18.9,78,7.5,240,120,90,7151
1347,M-NCP,MNCP1347,2009,MNCP03,WS0058,25.30 ,30.70 ,20.83 ,2479.8,1499.8,243.4,486.3,1450.72,Fluvo-aquic soils,loam,11.2,9.6,79,7.9,210,75,75,7829
1348,M-NCP,MNCP1348,2009,MNCP03,WS0058,25.32 ,30.71 ,20.86 ,2456.5,1486.5,243.4,479.1,1431.77,Fluvo-aquic soils,loam,16.5,16.8,76,7.5,240,120,90,7640
1349,M-NCP,MNCP1349,2007,MNCP03,WS0070,25.33 ,30.10 ,21.73 ,2533.3,1533.3,505.7,433.9,1370.98,Fluvo-aquic soils,clay,13.5,32.1,69,8.5,180,60,60,7470
1350,M-NCP,MNCP1350,2006,MNCP03,WS0062,25.11 ,30.03 ,21.33 ,2661.8,1601.8,447.5,551.6,1572.67,Fluvo-aquic soils,loam,9.8,20,101,7.9,210,75,75,10169
1351,M-NCP,MNCP1351,2007,MNCP03,WS0061,25.60 ,30.82 ,20.97 ,2739,1669,321.7,453.9,1447.7,Fluvo-aquic soils,loam,17.3,14.7,133,8.5,210,75,75,9972
1352,M-NCP,MNCP1352,2007,MNCP03,WS0061,25.64 ,30.86 ,21.02 ,2692.6,1642.6,321.7,445.1,1423.91,Fluvo-aquic soils,clay,14.3,14.1,81,8.3,240,90,90,10586
1353,M-NCP,MNCP1353,2008,MNCP03,WS0059,25.19 ,30.58 ,20.83 ,2595,1565,384,541.6,1550.99,Fluvo-aquic soils,loamy sand,16.5,16.8,107,8,240,120,90,7640
1354,M-NCP,MNCP1354,2008,MNCP03,WS0059,25.19 ,30.58 ,20.83 ,2595,1565,384,541.6,1550.99,Fluvo-aquic soils,loamy sand,15.6,13.2,103,8.2,240,120,90,7749
1355,M-NCP,MNCP1355,2008,MNCP03,WS0059,25.19 ,30.58 ,20.83 ,2595,1565,384,541.6,1550.99,Fluvo-aquic soils,loam,14.9,13.2,81,8.5,180,60,60,7740
1356,M-NCP,MNCP1356,2008,MNCP03,WS0059,25.19 ,30.58 ,20.83 ,2595,1565,384,541.6,1550.99,Fluvo-aquic soils,loam,21.1,22.3,89,8.3,180,60,60,8400
1357,M-NCP,MNCP1357,2008,MNCP03,WS0059,25.19 ,30.58 ,20.83 ,2595,1565,384,541.6,1550.99,Fluvo-aquic soils,loam,17.3,22.3,89,8.3,180,60,60,8040
1358,M-NCP,MNCP1358,2007,MNCP03,WS0057,26.25 ,31.07 ,22.25 ,2756.3,1706.3,211.8,534.3,1547.52,Cinnamon soils,loam,14.4,12.8,104,8,180,60,60,8856
1359,M-NCP,MNCP1359,2007,MNCP03,WS0057,26.25 ,31.07 ,22.25 ,2756.3,1706.3,211.8,534.3,1547.52,Cinnamon soils,loam,15.6,13.3,130,8.3,210,75,75,9875
1360,M-NCP,MNCP1360,2008,MNCP03,WS0055,26.32 ,31.91 ,22.16 ,2684.9,1664.9,223.9,438.6,1380.77,Cinnamon soils,loam,18.7,7.8,128,8.2,240,90,90,6780
1361,M-NCP,MNCP1361,2008,MNCP03,WS0055,26.33 ,31.94 ,22.14 ,2712.1,1682.1,223.9,448.2,1403.55,Fluvo-aquic soils,clay,21.3,6.3,193,8.1,240,90,90,7713
1362,M-NCP,MNCP1362,2008,MNCP03,WS0055,26.34 ,31.91 ,22.17 ,2686.4,1666.4,224.7,438.3,1385.78,Fluvo-aquic soils,loam,15.3,7.9,98,8.3,225,75,75,6960
1363,M-NCP,MNCP1363,2007,MNCP03,WS0354,25.32 ,30.69 ,20.96 ,2633.3,1593.3,241,475.1,1469.37,Fluvo-aquic soils,loamy sand,23.1,26,128,7.9,180,75,75,6309
1364,M-NCP,MNCP1364,2007,MNCP03,WS0354,25.33 ,30.64 ,21.04 ,2558.1,1548.1,241,455.1,1415.11,Fluvo-aquic soils,loam,26.6,30.2,120,7.9,240,90,90,4845
1365,M-NCP,MNCP1365,2007,MNCP03,WS0354,25.32 ,30.69 ,20.96 ,2633.3,1593.3,241,475.1,1469.37,Cinnamon soils,loam,9.5,18.9,80,8.2,240,120,90,7151
1366,M-NCP,MNCP1366,2008,MNCP03,WS0046,24.93 ,30.25 ,20.67 ,2717.5,1627.5,347.5,523.5,1534.68,Fluvo-aquic soils,clay,15.7,14.6,150,7.6,180,60,60,10668
1367,M-NCP,MNCP1367,2008,MNCP03,WS0046,24.93 ,30.25 ,20.67 ,2717.5,1627.5,347.5,523.5,1534.68,Fluvo-aquic soils,sandy loam,19.5,3.8,94,8.1,210,75,75,7545
1368,M-NCP,MNCP1368,2006,MNCP03,WS0063,25.48 ,30.71 ,21.09 ,3160,1920,434.8,676.9,1890,Fluvo-aquic soils,sandy clay loam,17.3,20,118,8.4,240,90,90,10695
1369,M-NCP,MNCP1369,2006,MNCP03,WS0063,25.48 ,30.71 ,21.09 ,3160,1920,434.8,676.9,1890,Fluvo-aquic soils,loamy sand,17.7,36,124,8.5,210,75,75,9332
1370,M-NCP,MNCP1370,2007,MNCP03,WS0064,24.86 ,30.35 ,19.99 ,2710.2,1620.2,412.4,599,1667.46,Fluvo-aquic soils,loamy sand,17,17.9,99,7.9,240,120,90,6951
1371,M-NCP,MNCP1371,2006,MNCP03,WS0065,24.97 ,30.35 ,20.64 ,2472.1,1482.1,274.5,418.3,1319.89,Fluvo-aquic soils,loam,15.9,14.9,98,7.8,210,75,75,9249
1372,M-NCP,MNCP1372,2006,MNCP03,WS0065,24.66 ,30.03 ,20.42 ,2465.7,1465.7,273.1,399.2,1281.36,Fluvo-aquic soils,loam,14.8,4.4,71,8.1,210,75,75,9390
1373,M-NCP,MNCP1373,2008,MNCP03,WS0065,24.32 ,29.47 ,20.42 ,2164.3,1274.3,537.4,426.4,1236.2,Fluvo-aquic soils,loamy sand,15.9,24.2,43,7.8,210,120,90,9750
1374,M-NCP,MNCP1374,2006,MNCP03,WS0385,26.26 ,31.16 ,22.52 ,2494.5,1544.5,478.8,490,1436.21,Fluvo-aquic soils,loam,18.9,13,86,8.3,210,75,75,9165
1375,M-NCP,MNCP1375,2007,MNCP03,WS0067,24.95 ,30.40 ,20.71 ,2620.1,1570.1,397,587.6,1631.91,Fluvo-aquic soils,clay,13.6,8.9,68,8,210,75,75,9156
1376,M-NCP,MNCP1376,2006,MNCP03,WS0067,25.40 ,30.89 ,21.05 ,2514.9,1524.9,333,575,1586,Fluvo-aquic soils,loamy sand,12,17.4,86,8.5,240,75,75,11045
1377,M-NCP,MNCP1377,2007,MNCP03,WS0067,25.00 ,30.44 ,20.79 ,2600.2,1560.2,397,576.6,1610.98,Fluvo-aquic soils,loamy sand,11.8,15.1,54,8.8,180,60,60,10500
1378,M-NCP,MNCP1378,2006,MNCP03,WS0067,25.62 ,30.98 ,21.36 ,2459.1,1499.1,333,549.4,1531.78,Fluvo-aquic soils,loam,9.2,4.3,49,8,180,60,60,7977
1379,M-NCP,MNCP1379,2006,MNCP03,WS0067,25.34 ,30.81 ,21.02 ,2508.8,1518.8,333,571.7,1578.89,Fluvo-aquic soils,loam,12.7,24.2,54,8.3,180,60,60,6233
1380,M-NCP,MNCP1380,2008,MNCP03,WS0042,23.58 ,28.58 ,19.17 ,2569.8,1479.8,441.6,577,1602.57,Cinnamon soils,loam,20.1,23.4,86,8,210,75,75,8276
1381,M-NCP,MNCP1381,2008,MNCP03,WS0042,23.68 ,28.67 ,19.28 ,2604.4,1504.4,457,567.5,1600.33,Cinnamon soils,loamy sand,23.2,14.9,49,7.2,210,75,75,7605
