Sort,Soil quality,Crop,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
2456,high,single rice,2007,26,31.6,22.8,2600.6,1600.6,773,380.3,1328.7,medium_maturity,Paddy soils,silty clay loam,40.2,6.6,119,6.6,150,90,90,6540
2457,high,single rice,2007,24.2,29.2,21.3,2884.8,1694.8,992.3,419.1,1489,medium_maturity,Paddy soils,silty clay loam,45.6,64.1,115,7,150,90,90,8088
2458,high,single rice,2007,24.2,29,21.2,2472.1,1452.1,835.8,390.8,1367,medium_maturity,Paddy soils,silty clay loam,42.2,3.1,92,6.7,225,135,135,7756
2459,low,single rice,2007,24,28.8,21.1,2717.5,1587.5,922.7,433.8,1507.8,medium_maturity,Paddy soils,sandy loam,31.5,7.1,61,5.4,150,90,90,6753
2460,high,single rice,2008,28.4,33.2,24.3,2836,1836,350.5,761.7,1919.1,late_maturity,Paddy soils,loam,35.1,23.5,216,5.9,195,90,225,11220
2461,high,single rice,2008,28.4,33.2,24.3,2896.9,1876.9,350.9,775.6,1951.9,medium_maturity,Paddy soils,silty clay loam,14.7,10.2,106,6,195,90,225,10566
2462,low,single rice,2008,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,late_maturity,Paddy soils,sandy loam,48.1,17.6,79,4.4,225,120,195,10203
2463,low,single rice,2008,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,late_maturity,Paddy soils,sandy loam,12.7,13.6,39,4.5,225,120,195,10173
2464,low,single rice,2008,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,late_maturity,Paddy soils,sandy loam,46.1,20.4,29,4.6,225,120,195,10089
2465,low,single rice,2008,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,late_maturity,Paddy soils,sandy loam,22.6,15.6,85,4.7,225,120,195,9884
2466,high,single rice,2007,26.3,30.1,23.4,2708.8,1678.8,431.2,489.1,1442,early_maturity,Paddy soils,loam,57,28.4,162,5.4,195,90,225,8520
2467,high,single rice,2006,27.2,31.8,23.4,2853.8,1803.8,337.4,566.7,1621.3,medium_maturity,Paddy soils,loam,46.7,20.1,201,5.7,195,90,225,10506
2468,low,single rice,2007,27.3,31.9,24.2,2510.4,1590.4,590.7,386.1,1273.4,medium_maturity,Paddy soils,clay loam,27.9,51.2,86,5.1,165,60,90,6911
2469,low,single rice,2006,26.8,32.3,23.3,2677.3,1677.3,448.2,581.8,1646.3,early_maturity,Paddy soils,clay loam,32.5,7.6,42,5.2,180,75,135,7712
2470,low,single rice,2006,26.4,32,22.9,2848.8,1768.8,452.4,626.6,1773.3,medium_maturity,Paddy soils,clay loam,59.7,10,45,5.7,195,90,180,8337
2471,low,single rice,2007,25.4,30.9,22.2,3073.6,1863.6,1052.8,594,1786.8,medium_maturity,Paddy soils,sandy loam,24.5,9.1,43,4.9,180,75,135,7301
2472,low,single rice,2007,25.3,30.7,22.1,3059,1849,969.1,593.9,1774.9,late_maturity,Paddy soils,clay loam,25.7,13.8,76,5.4,180,75,135,8894
2473,low,single rice,2007,25.9,31.1,22.8,2766.2,1696.2,1037.8,507.5,1572.6,early_maturity,Paddy soils,sandy loam,11.6,10.3,64,5.1,180,75,135,8142
2474,low,single rice,2007,27.7,31.8,24.7,2794.5,1784.5,408.2,591.4,1645.1,medium_maturity,Paddy soils,clay loam,24.3,18.3,80,5.5,195,90,225,7631
2475,low,single rice,2009,27.9,32.2,24.8,2791.4,1791.4,378.4,617.4,1650.9,medium_maturity,Paddy soils,clay loam,32.7,13.6,87,6.3,195,90,135,9369
2476,high,single rice,2007,27.3,31.4,24.1,2731.2,1731.2,625.5,535.8,1585.4,medium_maturity,Paddy soils,clay,32.2,29.4,97,5.4,177,90,105,8016
2477,high,single rice,2007,27.1,31.3,24,2876.5,1816.5,627,572.8,1679.5,medium_maturity,Paddy soils,clay,33,21.3,144,5.3,177,90,105,8235
2478,high,single rice,2007,23.7,28,20.4,2323.2,1343.2,257.3,560.1,1464.1,medium_maturity,Paddy soils,clay,31.1,19.6,106,5.2,177,90,105,7740
2479,low,single rice,2009,27.3,32.2,23.7,3079.7,1949.7,448.2,699.5,1920.6,late_maturity,Paddy soils,sandy loam,26,5.2,40,6.5,165,75,75,7518
2480,high,single rice,2009,28,32.3,24.9,2909.4,1869.4,380.9,634.8,1708.8,medium_maturity,Paddy soils,clay,38.4,7.2,104,5.2,150,36,75,8286
2481,high,single rice,2007,26.5,30.8,23.7,3289.8,2049.8,432.3,747.5,2012.4,medium_maturity,Paddy soils,silty clay loam,26.5,12.3,91,7.6,195,90,225,9380
2482,low,single rice,2007,26.5,30.8,23.7,3289.8,2049.8,432.3,747.5,2012.4,medium_maturity,Paddy soils,sandy loam,38,2.5,79,7.7,195,90,225,8250
2483,low,single rice,2007,26.5,30.8,23.7,3289.8,2049.8,432.3,747.5,2012.4,medium_maturity,Paddy soils,loamy sand,36.4,15.3,34,7.9,195,90,225,7712
2484,low,single rice,2009,27.8,32,24.4,3063,1963,452.5,722.1,1938.6,medium_maturity,Paddy soils,sandy loam,48.3,21.3,86,7.6,195,90,225,8034
2485,high,single rice,2007,27.2,31.6,24.1,2960.9,1870.9,572.9,498.2,1583.8,medium_maturity,Purplish soils,silty clay loam,35.4,10.3,97,4.9,165,75,135,6870
2486,low,single rice,2007,27.2,31.6,24.1,2960.9,1870.9,572.9,498.2,1583.8,medium_maturity,Paddy soils,clay loam,37.2,19,66,5,165,75,135,7212
2487,high,single rice,2010,26.4,31.8,23.1,2908.6,1808.6,882.5,520.8,1623.6,medium_maturity,Paddy soils,silty clay,32.4,17.9,129,7.6,165,75,75,8634
2488,high,single rice,2010,26.4,31.8,23.1,2908.6,1808.6,882.5,520.8,1623.6,medium_maturity,Paddy soils,sandy clay,37.7,15.3,112,7.9,165,75,75,9095
2489,low,single rice,2010,26.3,31.4,23,2607.4,1617.4,658.9,437.8,1400.9,medium_maturity,Paddy soils,sandy loam,11.3,5,75,5.5,165,75,75,9080
2490,low,single rice,2010,25.6,31.6,22.2,2870.9,1750.9,924.1,560.4,1697.1,medium_maturity,Paddy soils,sandy loam,33.7,8.9,72,4.9,165,75,75,7140
2491,low,single rice,2008,27.8,32.8,23.8,2501.1,1601.1,250.4,619.3,1609.1,medium_maturity,Paddy soils,sandy loam,38.7,8.5,78,5.8,195,90,225,7707
2492,low,single rice,2008,26.4,31.5,22.8,3190.4,1980.4,617.7,578.7,1795.4,medium_maturity,Paddy soils,clay loam,45.2,38.5,80,5.1,150,78,75,8382
2493,high,single rice,2008,27.5,32.5,23.7,2668,1698,330.5,640.6,1743.1,early_maturity,Paddy soils,silty clay loam,40.5,12.3,96,5.3,150,75,113,8175
2494,low,single rice,2008,26.4,32.2,22.8,2955.6,1835.6,671.9,511.5,1607.1,medium_maturity,Paddy soils,loamy sand,32,19,65,4.8,165,75,75,8103
2495,low,single rice,2008,26.1,31.9,22.5,2972.2,1832.2,789,478.2,1590.5,medium_maturity,Paddy soils,loamy sand,21.6,39.1,34,4.9,165,75,75,7304
2496,low,single rice,2009,27.1,33.4,23.1,2844.8,1794.8,343.2,690.2,1852.1,medium_maturity,Paddy soils,sand,27.4,20.2,67,5.1,165,75,75,9105
2497,high,single rice,2009,26.6,32.8,22.7,2820.8,1760.8,382,673.8,1844.5,medium_maturity,Paddy soils,clay,62.8,7.2,100,5.2,165,75,75,9000
2498,high,single rice,2010,27,32.3,23.3,2938.2,1848.2,520.8,634.8,1785.6,medium_maturity,Paddy soils,loam,29,18.5,90,4.8,240,113,150,9588
2499,high,single rice,2007,26.3,31.4,22.4,2971.9,1841.9,578.4,544.9,1696.9,medium_maturity,Purplish soils,loam,40,43.8,235,5.8,83,38,38,8871
2500,low,single rice,2007,26.3,31.4,22.5,2920.4,1810.4,568,534.2,1666.7,medium_maturity,Paddy soils,clay loam,27.8,9.4,68,5.6,83,38,38,8505
2501,high,single rice,2009,25.7,30.8,22.1,2901.9,1771.9,730.7,633.2,1840.4,medium_maturity,Paddy soils,clay,38.8,3.5,149,5.3,83,38,38,9126
2502,low,single rice,2010,25.7,30.5,22.3,2985.1,1825.1,501.4,528.5,1685.8,medium_maturity,Paddy soils,clay loam,30.1,11.5,65,4.8,83,38,38,7001
2503,low,single rice,2009,26.1,31.8,22.6,2325.8,1435.8,356.7,586.9,1567.4,medium_maturity,Paddy soils,sandy loam,33.8,74.2,69,5.1,138,90,225,9068
2504,low,single rice,2009,26.1,31.8,22.6,2325.6,1435.6,356.7,591.1,1577.4,medium_maturity,Paddy soils,sandy loam,30.3,13.9,73,5.2,138,90,225,8564
2505,low,single rice,2009,26.1,31.8,22.5,2376.1,1466.1,356.7,608.1,1618.3,medium_maturity,Paddy soils,sandy loam,37.9,9.8,52,4.8,138,90,225,8537
2506,low,single rice,2009,26,31.7,22.5,2546.6,1566.6,646.9,630.1,1700.9,medium_maturity,Paddy soils,clay loam,52.3,11.3,57,4.8,138,90,225,8927
2507,low,single rice,2009,26,31.7,22.4,2468.6,1518.6,420.8,618,1662.3,medium_maturity,Paddy soils,sandy loam,33.4,10,79,4.9,138,90,225,8420
2508,low,single rice,2009,26,31.6,22.5,2519.2,1549.2,646.9,623.2,1684,medium_maturity,Paddy soils,sandy loam,33.7,9.7,70,5.4,138,90,225,8390
2509,low,single rice,2010,25.9,30.9,22.9,2540.4,1560.4,443.4,555.4,1589.7,medium_maturity,Paddy soils,sandy loam,48.9,12.6,54,5.7,120,135,180,9750
2510,low,single rice,2010,25.9,30.9,22.9,2540.4,1560.4,443.4,555.4,1589.7,medium_maturity,Paddy soils,sandy loam,34.7,16,37,4.5,120,135,180,8726
2511,low,single rice,2010,25.9,30.9,22.9,2540.4,1560.4,443.4,555.4,1589.7,medium_maturity,Paddy soils,sandy loam,34.7,16,37,4.5,120,135,180,9014
2512,low,single rice,2010,25.9,30.9,22.9,2540.4,1560.4,443.4,555.4,1589.7,medium_maturity,Paddy soils,sandy loam,50.4,21.6,62,5.2,120,135,180,8124
2513,low,single rice,2010,25.9,30.9,22.9,2540.4,1560.4,443.4,555.4,1589.7,medium_maturity,Paddy soils,sandy loam,40,34.4,79,5.5,120,135,180,9497
2514,low,single rice,2010,25.9,30.9,22.9,2540.4,1560.4,443.4,555.4,1589.7,medium_maturity,Paddy soils,sandy loam,40,34.4,79,5.5,120,135,180,9588
2515,low,single rice,2010,25.9,30.9,22.9,2540.4,1560.4,443.4,555.4,1589.7,medium_maturity,Paddy soils,sandy loam,36.8,43.2,63,5.1,120,135,180,9122
2516,low,single rice,2007,26.1,31.2,22.8,2953.6,1823.6,788.1,570.1,1727.4,medium_maturity,Paddy soils,clay loam,39.7,10.9,65,4.9,221,90,288,9615
2517,low,single rice,2007,26.3,31.2,23,2809.8,1739.8,690.5,553.4,1649.8,medium_maturity,Paddy soils,clay loam,31,4.2,73,6.3,251,69,290,9495
2518,high,single rice,2009,26.3,32.5,22.3,2607,1617,307.4,590,1656.4,early_maturity,Paddy soils,loam,31,14.8,138,6.4,165,75,75,6666
2519,high,single rice,2009,26.3,32.5,22.3,2607,1617,307.4,590,1656.4,early_maturity,Paddy soils,loam,32,15.5,139,6,165,75,75,6422
2520,low,single rice,2008,26.3,31.4,22.3,2971.2,1841.2,497.8,435.1,1488.2,medium_maturity,Paddy soils,sandy loam,38.8,5.6,54,7.9,195,90,225,9999
2521,high,single rice,2008,26.3,31.4,22.3,2971.2,1841.2,497.8,435.1,1488.2,medium_maturity,Paddy soils,clay,27.2,4.6,101,6.3,195,90,225,10278
2522,high,single rice,2010,25.3,30.3,22.2,2760.5,1670.5,1198.7,539.3,1659.8,early_maturity,Paddy soils,loam,33,29.8,152,5.1,165,75,75,7578
2523,low,single rice,2010,25.3,30.3,22.2,2831.3,1711.3,1204.8,562.9,1717,early_maturity,Paddy soils,sandy loam,28.6,10.8,47,4.8,165,75,75,7728
2524,high,single rice,2009,28.8,33.2,25.4,3107.9,2027.9,370.3,790.3,1997,medium_maturity,Paddy soils,loam,31.8,10.5,118,5.4,165,75,75,8988
2525,high,single rice,2008,28.1,32.9,24.6,2786.6,1796.6,458.3,523.4,1560.3,medium_maturity,Paddy soils,clay,17.4,4.2,111,6.6,135,72,68,7854
2526,low,single rice,2007,28.1,32.8,24.4,3207,2067,522.5,780.4,2041,early_maturity,Paddy soils,clay loam,34,10.9,65,5.2,165,75,75,8702
2527,low,single rice,2008,28.3,33.1,24.4,2911.7,1881.7,427.9,657.9,1788.9,early_maturity,Paddy soils,clay loam,36,6.9,44,5.4,165,75,75,8219
2528,low,single rice,2008,28.1,32.9,24.1,3256.9,2096.9,497.5,727.7,1992.7,early_maturity,Paddy soils,clay loam,36.4,12,86,4.9,165,75,75,8823
2529,high,single rice,2007,28.8,33.5,25,2880,1880,510,703.6,1842.1,medium_maturity,Paddy soils,loam,29.2,12.7,116,5.4,165,75,75,8223
2530,low,single rice,2009,27.2,32.1,23.8,2803.1,1773.1,263.1,577,1580,early_maturity,Paddy soils,clay loam,29.8,5.3,67,6.7,150,72,75,7470
2531,low,single rice,2009,27.3,32.1,23.8,2753.7,1743.7,262.8,565.8,1549.3,early_maturity,Paddy soils,clay loam,35.3,5.3,63,7.5,150,72,75,7653
2532,high,single rice,2008,28.3,33,25.1,2747.1,1777.1,386,584.4,1624.2,early_maturity,Paddy soils,clay,33.8,51.2,195,6.9,165,75,108,8600
2533,low,single rice,2008,28.2,32.9,25,2936.2,1896.2,439.6,623.4,1730.5,early_maturity,Paddy soils,sandy loam,18.2,12.9,48,6.1,165,75,108,8673
2534,low,single rice,2008,28.4,33.1,25.1,2779.8,1799.8,372.7,603.3,1658.2,early_maturity,Paddy soils,clay loam,28.5,9.5,45,5.6,165,75,108,8100
2535,high,single rice,2008,27.9,32.2,24.8,3091.6,1981.6,280.3,616.2,1741.9,medium_maturity,Paddy soils,clay,37.7,10.1,101,5.9,165,68,90,8166
2536,high,single rice,2008,28,32.4,24.9,2971,1911,279.4,599.7,1685.7,late_maturity,Paddy soils,loam,34.4,10.8,107,7.8,135,36,83,8339
2537,low,single rice,2009,27.1,31.6,23.7,3035.4,1915.4,551.3,760.2,2029.9,medium_maturity,Paddy soils,clay loam,50.3,11.6,79,5.5,165,75,75,8283
2538,low,single rice,2009,27.1,31.6,23.7,3066.6,1936.6,546.9,746,2010.1,early_maturity,Paddy soils,clay loam,48.6,11.9,56,7,165,75,75,8418
2539,low,single rice,2009,27.1,31.6,23.7,3094.4,1954.4,546.9,751.7,2025.2,medium_maturity,Paddy soils,clay loam,35.4,12.1,75,7,188,75,75,8790
2540,low,single rice,2006,27.2,31.7,23.9,2744.9,1734.9,561.7,710.7,1856.3,medium_maturity,Paddy soils,clay loam,30.7,20.6,80,6.3,165,75,75,7980
2541,low,single rice,2008,26.9,31.4,23.7,3041.5,1911.5,534.5,737.2,1999.6,early_maturity,Paddy soils,clay loam,41.3,14.4,74,6,180,75,75,8004
2542,high,single rice,2006,25.9,30.3,22.8,3231.4,1981.4,616.2,748.4,2012.8,medium_maturity,Paddy soils,clay,44,22.8,129,6.4,165,75,75,8357
2543,low,single rice,2008,26.1,30.9,22.6,3153,1943,290.7,701.1,1906.2,early_maturity,Paddy soils,sandy loam,17.3,21.3,72,7.1,195,90,225,10110
2544,low,single rice,2008,26,30.8,22.6,3043.1,1873.1,290.6,675.4,1834.8,medium_maturity,Paddy soils,sandy loam,19.4,14.7,79,6.9,195,90,225,10304
2545,low,single rice,2006,25.8,30.1,22.7,3142.6,1922.6,513.9,711.5,1928.1,medium_maturity,Paddy soils,sandy loam,35.2,31,65,5.7,165,75,75,6357
2546,high,single rice,2007,25.8,30.5,22.5,2916.8,1786.8,348.8,665.4,1803.1,medium_maturity,Paddy soils,clay,26.6,70.5,119,5.3,195,90,225,8838
2547,low,single rice,2006,25.4,29.7,22.5,3176.7,1926.7,537.5,690,1902.1,medium_maturity,Paddy soils,sandy loam,43.3,3.3,59,6.4,165,75,75,8825
2548,high,single rice,2007,25.9,30.6,22.6,3028.2,1858.2,370.4,684.9,1864.3,medium_maturity,Paddy soils,clay,28.5,66.4,189,6.8,195,90,225,10539
2549,low,single rice,2008,25.9,30.6,22.5,2977.9,1827.9,595.6,704.6,1965.3,early_maturity,Paddy soils,sandy loam,52.5,6.4,87,6.7,239,99,99,10416
2550,high,single rice,2009,26.5,31.4,22.8,3121.6,1941.6,623.7,782.6,2095.6,early_maturity,Paddy soils,loam,60.6,10.4,111,4.8,165,75,75,8673
2551,low,single rice,2007,27.2,32.2,23.5,3095.7,1955.7,349.7,739.6,2019.3,early_maturity,Paddy soils,loamy sand,30.5,21.5,78,5.5,165,75,75,7992
2552,high,single rice,2008,25.4,31.2,21.8,3093.7,1873.7,757.8,637.2,1897.1,late_maturity,Paddy soils,loam,46.9,19.4,152,5.4,165,75,75,6945
2553,high,single rice,2009,25.7,31.8,22,3037.1,1857.1,626.9,729.1,2016.3,medium_maturity,Paddy soils,loam,71.6,12.5,116,5.3,165,75,75,8745
2554,low,single rice,2009,25.8,31.8,22.1,2966,1816,616.4,702.8,1953.1,medium_maturity,Paddy soils,clay loam,70.1,29,67,5.1,165,75,75,8430
2555,low,single rice,2010,25.8,31.7,22.1,3195.9,1955.9,562.8,754.3,2086.9,early_maturity,Paddy soils,clay loam,42.7,16.3,79,6.3,165,60,72,5033
2556,high,single rice,2010,25.5,31.3,22,3135.4,1905.4,542.1,740.7,2032,early_maturity,Paddy soils,loam,39.5,22,164,5,165,60,72,6677
2557,high,single rice,2010,25.2,30.9,21.8,3353.8,2023.8,589.8,759.5,2135.8,medium_maturity,Paddy soils,loam,36.2,13.4,127,5.4,150,36,75,7871
2558,high,single rice,2009,25.6,31.6,22,3075.1,1875.1,639.5,729.1,2030.8,medium_maturity,Paddy soils,clay,67.8,78.4,121,5.1,165,75,75,7230
2559,low,single rice,2009,25.6,31.7,22,3026.5,1846.5,637.7,721.2,2005.1,early_maturity,Paddy soils,sandy loam,44.6,34.2,85,4.2,165,75,75,8130
2560,low,single rice,2009,25.6,31.6,21.9,2964.4,1804.4,639,705.7,1969.3,medium_maturity,Paddy soils,clay loam,62.3,31.7,72,5,165,75,75,8745
2561,low,single rice,2010,27,31.9,23.7,2972.4,1872.4,583.7,627.3,1803.9,early_maturity,Paddy soils,sandy loam,35.1,16.5,29,5.6,141,36,74,7479
2562,low,single rice,2008,27,31.7,23.8,2726,1716,363.6,549.3,1602,medium_maturity,Paddy soils,sandy loam,53.2,3.8,76,5.7,165,75,75,7560
2563,low,single rice,2007,27,31.9,23.6,2670,1680,329.4,662.6,1769.9,early_maturity,Paddy soils,sandy loam,32.5,19.3,77,5.7,195,90,150,8459
2564,low,single rice,2007,27.1,32,23.7,2599.9,1639.9,329.3,653.6,1737.5,late_maturity,Paddy soils,sandy loam,31.4,14.8,83,5.7,165,75,75,9188
2565,low,single rice,2007,27.1,32,23.7,2599.9,1639.9,329.3,653.6,1737.5,early_maturity,Paddy soils,clay loam,32.5,16.7,81,5.8,165,75,75,8855
2566,low,single rice,2006,26.9,31.7,23.5,2584.8,1624.8,453,570.7,1600.9,early_maturity,Paddy soils,sandy loam,29.8,14.9,79,5.6,165,75,75,9023
2567,low,single rice,2006,27.1,32,23.7,2599.9,1639.9,329.3,653.6,1737.5,late_maturity,Paddy soils,sandy loam,28.6,18.1,81,5.8,195,90,225,9375
2568,low,single rice,2007,26.8,31.6,22.9,3059.5,1919.5,451.2,620.9,1811.4,early_maturity,Paddy soils,sandy loam,35,14.8,79,6.7,165,75,75,8649
2569,high,single rice,2009,26.5,32.2,22.5,3079.3,1919.3,434.2,822,2086.7,medium_maturity,Paddy soils,silty clay loam,24.6,12.6,108,5.8,165,75,75,8229
2570,low,single rice,2010,26.3,31.4,22.7,3209.5,1989.5,502.9,736.7,2030,early_maturity,Paddy soils,silt loam,26.8,5.8,86,6.2,150,63,68,6744
2571,low,single rice,2007,26.8,31.6,22.8,3190.9,2000.9,455.9,647.2,1894.2,medium_maturity,Paddy soils,sandy loam,34,15.2,76,6.1,165,75,75,8826
2572,low,single rice,2008,26.6,31.3,22.7,2819,1759,509.9,651.2,1815.9,early_maturity,Paddy soils,sandy loam,22.7,4.5,60,5,165,75,75,8273
2573,high,single rice,2009,26.8,32.5,22.7,3055.7,1915.7,434.6,825.6,2091.6,late_maturity,Paddy soils,silty clay loam,36.8,12.6,153,6.5,165,75,75,8292
2574,high,single rice,2009,26.1,31.5,22.3,3081.9,1901.9,600.3,790.2,2116.2,early_maturity,Paddy soils,clay,46.3,17.3,124,6.5,165,75,75,8157
2575,high,single rice,2009,26.5,32.1,22.5,3230.3,2010.3,549.7,845.2,2207.8,medium_maturity,Paddy soils,silty clay loam,58.9,8.6,201,6.9,165,75,75,8048
2576,low,single rice,2008,26.4,31.2,22.5,3137.8,1947.8,509.9,735.7,2032.5,medium_maturity,Paddy soils,sandy loam,40.3,8.8,56,6.1,165,75,75,8534
2577,low,single rice,2008,27,31.3,23.3,3218.2,2028.2,660.2,560.4,1745.3,early_maturity,Paddy soils,sandy loam,71.7,35.5,80,5.7,206,98,95,7965
2578,high,single rice,2008,26.3,30.6,22.5,3361.8,2081.8,736.1,555.3,1820.6,early_maturity,Paddy soils,loam,37.3,32.4,114,6.1,206,95,95,10035
2579,low,single rice,2008,25.2,30.8,21.6,2696.7,1626.7,1125.6,364.5,1356,medium_maturity,Paddy soils,clay loam,25.8,6.5,68,6,165,75,75,5628
2580,high,single rice,2008,27.3,32,23.4,2648.8,1678.8,770.4,496.9,1496.3,medium_maturity,Paddy soils,silty clay loam,34.4,8.4,92,6.6,210,90,180,7368
2581,high,single rice,2008,26.7,30.8,23.6,2641.4,1651.4,759.4,459.2,1429.2,medium_maturity,Paddy soils,loam,34.6,4.2,155,7.5,173,81,50,9615
2582,high,single rice,2008,26.7,30.9,23.6,2674.3,1674.3,759.4,482.3,1477.6,medium_maturity,Paddy soils,loam,33.2,7,120,6.1,173,54,63,10347
2583,high,single rice,2008,26.5,30.8,23.4,2996.7,1866.7,759.4,550.6,1663.7,medium_maturity,Paddy soils,loam,32.9,6.9,281,6.4,165,90,53,7458
2584,low,single rice,2008,26.3,30.5,23.4,3000.3,1860.3,541.1,520.7,1613.7,medium_maturity,Paddy soils,clay loam,25.7,2,49,6.9,180,54,90,8630
2585,high,single rice,2007,27.1,31.1,24.3,2872,1812,466.7,598.4,1689.7,medium_maturity,Fluvo-aquic soils,loam,19.5,20.4,132,6.4,180,60,90,8505
2586,low,single rice,2007,27.4,31.4,24.5,2599,1649,459.3,544.2,1528.9,early_maturity,Paddy soils,sandy loam,12.7,13.7,38,8.5,165,68,72,10128
2587,low,single rice,2008,27.3,31.3,24.3,2591.3,1641.3,599.7,596.1,1606.7,early_maturity,Fluvo-aquic soils,sandy loam,17.8,8.3,46,6.2,165,68,72,10481
2588,low,single rice,2007,27.2,31.2,24.4,2723.5,1723.5,464.3,557.8,1590.8,early_maturity,Paddy soils,loamy sand,28.8,7.2,36,8.2,180,45,68,10755
2589,low,single rice,2009,28.9,33.1,25.8,3003.5,1963.5,452.7,625.8,1721.8,medium_maturity,Red earths,clay loam,22.6,9.3,82,7.3,165,75,120,7500
2590,high,single rice,2009,28.1,32.3,25,3288.1,2118.1,447.3,690.9,1867.2,medium_maturity,Red earths,clay,29,7.1,93,6.4,180,45,113,6489
2591,high,single rice,2009,28.3,32.6,25.1,3255.7,2105.7,490.2,676.3,1893.4,medium_maturity,Paddy soils,loam,14.7,9.7,131,7.1,165,75,120,6495
2592,low,single rice,2008,27.7,32.1,24.8,3461.7,2211.7,574.6,621.2,1841.3,medium_maturity,Red earths,sandy loam,27.4,10,53,4.8,150,60,63,8358
2593,high,single rice,2008,27.6,32.1,24.8,3068.1,1958.1,450.6,565.5,1622,medium_maturity,Fluvo-aquic soils,clay,24.8,8.3,125,5.9,180,45,75,6474
2594,low,single rice,2009,27.4,31.6,24.3,2931.8,1861.8,318.8,622.9,1657.1,medium_maturity,Paddy soils,clay loam,24.1,10.2,72,7.4,173,68,63,8055
2595,high,single rice,2009,29.3,33.6,26.1,2754.7,1814.7,387.2,600.2,1620.6,medium_maturity,Paddy soils,silty clay loam,17.1,20,101,5.4,195,75,120,8505
2596,high,single rice,2008,27.8,32.1,24.9,3333.2,2133.2,571.9,587.1,1748.9,medium_maturity,Paddy soils,silty clay loam,20,8.2,190,6.3,173,68,63,7530
2597,high,single rice,2009,28.3,32.6,25.1,3362.5,2172.5,453,718.5,1937.6,medium_maturity,Paddy soils,loam,15.9,5.4,108,6.2,165,75,60,7472
2598,low,single rice,2009,28.1,32.3,25,3288.1,2118.1,447.3,690.9,1867.2,medium_maturity,Paddy soils,clay loam,20.7,14.2,88,3.9,150,60,90,7425
2599,high,single rice,2007,27.6,31.8,24.2,2645.6,1685.6,548.5,567.3,1617.5,medium_maturity,Fluvo-aquic soils,silty clay loam,9,14.5,92,6.5,158,60,68,8727
2600,low,single rice,2007,27.8,32.5,24.4,2922.3,1872.3,465.5,695.7,1785.1,medium_maturity,Paddy soils,sandy loam,16,5.8,89,6.4,180,60,120,7554
2601,high,single rice,2007,27.5,32.3,23.9,3077.6,1957.6,644.2,732.9,1955,late_maturity,Paddy soils,silty clay loam,21.3,11.3,92,5.7,195,75,120,8001
2602,low,single rice,2009,26.8,33,23,2872.7,1802.7,448.6,555.1,1668.1,medium_maturity,Paddy soils,clay loam,15.8,5.2,40,6.1,180,120,180,9113
2603,high,single rice,2009,26.7,32.7,22.9,2879.6,1799.6,490.9,544.3,1660.6,medium_maturity,Paddy soils,clay,29.7,3.2,122,6,180,120,180,9038
2604,high,single rice,2009,23,27.6,19.8,2141.1,1211.1,457.9,461.6,1403,medium_maturity,Paddy soils,loam,23.6,10.7,146,5.5,150,105,150,8141
2605,high,single rice,2009,23,27.6,19.8,2141.1,1211.1,457.9,461.6,1403,medium_maturity,Paddy soils,loam,35.7,15.5,174,6.1,180,120,180,10843
2606,high,single rice,2007,24.7,29.8,21.5,3042.3,1812.3,929.6,368.7,1462.5,late_maturity,Paddy soils,loam,23.1,25.4,102,7.2,150,120,150,9888
2607,low,single rice,2008,25.2,30.8,21.6,2894.7,1744.7,418.9,392,1427,medium_maturity,Paddy soils,clay loam,28.4,11.8,55,7,150,120,180,8222
2608,low,single rice,2008,25,30.6,21.5,2851.4,1711.4,421.7,366.6,1387.4,medium_maturity,Paddy soils,clay loam,28.5,7.9,68,6.2,180,90,150,8004
2609,low,single rice,2007,26.5,31.4,23.3,3179.6,1979.6,850.4,414.9,1514,medium_maturity,Paddy soils,clay loam,24.1,7.7,88,7.8,180,120,180,8291
2610,high,single rice,2007,26.2,31.2,22.9,3201.1,1981.1,828.8,450.3,1567,medium_maturity,Paddy soils,clay,34.8,22.8,95,7,150,105,150,8567
2611,low,single rice,2007,26.2,31.2,22.9,3250.1,2010.1,828.9,452.5,1587.6,medium_maturity,Paddy soils,clay loam,35.3,6.4,64,5.1,180,120,180,11306
2612,high,single rice,2008,26.2,31.6,22.7,2934.6,1814.6,513,343,1359.4,medium_maturity,Paddy soils,silty clay loam,33,32.2,90,8,150,105,150,8950
2613,high,single rice,2007,26.4,31.4,23.2,3067.9,1907.9,814.9,426.5,1496.5,medium_maturity,Paddy soils,silty clay loam,22.7,10,102,6.6,150,105,150,8633
2614,high,single rice,2008,26.4,31.7,23,2935.3,1825.3,524.2,335.9,1325,medium_maturity,Paddy soils,clay,30.2,20.2,101,7.1,150,105,150,10205
2615,low,single rice,2007,27,31.9,23.7,2886.5,1816.5,807.3,392.8,1398.4,medium_maturity,Paddy soils,sandy loam,21,19,40,6,150,105,150,4768
